Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150
0,5.215104,4.203496,10.260660,9.697809,5.845591,5.315742,4.675407,8.323894,9.701995,5.168966,4.634381,5.461656,3.058918,5.966230,6.126006,6.884687,6.222418,4.881313,7.059417,5.319760,5.236797,5.050166,5.873889,3.293660,3.850144,5.338550,3.272764,5.434562,3.504241,3.139217,5.589044,4.988587,4.465673,4.462553,2.862115,10.165901,4.164754,8.441544,3.128835,3.193788,5.202768,3.179695,4.724148,3.077231,3.370613,3.007999,3.018337,5.220608,4.413937,3.203717,4.289069,4.574823,3.024455,3.217908,3.185567,3.266041,3.203383,3.194155,3.255455,3.406571,3.330374,3.156579,3.045535,3.049992,3.052267,3.318454,3.229657,3.012768,3.241010,3.305457,2.889094,8.531600,4.602372,3.307528,3.128856,4.625867,4.608015,3.195700,2.933348,2.772482,4.176325,3.285318,4.579346,2.898602,4.316685,4.620890,2.947566,4.596940,3.223157,3.238448,3.262067,4.290008,3.286817,4.560596,4.578671,3.245449,4.575957,2.928171,4.393615,4.502661,4.565175,3.094263,4.544401,3.084767,3.190202,3.030530,2.964029,3.124283,3.117011,3.130764,3.118590,4.631527,3.240665,3.259619,4.289210,3.313597,3.247732,3.278221,3.227901,4.558004,4.560067,4.568817,4.649869,4.596905,3.234191,3.232281,2.961010,3.230763,3.104933,3.124763,3.221957,4.370987,3.234383,3.180111,4.120713,4.539754,4.128915
1,7.332298,5.759701,8.820708,7.194552,8.110587,8.684055,6.195228,5.952156,9.459862,3.756180,6.153639,7.310245,8.880802,5.458043,3.786070,5.712877,5.640225,9.004549,3.861401,5.886033,3.961276,5.677680,8.109948,5.614214,5.685026,5.965133,5.845841,5.656482,5.943303,5.927121,5.616013,6.066365,9.028674,6.107207,6.371884,5.379910,6.006970,5.536765,2.835896,5.176858,3.306168,5.175539,3.196204,5.356806,4.712161,2.831618,6.111532,5.640766,5.378280,3.211625,5.250080,3.154966,3.138252,4.551989,5.541589,5.330798,3.113162,3.167535,3.117614,3.114259,3.152421,3.179472,4.443482,3.192160,2.942464,4.817023,4.515796,2.851947,3.173326,3.170250,3.167008,3.155031,3.159148,3.165500,4.560815,3.169816,4.493303,3.149464,3.116632,3.164887,3.132948,3.152706,3.237351,3.095891,3.154085,3.158315,3.132754,3.162532,5.329528,3.167227,3.150585,4.477489,4.461123,3.201940,4.469337,3.151650,4.471936,3.164921,3.167239,4.468882,4.459174,3.127533,3.143747,3.150740,4.519860,3.167143,3.150546,3.156632,3.195180,4.470154,3.263577,3.223380,3.161927,3.207197,3.136686,3.084929,3.207937,3.000411,2.855523,2.978096,3.092550,4.458555,2.844411,4.568688,4.476771,4.087570,3.155090,4.447751,4.493790,4.507671,3.189719,2.849848,3.195991,3.173550,3.105520,4.507279,4.444769
2,6.319681,9.142309,6.149149,9.124718,3.923239,4.601684,7.844735,3.758423,5.907397,4.599161,5.153457,6.368263,5.473330,3.752925,6.006791,5.991799,6.608094,5.890093,5.238149,5.363302,5.553597,5.834900,4.371762,3.451491,3.701090,5.902186,4.592505,4.409334,5.280781,6.404812,4.434976,3.575509,6.603041,3.385891,5.200483,5.798209,5.959045,8.292057,5.819890,4.954308,4.280805,3.489529,5.626524,5.784816,5.841888,5.121235,5.813823,5.438840,5.780724,8.483845,4.379012,3.824295,4.134814,3.768322,3.066730,4.055612,3.473054,5.220355,3.511635,5.721027,4.387642,5.430500,4.362822,5.639775,5.456602,5.553780,5.561639,5.641061,3.164976,5.327509,5.615022,5.207115,3.316737,7.416892,3.142461,5.440551,5.589331,8.246664,4.500375,5.146167,3.145199,5.066740,3.190343,8.158560,4.177648,7.284220,8.440156,4.463985,4.203363,6.893940,8.020409,3.738112,4.464111,2.572546,5.028274,4.564614,3.780999,4.181228,2.344677,4.138739,4.413895,4.413220,4.178673,3.841598,4.074016,4.624382,2.608517,4.721733,4.060589,4.543333,4.506509,6.373516,4.278329,4.227872,4.532584,4.514833,4.503419,2.584181,2.456374,4.505957,4.514350,4.477208,4.374149,4.521098,4.322866,4.507446,4.508824,2.568971,4.368702,2.590045,2.592810,4.381005,2.604906,2.585814,2.590043,4.535768,2.573872
3,4.790226,5.817403,10.135095,10.325630,6.627261,6.159094,3.337810,10.013949,6.861586,5.308180,9.133886,3.009268,5.673194,7.991575,3.671738,3.710943,9.113821,9.306904,7.993729,4.642530,9.151543,4.033356,6.004068,4.425310,6.395022,8.985947,8.320145,4.397910,6.462117,4.719687,4.479288,9.039446,4.634990,4.242032,4.317422,8.139502,8.302416,3.955219,4.815013,6.505507,4.286228,5.579998,7.755926,5.682302,6.430425,2.682869,4.880918,2.634754,5.515664,2.635040,4.372196,3.698643,4.345369,4.571389,5.542849,5.727771,2.627459,6.260499,3.749539,2.677829,4.310708,3.752960,3.798839,2.677241,4.373151,2.658022,2.653256,4.346379,2.672640,2.611439,2.599525,2.624360,2.626704,2.634912,2.703320,3.753414,3.706401,2.620321,2.588031,4.336515,4.295720,4.351476,3.738015,3.830247,3.735033,2.620702,3.726699,3.627182,2.633753,4.298306,1.414525,4.582129,6.197449,2.596501,3.760961,2.624860,3.743664,2.642904,3.717473,3.408948,3.720845,3.840772,3.853474,3.713695,3.759109,2.620990,2.609682,2.611654,2.587938,2.593465,2.622954,2.603324,2.621559,2.587876,2.617482,2.633811,2.616146,2.599802,2.600908,2.597014,2.606381,2.613258,2.338494,2.624977,2.643935,2.678652,2.672208,2.621211,2.649283,2.647700,2.647559,2.634467,2.647900,2.588537,3.767323,3.755340,3.816437
4,5.781288,3.224474,8.142433,9.195270,6.900419,8.446278,7.974221,4.634989,3.589881,3.478262,4.999236,5.502437,4.889644,9.275662,5.844989,4.551401,3.741774,3.429670,5.527796,5.522302,1.685282,8.179789,4.994142,6.078177,3.569492,8.234838,3.376785,5.662855,3.690839,5.669376,3.590757,3.651028,5.757610,2.720336,5.579500,3.073520,5.464832,3.777391,5.430194,3.850463,1.021363,2.437924,4.657352,5.161486,3.539110,3.533193,5.676068,8.958799,3.142974,5.453030,3.727821,3.482786,5.179584,3.565417,3.723590,5.503389,8.203376,5.284058,3.831456,3.376425,3.739325,5.224698,3.797548,5.327607,2.709399,1.771163,3.481604,3.292066,1.849692,2.545164,1.808475,3.850777,3.451330,3.519177,2.577344,3.564922,3.148498,3.712937,3.457316,3.589449,3.593491,3.477056,3.374539,3.705402,5.569416,5.459355,5.352363,7.692472,5.726820,3.598220,3.654400,3.870907,4.990133,5.248465,3.580409,5.341383,3.572618,5.516655,3.562544,3.543665,3.551719,3.535054,3.611251,3.596677,3.594217,3.395226,3.462233,3.434778,3.493393,3.540740,3.654025,3.481765,3.499645,5.172585,3.478979,5.393715,3.586134,3.616482,5.320506,3.470818,5.066672,3.527663,5.345414,3.574211,5.538923,5.535556,3.594341,3.596283,5.292860,5.264638,5.253914,3.572950,5.276280,5.258625,3.591139,5.323710,3.562432
5,9.097902,9.463729,7.976761,10.680017,8.738204,3.968551,11.230404,4.465018,3.585518,8.925531,4.736643,9.314574,4.540255,4.328900,5.219954,3.262201,3.507665,2.551387,7.573755,7.260398,4.722952,4.336600,3.892568,4.099523,4.169146,3.651476,4.292969,2.275575,3.827068,3.785213,4.491484,3.875345,3.571200,4.258474,4.613493,3.980961,4.605102,4.087242,4.273238,4.172950,3.859760,3.404335,4.811727,4.185454,3.573107,4.189802,4.372217,3.483966,4.192220,3.669603,4.448970,3.309682,4.443473,2.387933,7.512233,3.968348,3.923128,3.796257,2.379570,4.064479,3.440187,4.186304,3.497655,1.896991,2.488637,4.162774,2.276566,4.075797,2.261531,4.197625,3.783957,2.199442,2.633252,4.138459,2.309454,2.311215,2.384821,2.120994,2.179101,2.211182,3.695398,2.641698,2.334486,2.414723,1.617577,1.862466,1.594149,2.478013,1.837930,2.454708,1.868355,1.830019,2.644484,2.445809,2.344872,2.250207,2.121965,2.172451,2.477189,2.661597,1.840586,2.019665,2.033862,2.368508,2.377744,2.218268,2.578407,2.545640,2.343554,2.339389,2.503918,2.524861,2.284925,2.450211,2.489958,2.072206,2.337426,2.369342,2.288500,2.304185,2.045741,2.313270,2.541572,2.315192,2.166587,2.450646,2.476811,2.466786,2.348337,2.281558,2.434739,2.164487,2.464300,2.161105,1.938609,2.411213,2.032044
6,2.999778,6.538430,10.081194,3.233975,9.249907,6.234160,4.573786,7.935063,7.869220,3.777435,7.425043,7.733283,5.026541,6.702995,4.170780,2.417347,7.707306,9.756163,5.280472,7.850699,3.380612,4.694456,4.085500,4.413117,4.499880,1.840325,7.781550,7.171087,4.524158,4.468852,4.121589,4.430062,4.767054,7.146344,2.838313,2.198916,4.553378,7.344904,4.847503,3.974126,3.863545,4.029609,2.680034,4.434828,3.477708,4.625896,3.904564,4.378224,3.982399,4.055934,4.002428,2.526137,4.162033,4.048006,3.724472,3.975715,2.288594,3.931876,3.937417,4.043514,4.269982,2.458338,2.505992,4.114572,3.655214,4.300698,3.980505,3.731357,2.485389,2.302148,2.582827,2.473760,2.401231,2.607363,2.477435,2.378930,2.281598,2.517118,2.578393,2.475930,2.458064,2.595089,2.491070,2.312168,2.315152,2.290768,2.468241,2.460482,2.461030,2.476536,2.275967,2.315038,2.528742,2.617554,2.459272,2.551299,2.459340,2.451976,2.447183,2.570076,2.377938,2.458357,2.472141,2.487301,2.481798,2.459636,2.441014,2.421220,2.393353,2.458843,2.455585,2.468722,2.448001,2.469124,2.438850,2.457062,2.457776,2.464965,2.476346,2.498490,2.465313,2.476795,2.481710,2.446076,2.462806,2.449780,2.468632,2.452736,2.445497,2.459869,2.468213,2.459807,2.474581,2.464576,2.282701,2.558767,2.516553
7,6.105352,7.684093,5.065087,10.577102,4.844985,5.621781,9.420379,5.790014,2.709308,8.524040,3.193934,6.026662,5.505976,5.166411,5.945183,5.247720,3.183579,5.491415,5.418687,5.676983,5.094338,8.254645,4.514205,2.949736,5.594658,5.067820,4.349729,5.954440,5.706210,4.547377,6.285487,8.980674,3.361701,3.384285,5.905925,6.040138,5.547877,4.589753,4.449966,4.955865,2.601857,6.236115,8.151987,4.615909,5.518691,2.621776,4.542654,4.537108,3.226976,5.313985,3.250898,4.582743,3.253393,5.507731,3.197921,5.035890,3.128212,1.767676,4.456051,3.105482,3.426756,2.579814,4.303694,2.216511,2.403250,4.343615,2.453747,2.578485,2.323037,2.636101,2.565253,4.418687,4.287696,4.272116,2.551659,4.433976,2.541030,2.544521,2.587300,2.500509,2.191210,2.592510,2.515180,2.520985,2.575648,2.583796,2.325560,2.516257,2.640458,2.570518,2.586251,1.699671,1.699487,2.594030,1.700618,1.717078,1.732332,1.739760,1.785205,1.749781,1.847928,1.761209,1.711891,1.710399,1.699844,1.666649,1.716923,1.703053,1.732327,1.742826,1.752754,1.698897,1.695113,1.735079,1.776918,1.686105,1.689709,1.699571,1.717715,1.700290,1.781111,1.835405,1.705693,1.510901,1.710557,1.690797,1.736834,1.732965,1.782370,1.772635,1.431039,1.777377,1.803504,1.708516,1.827627,1.744029,1.719357
8,11.006130,7.033698,7.986320,8.728544,5.783318,10.334753,8.331409,9.721751,10.554521,7.076221,9.612045,7.749518,5.689147,7.862286,7.713747,8.136945,8.131457,3.708143,3.969732,5.024565,5.702842,7.639423,4.181576,5.369385,5.522681,9.235351,8.334859,5.770342,8.589996,7.959564,9.031871,5.386984,5.746923,8.353177,7.832160,7.481213,8.295152,4.342960,4.462409,7.657131,4.282672,7.370750,2.827790,5.494198,3.822522,9.072164,7.105601,8.439264,2.303459,3.397699,4.553449,6.717713,3.982679,6.806470,4.455858,4.483228,4.472701,4.103930,4.108177,2.298935,4.266834,4.320051,2.376664,4.133230,4.319924,4.183191,4.304745,4.440200,4.082192,4.155936,4.433735,4.302438,4.312609,4.505908,4.150259,4.033053,4.333107,3.895568,4.583455,4.351368,4.484920,4.666848,4.481122,4.352494,4.601730,4.488073,4.087483,4.031035,4.358082,4.272567,4.275022,4.365484,4.022747,4.284610,4.275366,4.324365,4.264649,4.320613,4.507752,4.377877,4.320052,2.560920,2.314512,4.045007,2.324514,2.503337,4.197917,2.494315,2.294675,3.959993,2.270717,2.324170,2.236989,2.503442,2.305900,4.293624,2.504786,2.505282,2.489387,2.503842,2.346538,2.608729,2.480872,4.380656,2.438846,2.461818,2.533275,2.513086,2.492348,2.486508,2.502723,2.544187,2.474217,2.571023,2.210427,2.500498,2.529538
9,6.117663,4.408337,4.930412,5.579119,10.262720,9.109097,8.876631,8.519041,8.575404,5.491134,4.616934,5.227840,8.289025,7.819715,4.217197,4.246416,5.714881,8.125450,3.628588,9.681930,7.932374,4.288818,3.677869,7.243468,4.507163,7.984757,4.078332,2.413119,2.602468,2.232168,6.311362,3.905952,4.206469,2.052075,3.902277,2.298805,2.609232,2.490220,2.577060,2.594900,2.307852,2.356430,2.348245,2.315183,2.662711,2.302783,2.304910,2.293021,2.365922,2.320363,2.304710,2.307748,2.253947,2.255999,2.244104,2.218448,2.306775,2.367835,2.228944,2.199979,2.197382,2.347968,2.347663,2.358774,2.320944,2.246070,2.184844,2.339836,2.304818,2.321553,2.415944,2.650125,2.458288,2.331270,2.344678,2.358223,2.453000,2.075916,2.612821,2.304445,3.799457,2.396538,2.235796,2.311858,2.538394,2.240704,2.324757,2.320567,2.310154,2.309994,2.320859,2.340333,2.323265,2.350423,2.405715,2.343172,2.266879,2.373508,2.511285,2.337553,2.304213,2.435250,2.368518,2.248481,2.296139,2.325634,2.299726,2.091173,2.332281,2.243163,2.393009,2.155060,2.364557,2.334897,2.318835,2.408083,2.362975,2.302910,2.327629,2.318287,2.361670,2.314267,2.280833,2.332825,2.321805,2.344788,2.299096,2.485211,2.313094,2.312089,2.287858,2.338118,2.332047,2.325043,2.300148,2.339619,2.197151
