Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
cluster,1,14,104_7_87_36_69_42_21_79_73_123,58.309786
cluster,1,15,110_0_94_26_62_47_16_82_78_127,57.298178
cluster,1,16,99_13_93_31_65_45_17_81_77_120,63.355342
cluster,1,17,112_2_94_27_59_44_16_80_76_125,62.792490
cluster,1,18,108_15_92_28_60_46_16_79_78_124,58.940273
cluster,1,19,111_14_91_30_61_45_16_79_78_126,58.410424
cluster,1,20,95_0_94_32_51_44_18_83_78_116,57.770089
cluster,1,21,111_4_93_28_50_48_16_84_77_127,61.418575
cluster,1,22,96_10_94_29_63_45_16_80_78_127,62.796676
cluster,1,23,109_1_92_30_58_43_16_79_78_125,58.263648
cluster,1,24,110_0_90_29_60_44_17_80_78_122,57.729063
cluster,1,25,112_11_93_25_52_44_16_79_78_126,58.556338
cluster,1,26,110_12_92_27_61_45_16_79_77_127,56.153600
cluster,1,27,111_0_93_28_53_44_16_79_78_124,59.060911
cluster,1,28,109_0_91_27_59_44_16_79_78_125,59.220688
cluster,1,29,113_0_93_28_60_45_16_79_78_124,59.979368
cluster,1,30,107_9_93_28_61_44_16_79_78_119,59.317100
cluster,1,31,101_15_92_27_49_44_16_79_78_126,57.975995
cluster,1,32,109_14_93_29_62_46_16_80_78_123,60.154099
cluster,1,33,102_15_94_26_49_45_16_79_77_127,58.414442
cluster,1,34,109_1_94_27_57_43_16_79_78_121,58.331479
cluster,1,35,108_15_93_28_51_44_16_79_78_123,58.144848
cluster,1,36,109_0_94_28_61_45_16_79_78_122,58.968571
cluster,1,37,110_14_93_24_50_44_16_79_78_124,56.388342
cluster,1,38,109_15_89_26_60_44_16_79_78_123,56.944825
cluster,1,39,109_15_92_25_68_44_16_79_78_124,58.433232
cluster,1,40,110_0_91_23_67_44_17_79_78_127,56.367446
cluster,1,41,109_13_94_22_64_43_20_79_70_122,58.529243
cluster,1,42,100_14_94_24_60_44_19_79_78_127,56.598923
cluster,1,43,110_13_94_23_60_44_21_79_78_125,56.233899
cluster,1,44,109_0_93_22_52_45_20_79_78_127,58.683726
cluster,1,45,109_15_94_23_59_44_21_79_78_121,58.083269
cluster,1,46,110_12_90_22_50_45_21_80_78_122,57.560355
cluster,1,47,109_14_93_24_51_44_21_79_78_123,57.557234
cluster,1,48,110_15_92_23_49_44_19_79_78_121,55.956797
cluster,1,49,108_14_93_24_61_44_21_81_78_122,63.260583
cluster,1,50,110_15_92_23_51_44_21_80_78_127,57.259436
cluster,1,51,109_15_93_24_60_45_21_80_78_127,61.536226
cluster,1,52,110_14_94_23_61_44_20_79_78_127,56.223517
cluster,1,53,110_15_94_25_66_44_21_79_78_127,56.288470
cluster,1,54,109_15_88_24_68_44_21_79_78_127,58.297450
cluster,1,55,110_15_91_24_69_44_21_79_78_127,56.274377
cluster,1,56,110_14_94_25_67_45_18_80_78_127,57.818830
cluster,1,57,110_15_94_23_68_46_17_79_78_127,56.171913
cluster,1,58,110_3_93_24_49_45_21_79_78_122,56.465295
cluster,1,59,110_13_93_23_50_45_21_79_78_126,56.102680
cluster,1,60,110_15_92_25_69_45_17_79_78_127,56.113019
cluster,1,61,109_11_94_22_68_44_20_79_78_127,58.315290
cluster,1,62,110_12_94_24_69_44_18_80_78_127,57.508619
cluster,1,63,110_13_93_24_49_44_21_79_78_127,56.298399
cluster,1,64,110_14_94_24_49_47_17_80_78_126,57.383751
cluster,1,65,110_8_93_23_50_46_21_81_78_127,57.669505
cluster,1,66,110_1_92_25_49_44_21_79_78_127,56.119137
cluster,1,67,110_14_93_23_50_44_16_79_78_127,56.312589
cluster,1,68,110_14_94_24_49_45_21_79_78_127,56.280248
cluster,1,69,110_15_93_24_49_45_16_79_78_127,56.360722
cluster,1,70,110_15_94_25_49_46_16_79_78_127,56.298065
cluster,1,71,110_15_93_33_49_45_16_79_71_127,56.288836
cluster,1,72,110_15_94_32_50_45_16_79_78_125,56.350137
cluster,1,73,110_15_91_34_49_45_16_79_78_127,56.501252
cluster,1,74,110_15_93_31_50_44_16_79_78_127,56.425056
