Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150,Step_151,Step_152,Step_153,Step_154,Step_155,Step_156,Step_157,Step_158,Step_159,Step_160,Step_161,Step_162,Step_163,Step_164,Step_165,Step_166,Step_167,Step_168,Step_169,Step_170,Step_171,Step_172,Step_173,Step_174,Step_175,Step_176,Step_177,Step_178,Step_179,Step_180,Step_181,Step_182,Step_183,Step_184,Step_185,Step_186,Step_187,Step_188,Step_189,Step_190,Step_191,Step_192,Step_193,Step_194,Step_195,Step_196,Step_197,Step_198,Step_199,Step_200
0,0.970886,1.892956,0.048613,0.206537,0.213089,0.207343,0.128244,0.158062,0.217618,0.201532,0.208839,0.164362,0.166007,0.124677,0.096633,0.055476,-0.023133,-0.006294,0.010017,-0.000348,0.008368,0.004446,0.005654,0.013739,0.012963,0.003329,-0.003189,-0.010081,0.008860,-0.005851,-0.007161,0.002499,-0.008491,-0.001610,0.014616,-0.009796,-0.027427,-0.025974,-0.006848,0.014015,0.013963,-0.022952,0.009748,-0.013728,0.010915,-0.005063,0.021966,0.001900,0.001612,0.018662,0.014374,0.017850,0.011199,-0.004899,0.004986,0.000970,0.026733,0.000273,0.009529,0.010649,0.002570,0.012614,-0.008515,0.001677,-0.017215,0.005147,-0.024352,-0.006225,-0.002145,-0.003192,-0.009291,-0.008165,-0.001252,-0.012206,-0.020358,0.002634,-0.004290,0.022347,-0.003334,-0.007779,0.000173,-0.015934,-0.014956,-0.025939,-0.017283,-0.006400,-0.024713,0.011468,-0.017086,-0.004886,-0.008695,0.004811,-0.015321,-0.007871,-0.005188,-0.005235,0.002551,0.000743,0.013902,0.003915,-0.000704,-0.009599,-0.001861,-0.026628,-0.015143,-0.006591,0.002460,-0.013406,-0.001039,0.016232,0.022985,-0.004012,-0.021539,-0.028213,-0.040865,-0.022570,0.015895,0.001981,0.001399,0.022158,-0.002049,0.002273,0.022200,0.006127,-0.003526,0.007369,0.009585,0.010960,0.035297,0.018127,0.029264,0.009375,0.027724,0.017766,0.024148,0.025499,0.015254,0.022866,0.018657,0.025696,0.013212,-0.001699,0.009313,0.032258,0.028460,0.028475,0.011379,-0.012701,0.004061,0.005060,0.030145,0.005910,0.047825,0.033254,0.021801,0.019306,0.021682,-0.007820,-0.001352,0.016874,0.017022,0.001223,0.020046,-0.019868,-0.011235,0.008445,-0.000937,0.016124,0.015235,0.016013,-0.005372,0.016516,0.016723,0.028367,0.011759,0.008587,-0.001551,0.031083,-0.007729,0.021582,0.003921,0.017240,0.009315,-0.007957,0.015980,0.002059,0.025330,-0.016319,0.002792,0.007760,0.016696,0.025952,-0.000081,0.011725,0.001221,0.005294,0.021410,0.019355,0.009899,0.009717
1,0.650040,1.925918,0.174513,0.263700,0.260028,0.221023,0.243630,0.159515,0.239420,0.062249,0.138651,-0.007605,0.003016,-0.016972,-0.032328,-0.016451,0.094444,0.033553,0.060604,0.048988,0.067051,0.038254,0.055634,0.061218,0.058178,0.058980,0.046573,0.062270,-0.002105,-0.004250,0.086599,0.081947,0.090665,0.091895,-0.001359,-0.006764,-0.004459,-0.024594,-0.005172,0.003611,-0.011772,0.004269,-0.021428,-0.029524,0.007602,-0.002648,-0.003288,-0.018539,0.003055,-0.026109,-0.022494,-0.002298,-0.016986,-0.012939,-0.002371,-0.019663,0.004046,-0.015274,-0.012191,-0.021594,-0.004408,-0.003109,-0.009872,-0.034286,-0.026875,0.009483,-0.009212,-0.020565,-0.006198,-0.009706,-0.023267,-0.012148,-0.031284,-0.008719,0.012243,0.016327,-0.019710,-0.005187,-0.014305,-0.021937,-0.030194,-0.024727,-0.018827,-0.028922,-0.009439,-0.015962,-0.035103,-0.024068,-0.016582,-0.027298,-0.008868,-0.012584,-0.030016,-0.011597,-0.024389,-0.037370,0.011641,-0.009193,0.003613,0.019700,-0.017177,-0.009359,-0.011877,-0.000514,-0.011039,-0.015315,-0.007170,-0.016826,-0.024946,-0.024612,-0.001462,-0.021986,-0.014368,-0.004301,-0.012384,-0.010044,-0.003600,-0.002801,-0.030435,0.006172,-0.007523,0.000449,0.001673,-0.012691,-0.009726,-0.020881,0.005037,-0.018011,0.015577,-0.023221,-0.034901,0.009292,0.000738,-0.032557,-0.008871,0.002944,-0.002974,-0.042490,0.013550,-0.018248,-0.012843,-0.007186,-0.000273,-0.014921,-0.020086,-0.000350,-0.021528,-0.022754,-0.019316,-0.020213,-0.040289,-0.011092,-0.012715,-0.007400,-0.052725,-0.029142,-0.020560,-0.022076,-0.017861,-0.016445,-0.017231,-0.035790,-0.028193,-0.039132,-0.014212,-0.004278,-0.004620,-0.029161,-0.011369,-0.009808,-0.034128,-0.026189,-0.014243,-0.029904,-0.023569,-0.051902,-0.011712,-0.027223,-0.022621,-0.009995,-0.030624,-0.024890,-0.024558,-0.021782,-0.012734,-0.019556,-0.019725,-0.009266,-0.057980,-0.020985,-0.018969,-0.030160,-0.016374,-0.017303,-0.018287,-0.017305,-0.026483,-0.013214,-0.026713,-0.028202
2,0.700202,1.983888,0.065014,0.009276,-0.007562,0.022084,0.030900,-0.017490,-0.014231,-0.000426,-0.003400,0.004492,-0.007957,-0.011554,-0.034051,-0.005924,0.013165,-0.023893,-0.015476,-0.000876,0.019059,0.003102,0.013889,-0.012158,0.006346,-0.012530,0.036372,-0.014462,0.000917,-0.009010,-0.000842,0.000169,0.000640,-0.021349,0.020472,-0.013288,-0.002605,0.002170,-0.043829,-0.011591,0.020426,-0.000573,0.017399,-0.011118,0.009136,-0.006151,-0.002353,-0.011775,0.031206,-0.008115,-0.004717,-0.004226,-0.007222,-0.025030,-0.009813,-0.014773,-0.018033,0.008882,-0.002162,-0.005803,0.015360,-0.015627,-0.008416,-0.019780,-0.000528,-0.000444,-0.023768,-0.016193,-0.006507,-0.018530,0.009176,0.003387,-0.022344,-0.017578,-0.025481,-0.000950,-0.018655,0.018899,-0.012218,-0.005087,-0.024535,0.002793,-0.012926,0.021595,0.002735,0.005048,0.012824,-0.016196,-0.004543,0.003051,0.002625,-0.008068,-0.015246,0.005595,0.009405,-0.004485,-0.017811,-0.010648,0.007799,-0.008091,-0.007862,-0.000746,-0.011650,0.008463,-0.005490,-0.021753,0.015951,-0.010789,0.004288,-0.014284,0.013528,-0.007006,0.011582,-0.021393,0.016075,0.000014,0.010659,-0.003413,0.001722,0.000030,-0.001463,0.023748,-0.019006,-0.009647,-0.028074,-0.029987,-0.026370,-0.028816,-0.006715,-0.036880,-0.017392,-0.004791,-0.033236,-0.028146,-0.009707,-0.023540,-0.012471,0.001734,-0.007356,-0.017503,-0.017165,-0.029460,-0.020532,-0.017719,-0.025379,-0.030050,-0.023514,-0.041676,-0.024274,-0.013046,-0.016045,-0.003936,-0.014857,-0.022227,-0.043868,0.018449,-0.004044,-0.002238,0.001597,-0.018838,-0.018653,-0.016104,-0.013904,-0.002305,-0.003399,-0.036564,-0.018824,0.002677,-0.029117,-0.022581,-0.009031,-0.006637,-0.049996,-0.017772,-0.033093,-0.031953,-0.047064,0.007475,-0.019061,-0.018957,-0.024841,-0.021175,-0.018832,-0.012167,-0.030776,-0.008672,-0.030136,-0.016263,-0.009143,-0.027433,-0.000850,-0.014110,-0.007267,-0.044994,-0.027343,-0.036732,-0.020550,-0.006784,-0.017185,-0.009412
3,0.836897,0.894178,0.114259,0.207013,0.417632,0.407281,0.100196,0.197022,0.121672,0.115180,0.108878,0.105505,0.147834,0.036296,0.109581,0.145440,0.180496,0.056608,0.065610,0.077455,0.138749,0.126177,0.066125,0.085784,0.072256,0.067949,0.074995,0.063426,0.040042,0.029321,0.028398,0.042346,0.028194,0.051312,0.038562,0.028298,0.039984,0.041338,0.047255,0.048724,0.039097,0.023377,0.018349,0.026431,0.014901,0.043913,0.036711,0.005976,0.022043,0.033018,0.033626,0.026025,0.051789,0.026894,-0.014156,0.026263,-0.028541,-0.037324,-0.002380,-0.005544,0.010450,-0.004001,0.008987,-0.022444,-0.037965,0.003881,0.006872,-0.007437,0.019988,0.026470,-0.029198,0.019344,0.008915,-0.009835,0.016642,-0.008799,0.009213,-0.002759,-0.003782,-0.003637,-0.026895,-0.007837,0.057434,-0.001661,-0.017730,-0.006697,-0.010783,-0.002300,0.013276,0.004493,-0.009299,-0.023930,0.009356,0.004337,-0.017637,0.003517,-0.001520,-0.002999,0.004362,0.011128,-0.026427,0.018392,-0.017231,-0.005301,-0.017758,0.003945,-0.007347,-0.040554,-0.007365,-0.000577,-0.024343,-0.010305,-0.043310,0.001427,-0.026074,0.005275,-0.007680,-0.008158,0.000512,-0.008901,0.010786,-0.011235,-0.000381,-0.005999,-0.006849,-0.010140,0.010276,-0.030213,0.005235,-0.026422,-0.007765,-0.000590,-0.025927,-0.024579,-0.022549,-0.007242,0.025884,0.000051,0.002876,-0.005216,0.000529,-0.009649,-0.019736,0.000354,-0.008847,-0.013625,-0.004769,0.010946,-0.017596,0.022629,-0.014084,0.004194,-0.020226,-0.015418,-0.018489,-0.003195,-0.010307,-0.011273,0.025985,-0.015792,-0.002354,0.007063,-0.032735,0.005632,-0.000712,-0.003088,-0.022946,-0.001210,-0.009192,-0.002955,0.007629,0.005965,0.012745,-0.031933,-0.005853,0.011126,-0.000586,0.011768,-0.021541,-0.018005,0.005552,-0.005025,-0.002886,0.019406,-0.033839,0.011624,-0.001252,-0.024593,-0.015637,0.004611,-0.015634,-0.002441,-0.011039,0.013822,-0.000512,-0.011265,-0.023994,0.002022,0.002338,-0.005245
4,0.928305,0.959792,0.130034,0.144292,0.027600,0.014040,0.009012,0.014318,-0.048310,-0.041883,-0.026484,0.044567,-0.002280,-0.003137,-0.012434,-0.017661,-0.037248,-0.019861,-0.036010,-0.026583,-0.030340,-0.029289,-0.029800,-0.051900,-0.013143,-0.021403,-0.020814,-0.009273,0.004850,-0.026955,-0.012123,-0.022801,-0.031169,-0.028542,0.006336,-0.005125,-0.033425,-0.055995,-0.030758,-0.041365,-0.021214,-0.047336,-0.015754,-0.015780,-0.018395,-0.021929,-0.003582,-0.015932,-0.013476,-0.036058,-0.038435,-0.040940,-0.021361,-0.033337,0.000647,-0.027458,-0.041484,-0.031792,-0.040494,-0.052247,-0.062908,-0.014630,-0.032310,-0.032194,-0.063707,-0.040591,-0.037910,-0.055545,-0.050510,-0.051307,-0.044166,-0.025903,-0.010816,-0.022969,-0.044342,-0.022953,-0.034199,-0.043485,-0.059932,-0.053360,-0.051409,-0.059106,-0.052486,-0.063006,-0.061593,-0.012301,-0.065762,-0.052556,-0.052414,-0.061409,-0.050492,-0.058643,-0.011140,-0.011394,-0.054275,-0.019451,-0.027804,-0.020716,-0.026186,-0.022615,-0.039890,-0.062611,-0.068144,-0.039853,-0.041602,-0.019086,-0.015520,-0.034689,-0.014390,-0.024692,-0.041110,-0.054984,-0.024085,-0.049748,-0.053823,-0.031190,-0.031637,-0.034405,-0.035835,-0.021127,-0.011836,-0.063804,-0.033522,-0.025144,-0.027224,-0.032555,-0.051935,-0.005581,-0.003675,-0.021975,-0.019984,-0.035513,-0.002964,-0.051085,-0.034542,-0.025782,-0.047580,-0.025987,-0.005762,-0.025424,-0.039368,-0.032610,-0.025444,-0.019578,-0.011494,-0.052719,-0.062589,-0.038202,-0.033863,-0.045717,-0.008511,-0.011809,-0.034682,-0.050076,-0.036529,-0.027799,-0.040789,-0.026615,-0.027480,-0.026472,-0.036172,-0.075884,-0.009543,-0.068844,-0.069221,-0.034719,-0.043189,-0.051559,-0.038858,-0.025496,-0.049168,-0.058306,-0.059116,-0.037718,-0.036495,-0.046962,-0.047144,-0.062150,-0.029784,-0.043910,-0.071351,-0.056833,-0.050103,-0.037872,-0.045513,-0.038508,-0.043139,-0.030843,-0.042797,-0.049530,-0.036670,-0.047645,-0.048975,-0.046184,-0.038787,-0.058635,-0.049741,-0.035085,-0.037329,-0.051569
5,0.753007,1.906839,0.131230,0.121156,0.011937,0.019662,0.044199,0.161697,-0.024592,0.013994,0.008900,0.022960,-0.013191,0.160581,-0.001964,0.011453,-0.003680,0.020871,0.039623,0.013163,0.039561,0.040472,0.006303,0.030204,0.019817,0.014977,0.031041,0.017315,0.003857,0.012706,0.012755,0.024253,-0.010919,0.004934,0.016808,0.017451,0.009221,-0.016299,0.012813,0.013335,0.009389,0.011915,0.004653,0.001997,0.025915,-0.002726,0.018750,-0.005320,0.009456,-0.007907,-0.004157,0.012863,0.000410,0.013289,-0.016947,-0.001151,-0.021721,-0.006350,0.023377,0.011168,0.009142,-0.014904,0.040161,0.008305,0.015877,0.003321,0.003418,0.042299,-0.003818,0.019995,0.000932,0.019283,0.025369,-0.001718,0.012588,0.020016,-0.003926,0.002568,0.025017,0.006817,0.002852,0.034261,0.018880,0.012649,0.003177,-0.008032,0.010229,0.002996,0.020468,0.030650,0.025398,0.011616,0.015656,0.009642,0.018376,0.004719,-0.015770,-0.005686,0.005417,-0.000633,0.029655,0.009618,0.002922,-0.020173,-0.014874,-0.007342,-0.006350,-0.008688,-0.016839,-0.023966,-0.020883,0.009595,0.000308,0.005433,-0.000027,0.003714,-0.021829,-0.017046,-0.011170,-0.015923,-0.013260,-0.024790,0.006111,0.001969,-0.000210,0.010115,0.004619,-0.003100,0.015187,0.005720,-0.002510,0.002031,0.026884,-0.009217,0.006140,0.009891,0.023878,-0.006467,0.019920,0.035376,0.005209,0.030841,0.020375,-0.001540,-0.007038,0.002482,0.022439,-0.006770,0.014142,0.018609,0.020603,0.015993,0.018013,0.015096,-0.001700,0.003831,0.009591,0.021986,0.012139,0.005178,0.005259,0.002709,0.010497,-0.000064,0.003913,0.024045,-0.003955,0.027624,0.026827,-0.006915,0.024017,-0.008288,0.008888,0.009113,0.009474,-0.002536,-0.023999,-0.022964,-0.015559,0.000016,0.009088,-0.004880,-0.006639,0.007181,0.006258,0.009694,-0.017481,0.002424,0.002706,0.011246,0.034093,0.005776,-0.018115,0.007132,0.015151,0.011850,-0.019602,0.023890,0.008771,0.004413
6,0.817765,0.324938,0.071332,0.244344,0.220387,0.081530,0.072586,0.071305,0.080283,0.024289,0.015764,0.045424,0.010557,0.018503,0.051222,0.031054,0.069807,0.088360,0.089658,0.052538,0.062626,0.009003,0.026232,0.017228,0.022055,0.028619,0.042055,0.049722,0.037574,0.039970,0.021542,0.026419,0.018784,0.032081,0.034309,0.031888,0.023574,0.029828,0.031218,0.020724,0.014686,0.021096,0.030816,0.018069,0.014652,0.025343,0.028753,0.051797,0.035153,0.010723,0.012391,0.019578,0.032005,0.031286,0.009741,0.011548,0.031589,-0.007747,-0.001787,-0.000582,0.002755,0.025646,0.045191,0.027214,0.018810,0.044631,-0.002486,0.046316,0.019923,0.007432,0.048522,0.016932,0.025181,0.000804,-0.005636,-0.004756,-0.002399,-0.003889,0.010832,-0.010612,-0.000623,-0.011976,0.016332,-0.018096,0.016323,0.015428,-0.009967,0.000202,-0.016204,0.002839,-0.005745,0.023054,-0.005995,-0.007719,-0.002645,-0.015237,0.012247,0.004106,-0.010299,0.001689,0.010828,0.010576,0.003446,-0.017153,0.008939,0.016006,0.004479,-0.018330,0.023326,0.000683,0.015141,0.013014,0.019082,0.022037,0.010013,0.012136,0.002575,0.010982,0.013205,0.017012,-0.008494,0.010590,-0.003201,-0.008286,0.010112,0.001062,0.020355,0.004848,0.001732,0.004636,0.019911,-0.006959,-0.018680,-0.009252,0.010993,0.003809,0.021209,-0.010936,0.008449,0.020853,0.027656,0.011105,0.025896,0.013818,0.017180,0.010075,0.006232,0.021580,0.013323,0.014712,-0.009031,-0.013054,-0.006787,0.025786,-0.000942,0.007098,0.027413,0.021686,0.011567,-0.010538,0.000608,0.001376,0.016669,0.009916,0.012258,0.015322,0.001351,0.019220,0.010175,-0.000062,-0.006711,0.011957,0.000584,0.019028,0.010141,0.013993,-0.016036,-0.019243,-0.003331,-0.002930,0.023617,0.020310,0.017935,0.026454,0.007282,-0.009646,-0.003658,-0.019405,0.022221,0.000593,-0.012246,0.006586,-0.012478,0.010300,0.013273,0.016776,-0.010388,0.004208,-0.013174,0.016492
7,0.701625,1.873584,0.173209,0.111296,0.054062,0.030130,0.033975,0.057590,0.661159,0.034015,0.030010,0.055648,0.056008,0.052150,0.033892,0.027660,0.028654,0.044075,0.021643,0.048189,0.004171,0.030472,0.009820,0.033438,-0.000286,0.023049,0.017088,0.016486,0.033585,0.003083,0.007343,0.017016,0.020021,0.012024,0.039990,0.042701,0.018019,0.040221,0.025118,0.012410,0.029601,0.002693,0.051630,0.037102,0.036681,0.035509,0.036650,0.043233,0.038902,0.058487,0.045010,0.035275,0.044404,0.006803,0.042333,0.038628,0.028558,0.021674,0.034965,0.019406,-0.003790,0.008221,-0.008369,0.015533,0.014078,0.015570,0.007873,0.017471,0.023904,0.008878,0.034812,0.011982,0.008580,-0.003186,0.027696,0.012593,-0.009960,-0.008037,0.005225,0.003512,0.018328,0.008216,0.035107,-0.000908,0.024596,0.010154,0.037585,0.012095,0.034023,0.030625,0.026315,0.004864,0.021541,0.010630,0.000596,0.034245,0.033006,0.012211,0.013156,0.006321,0.012089,0.015468,0.020801,0.003758,0.002389,0.006100,0.020072,0.035912,0.014702,0.021806,0.029800,0.019973,0.036237,0.019988,0.010197,-0.000693,0.010003,0.016863,0.037965,0.033906,0.019262,0.036980,0.019016,0.006715,0.030243,0.028637,0.030945,0.012435,0.023987,0.030990,0.010963,0.048382,0.010944,0.006548,0.019876,0.012374,0.004854,0.019449,0.004422,0.005762,0.026585,0.023189,0.005332,0.026009,0.016269,0.030060,0.005136,0.020327,0.008971,0.000243,0.013526,0.002335,0.036525,0.016675,0.016809,0.031841,0.009766,0.020951,-0.004220,0.013417,0.034765,0.009540,0.031330,-0.000667,0.011129,0.003555,0.025103,0.017380,0.015334,0.004360,0.020543,0.024912,0.027897,0.016745,-0.000516,0.033277,0.001442,0.000233,0.011351,0.010702,0.000817,0.016298,0.028095,0.035626,0.022747,0.016666,0.013327,0.012523,0.007443,0.010736,-0.000921,0.013481,0.005709,0.015785,-0.002953,0.012919,0.001470,0.017064,0.026935,0.025083
8,0.813488,0.297418,0.230811,0.273574,0.059321,0.046674,0.027798,0.020982,0.239799,0.045537,0.073956,0.059281,0.032375,0.038430,0.028260,0.031224,0.019809,0.023467,0.030316,0.001641,0.020584,0.036410,0.008617,0.034196,-0.000491,0.014188,0.031771,0.016761,0.037914,0.001660,0.042034,0.010403,0.034043,0.043402,0.031759,0.032002,0.009991,0.017675,0.037801,0.035156,0.053739,0.028985,0.031997,0.057372,0.033100,0.008926,0.006770,0.009176,0.021776,0.018679,0.029790,0.011248,0.064799,0.049123,0.066428,0.011552,0.029590,0.024348,0.037394,0.028581,0.013907,0.029621,0.047967,0.020992,0.034112,0.019693,0.042673,0.041485,0.046179,0.016906,0.019193,0.015145,0.030500,0.031005,0.024551,-0.001728,0.029674,0.036091,0.016683,0.030172,0.026710,0.037384,0.016865,0.044693,0.018237,0.019998,0.043786,0.030187,0.028586,0.039449,0.026256,0.033549,0.007207,0.004515,0.018809,0.015421,-0.003207,-0.004247,0.015689,0.012936,0.020617,-0.000733,0.020772,0.021331,0.024713,0.004322,-0.012419,-0.008924,-0.007745,0.010067,0.028808,0.019191,0.000594,0.020931,0.003411,0.011930,0.016184,0.029248,-0.003748,0.003905,0.029255,0.009252,0.039870,-0.006730,-0.001993,0.028220,0.010039,0.022513,0.028856,-0.002388,0.021378,0.029830,-0.006035,-0.002239,0.035349,0.016511,0.012611,0.012927,0.009467,0.014949,0.029383,-0.010133,0.017446,-0.005390,-0.009604,0.004246,0.011878,0.006942,0.008074,-0.002574,-0.001918,0.011989,-0.000493,-0.000882,0.022907,-0.005729,-0.003360,0.007290,0.022647,0.024441,0.002987,-0.004857,0.006709,0.009664,-0.010019,0.013616,0.033322,-0.016435,-0.022168,0.020136,-0.001600,0.017027,0.008095,0.029703,0.008097,0.002077,0.004083,0.025306,0.006780,0.022798,0.006067,-0.000992,-0.006898,0.000585,0.013169,-0.005076,-0.011703,-0.006208,0.010854,0.020644,-0.005943,0.000691,-0.003707,-0.001321,-0.000349,0.014987,-0.003859,0.010313,0.035294,0.025053
9,0.899720,1.888608,0.190794,0.083661,0.221613,0.238475,0.219340,0.230487,0.052677,0.120658,0.147869,0.164872,0.197063,0.084126,0.075413,0.029093,0.100033,0.097407,0.023664,0.026667,0.015794,0.175215,0.101536,0.079247,0.100496,0.036409,0.024037,0.021062,0.083213,0.022188,0.068791,0.054664,0.028444,0.033915,0.101257,0.104052,0.035979,0.028440,0.032811,0.040598,0.029933,0.023822,0.021721,0.029147,0.039870,0.022068,-0.007581,-0.001913,-0.019663,0.011909,-0.019774,-0.002491,-0.011039,-0.037413,-0.007346,0.000340,-0.004478,0.018330,0.004132,-0.002784,0.014910,0.010820,-0.022922,-0.001225,-0.013485,0.001931,-0.011718,0.015697,-0.003263,0.010749,-0.015090,0.007281,0.001594,-0.029633,0.000874,-0.004242,-0.010210,-0.016295,-0.019072,-0.007471,-0.000535,-0.031573,0.015621,0.016224,0.022802,0.015570,-0.000199,-0.001762,0.010135,0.005897,-0.014936,0.012773,-0.015811,0.006438,-0.016091,-0.008569,-0.016161,0.011833,-0.006094,0.020442,-0.003737,-0.001876,-0.004946,0.014245,0.013103,0.006771,0.009571,-0.007600,-0.010915,-0.004972,0.005251,0.000692,-0.001535,-0.025683,-0.012588,0.008096,-0.013776,-0.012560,0.003639,-0.012271,-0.033305,-0.010579,-0.022370,0.009839,-0.003941,0.018846,0.006939,-0.005313,0.007586,0.001999,0.007629,0.005753,-0.018656,-0.021995,-0.023011,0.001475,0.010416,0.001129,0.003000,0.003422,-0.019893,-0.005034,0.024022,0.026529,0.028547,0.000278,0.012590,0.004212,0.038609,0.012256,0.016724,0.025345,0.029668,0.006939,0.004357,0.009260,0.040368,0.008745,0.041973,0.010713,-0.008948,0.011255,0.022359,0.014648,0.014542,0.015371,0.020037,0.012789,-0.005780,0.052160,0.016089,0.006686,-0.000362,0.015239,0.035699,0.025619,0.004932,-0.000563,-0.001792,0.043537,0.022687,0.008271,0.022167,0.037288,0.015438,-0.000581,0.025607,0.008620,0.023082,0.016768,0.025017,0.008947,0.017303,0.036843,0.013691,0.004480,0.027517,-0.016496,0.004821,0.004110
