Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150,Step_151,Step_152,Step_153,Step_154,Step_155,Step_156,Step_157,Step_158,Step_159,Step_160,Step_161,Step_162,Step_163,Step_164,Step_165,Step_166,Step_167,Step_168,Step_169,Step_170,Step_171,Step_172,Step_173,Step_174,Step_175,Step_176,Step_177,Step_178,Step_179,Step_180,Step_181,Step_182,Step_183,Step_184,Step_185,Step_186,Step_187,Step_188,Step_189,Step_190,Step_191,Step_192,Step_193,Step_194,Step_195,Step_196,Step_197,Step_198,Step_199,Step_200
0,2.967091,0.805531,0.833103,1.345741,0.215385,1.188740,1.040105,1.633748,1.015835,1.522452,0.619508,1.889029,1.338387,1.317931,1.044643,1.557735,1.143683,1.611211,1.063982,1.201171,1.875727,1.671397,2.259291,1.809611,1.589135,1.499948,1.935321,1.232331,1.142159,1.458134,1.093594,0.961291,1.404072,0.396291,0.430784,1.008904,1.190009,1.468325,1.718560,1.103590,0.195805,0.719857,0.731436,1.226905,1.018567,0.781887,1.783626,0.416887,0.425930,0.999228,0.819529,0.687810,0.972015,1.117901,0.175175,0.680795,0.884096,0.952459,1.883421,0.846145,0.892560,0.956882,0.913911,1.011570,0.809802,0.441016,0.713174,0.350849,0.869351,0.695639,0.799037,0.445911,0.566099,0.613427,0.492003,0.829431,0.498998,0.756787,0.567594,0.527130,0.906408,0.809530,0.807074,0.307272,0.991299,0.716970,0.249213,1.020129,0.614176,0.965211,0.879328,0.830999,1.228584,0.719499,1.257793,0.573274,0.751801,0.542882,0.710592,0.744275,0.463550,0.390173,0.403903,0.976845,0.214242,0.669916,0.813128,0.813233,0.707004,0.520118,0.605818,0.809867,0.109983,0.755141,0.233177,0.347103,0.297559,0.022603,0.449004,0.849840,0.390923,0.776919,0.593703,0.269441,1.471698,0.760222,-0.219032,0.946997,1.113694,0.397068,0.231427,1.132982,0.493905,0.447379,0.872489,1.140779,0.454117,0.776875,0.863784,1.030263,0.830346,0.560496,0.842856,0.959105,0.831148,1.180454,0.450625,1.010199,1.180722,1.074691,0.127909,0.956670,0.662047,0.780366,0.393968,0.625637,0.521558,0.706468,0.892856,0.674529,0.322424,0.536341,0.481686,0.166256,0.299964,0.645171,0.463650,0.226878,0.977040,0.811493,0.537808,0.572371,0.533887,0.208724,0.642016,0.757371,0.832933,0.962422,0.224357,0.359542,0.598736,0.432539,0.378116,0.530532,0.008708,-0.264219,0.817501,0.473439,0.462246,0.330288,0.448256,0.459051,1.126433,0.593947,0.243696,1.252468,0.154099,0.051944,0.345749,0.305270
1,1.467202,0.835772,1.389163,1.700510,1.214556,1.704763,0.743946,1.583871,1.879967,1.347612,1.603454,1.368603,1.151119,1.399165,0.898111,0.568422,1.558791,0.912159,1.287183,0.776291,0.717185,1.053083,1.615742,3.876705,1.451693,0.941037,1.035556,1.007152,1.189803,0.635200,1.436461,0.804495,0.505051,0.964243,1.442455,0.861715,1.491529,0.854192,0.639808,0.754481,1.141784,0.861868,0.687883,0.547105,0.480719,1.468958,1.193554,1.278554,0.607145,0.476292,0.575511,1.449333,1.016842,0.705251,0.932542,0.416373,1.705024,0.591540,1.393716,0.650503,1.076678,1.368764,1.554661,1.401593,0.451049,0.511435,0.412653,0.230525,0.467078,1.264924,0.714391,0.638181,0.624332,1.067485,0.853473,1.435370,1.173349,0.714931,0.769326,0.450980,1.397268,1.009824,0.597481,1.428113,0.626277,0.292218,0.912278,0.419686,1.089336,1.184069,0.829025,0.210976,0.537879,0.845130,0.619962,0.716212,1.204166,0.750436,0.244338,1.121419,1.223798,0.509731,0.301698,0.440477,1.253014,0.683779,1.323241,0.050532,0.384562,0.664379,0.710472,0.306746,0.400166,0.872573,0.491482,0.575734,0.635331,0.451116,1.090730,1.573729,1.213617,0.666366,0.449436,0.481427,1.084234,0.801073,1.145910,0.221682,0.869705,1.042428,0.288198,1.459460,0.855427,0.548839,0.805229,0.698303,0.673403,1.079137,1.295578,0.321722,0.767497,0.538870,0.923165,0.241947,0.860824,0.654692,0.874287,0.843850,1.258783,0.457993,0.130409,0.943159,0.260463,0.530795,1.309746,0.612647,0.417093,0.806145,0.257296,0.822842,0.443805,0.290928,0.371352,0.737014,0.480717,0.382051,0.975081,1.094150,0.737523,0.476732,0.515983,1.491364,1.011885,0.717549,1.028029,0.401437,0.487476,0.450949,0.995238,0.542592,0.521854,0.918769,0.637748,1.589195,0.833303,1.389403,0.778582,0.442369,0.595477,0.088035,0.043757,1.142026,0.238973,0.504698,0.696568,0.220914,0.710796,0.226290,0.231283,0.365050
2,0.892938,1.466629,1.281798,1.004383,1.375567,1.154282,0.538575,1.494571,0.469195,1.641608,1.303937,0.842925,1.166752,1.681940,1.368362,1.038865,1.227853,0.691274,1.257412,1.058741,1.233388,1.553973,0.870644,1.169048,0.930117,1.346584,0.588978,0.536269,0.989877,0.703905,2.697774,0.199470,0.556799,1.835103,0.966431,0.309302,0.362832,0.811030,0.928135,0.024340,0.704925,0.237892,0.522351,0.705944,0.910880,1.636911,1.296868,1.085343,1.353912,0.553500,0.169003,1.323104,0.457087,0.883335,0.783071,1.115438,0.748372,0.861137,0.995903,0.827781,0.632434,1.142303,0.806458,1.758668,0.446051,0.375328,0.564410,0.429557,0.011781,0.862506,0.718524,0.867311,1.015302,0.626710,0.271400,0.470386,0.472852,0.668755,0.281333,1.045767,0.112205,0.421628,0.407385,0.772669,0.996561,0.097493,0.751063,0.569583,0.360700,0.752515,0.020716,1.164340,1.326324,1.024419,0.844844,0.479368,0.862175,0.110332,0.797870,0.953068,0.375489,0.129356,0.966665,0.815054,0.532371,0.090332,0.817597,0.493804,0.500700,0.072592,0.919038,-0.209819,0.571175,0.687642,0.450031,0.517123,1.285534,0.888543,0.387565,0.461970,-0.057586,0.262626,0.876570,1.084815,0.809809,0.964417,1.289034,0.584328,-0.010738,0.884092,0.805610,1.185243,1.333614,0.295974,0.900210,0.622166,0.270504,1.214903,0.718500,0.701826,0.843217,0.853856,0.104470,1.535257,0.130947,0.531002,0.376040,-0.097770,0.643901,0.436303,0.321847,0.636492,0.787394,0.697640,0.294658,1.148132,0.609512,0.987621,0.702247,1.123366,0.441313,1.648802,0.545013,0.946795,1.055032,0.368775,0.471297,0.629739,0.954382,0.408295,0.879330,0.382763,0.796386,0.604870,0.837980,0.589744,0.823857,0.613821,1.039966,1.197241,0.476019,0.719045,0.797887,0.420832,1.123791,0.160001,0.634049,0.655658,0.297230,0.440519,0.322894,0.761199,0.545599,0.187752,0.916396,0.888524,0.799325,0.509741,0.680693,0.467217
3,1.290176,0.921086,1.191580,1.333779,0.980035,1.423964,1.180458,1.256046,0.474619,0.702025,0.845920,1.185145,2.527119,1.063696,1.237658,0.740483,0.758311,1.116941,1.578795,1.569030,1.865122,0.999095,1.348713,1.353280,2.021801,0.934450,0.641142,1.724352,1.615497,1.078163,1.101096,0.986543,0.665031,1.310881,1.051646,1.785462,1.626069,0.760734,1.067302,1.475161,1.381094,1.318160,1.815564,0.972193,1.429205,0.826289,1.041199,0.505101,1.247549,1.371805,1.278549,0.965823,0.628565,0.854642,1.053869,1.166167,1.152358,1.584950,1.533079,1.139903,0.994198,1.495151,1.109332,0.862483,0.563119,0.784100,0.774959,0.923371,1.086703,0.604128,0.702885,1.082085,0.741208,0.875336,0.902359,0.962495,1.148932,0.957202,1.177555,0.199656,0.989114,0.878281,1.284669,0.965800,0.703233,1.378957,0.752722,0.981610,0.883202,1.077083,0.091968,0.658281,0.260167,0.714121,0.762495,0.468481,0.648870,1.144260,1.087566,0.747790,0.410552,1.292145,0.632702,1.003107,0.354819,0.854871,1.034650,0.667745,0.671274,0.323240,0.863684,0.388153,1.041476,0.669124,0.667295,1.365899,0.230521,1.188016,1.230453,0.528026,0.122490,1.220220,0.511454,1.779074,1.533218,0.685398,1.261173,1.092782,1.482807,0.576763,1.020007,0.747257,0.468401,0.617686,0.158399,1.321678,1.394190,0.971077,0.624430,0.990535,0.756222,0.969644,0.352624,1.030005,0.688550,1.935211,0.234130,0.351797,0.384216,0.835133,0.376281,0.374611,1.529029,0.543429,0.350894,0.465131,0.978418,0.914806,0.235035,0.196752,0.427222,1.405406,0.180412,0.546924,0.899768,0.860580,0.657983,-0.039806,0.512308,0.274292,1.047997,0.949779,0.604410,1.609664,0.911820,1.132023,1.082059,0.775852,0.555863,0.860464,0.829599,0.415746,0.715576,0.653450,0.905948,0.691044,0.878789,0.513318,0.989041,0.460592,1.048036,0.258578,1.040474,0.759496,0.743058,0.551326,0.407398,0.855276,0.913875,0.217802
4,0.669041,0.131904,0.672696,1.144483,1.464509,1.517345,0.208197,0.407674,1.109094,1.352553,0.604253,0.654784,0.277659,1.084356,0.336195,1.140947,0.567274,0.823925,0.693116,1.154870,0.549486,0.279922,0.853921,0.981726,0.669411,0.459068,1.754912,0.402473,0.832815,1.815728,0.588875,0.806235,0.612268,0.349637,0.977053,0.487986,0.485169,0.275587,0.512299,0.587182,0.394315,0.521538,0.286257,0.362698,0.696187,0.611739,0.703551,1.185053,0.557439,0.411364,0.755937,0.336009,0.566999,0.335339,0.371338,0.394797,0.516351,0.472332,0.173676,0.836412,0.674887,1.183405,0.533171,0.179437,0.879436,0.492382,0.182288,1.235588,0.406045,0.655683,0.596054,0.841752,0.754710,0.831455,0.527365,0.235578,0.302984,0.430824,0.348583,0.708487,0.548322,0.137329,0.538608,0.521137,0.777063,-0.226211,0.417514,0.856373,0.658242,0.741566,-0.077472,1.063639,0.275542,0.251774,0.493507,0.346057,0.446264,0.200775,0.555192,0.677076,0.680437,0.289413,0.584689,0.690588,0.062541,0.736486,0.570912,0.294995,0.457125,0.720728,0.441637,0.702857,0.387518,0.182701,0.554629,0.534692,0.019727,0.070421,0.457605,0.625302,0.169850,0.615986,0.384066,0.732133,0.422639,0.490897,0.458772,1.070651,1.206356,0.580928,0.789436,0.888811,0.490420,0.352853,0.034210,0.559730,0.565588,0.247597,0.801505,1.210980,0.187215,0.996050,0.336771,0.399626,0.859071,0.271059,0.687824,0.420199,0.250121,0.465521,0.436102,0.520644,-0.011209,0.553234,1.172636,0.044735,0.315776,0.489466,0.416715,0.792389,0.583238,0.720670,0.405892,0.560089,0.614310,0.863147,0.742146,0.623124,0.115085,0.706430,0.499333,0.306860,0.181672,0.266781,0.715404,0.380612,0.419723,0.757641,0.424605,0.820561,0.728418,1.062203,0.492704,0.454629,0.163618,-0.296402,0.738192,0.933326,0.865997,0.618329,0.350809,1.388937,0.767336,0.671427,0.668211,0.981560,0.569792,0.342330,0.457369,-0.000416
5,1.096513,0.995848,1.060550,0.732684,1.125995,0.909236,1.387789,1.371421,0.861521,1.139150,1.737455,2.630191,1.205307,1.486239,0.735175,0.955297,0.105562,0.761201,0.757577,1.086499,0.912960,0.842145,0.934646,0.339831,1.192616,1.283818,1.118352,1.210764,0.979332,0.937396,0.517667,0.447441,0.604693,1.143397,0.661478,0.012649,0.087379,0.932063,1.378853,0.913133,0.081779,1.191702,1.763849,1.253612,0.773355,0.936296,0.280693,1.258336,0.612747,0.896995,0.532684,1.429357,0.528509,0.553058,1.079485,1.146225,0.658443,0.689071,0.293295,1.166449,0.757971,1.089804,0.134152,0.306349,0.741297,0.229309,0.332500,1.134244,0.608613,0.569927,0.730272,0.765631,0.135996,1.282733,1.174717,0.637724,1.016197,0.986577,0.645970,0.537818,-0.092831,1.195631,0.215453,0.431433,0.339713,0.023028,-0.096548,0.797367,0.995905,1.402958,-0.010295,0.031049,0.889654,0.434159,1.247109,-0.033400,0.690335,1.405163,0.333708,0.146037,0.941151,0.379167,1.089642,0.868023,0.275280,0.440192,0.788760,1.155001,0.341453,0.973581,0.590702,0.955173,0.761412,0.388982,0.548743,0.014892,1.103532,1.159532,0.603670,0.710617,0.965973,0.291148,0.396598,0.307476,0.045816,0.633377,0.562342,0.237869,1.057448,0.360241,0.561353,0.812671,0.918111,1.063176,1.441159,0.676191,0.344116,0.874770,0.708171,1.424334,0.714019,2.448555,0.836402,0.115616,0.807529,1.189720,0.392972,0.835522,0.300676,0.528728,0.325429,0.522377,1.038356,0.830893,0.863444,0.290883,0.696539,0.314738,0.731650,0.857093,0.993544,0.512417,0.473033,0.820883,0.374929,0.608053,1.000107,0.508380,0.903166,0.927543,1.045932,0.590290,0.064820,0.964926,0.337809,1.009435,0.137233,0.784815,0.491840,1.408813,0.632484,0.996112,0.284824,1.127647,0.971773,1.164158,0.652965,0.409068,0.799191,0.613122,1.371748,0.519969,0.449683,0.694910,0.392519,0.061861,0.460478,1.064634,0.257849,0.937848
6,1.670860,0.804190,1.256734,1.253673,0.905189,0.746998,1.033825,0.511188,1.202997,0.303238,0.499529,0.969651,0.780608,1.183002,0.604640,0.492197,0.901321,0.507866,0.867470,0.862836,3.124276,0.941690,0.967809,0.516352,0.582888,0.699850,0.774775,0.055679,0.408441,0.689778,0.348522,0.954189,0.395970,1.112735,0.400387,0.565777,0.949945,0.818460,1.357085,1.466811,1.815984,1.128797,0.568307,0.966117,1.025027,1.358029,0.182835,1.797782,1.129588,0.754272,0.799839,1.758536,1.331047,0.679255,2.395058,0.949258,0.790637,0.788130,0.604332,0.977297,1.559299,0.931693,0.379356,1.109354,0.339483,0.695958,0.958458,1.239633,0.275168,1.518854,0.543258,0.032220,0.517528,0.829891,0.611932,0.621851,0.372872,0.963564,1.467799,1.427712,0.931412,0.512384,1.717835,0.359337,1.009423,0.267061,1.894804,0.620524,0.879313,1.261848,1.036640,0.521901,0.523777,1.817560,0.458661,0.212659,1.566619,1.004559,1.231604,0.498208,0.245592,1.671811,1.546228,1.017816,1.878337,1.018865,0.494279,0.632588,1.217294,0.610313,0.387238,0.346726,1.117215,0.651615,0.812353,0.282897,0.536627,1.346438,0.759736,0.883841,0.369798,0.766498,1.061043,0.099516,0.816354,0.764658,0.691685,0.317874,0.904214,1.247999,0.874993,0.491143,0.788131,0.714790,0.355059,0.444885,0.254794,0.240097,0.630089,0.597078,0.633957,0.573300,0.963569,0.477749,-0.090945,0.589892,0.609330,0.391583,0.324454,0.988973,0.871265,0.738344,0.156541,0.537753,0.792934,0.975532,0.095938,0.830982,0.071972,0.839442,0.239280,0.704543,0.983464,0.820835,0.289777,0.246500,0.020174,0.456134,0.555755,0.189189,0.693112,0.560821,0.462941,1.142854,0.275151,-0.069735,0.271138,0.430171,0.656686,0.690696,0.498457,0.378550,0.460232,0.363551,0.185063,0.306497,0.237612,0.104283,0.893931,0.666488,0.856584,0.114144,0.545486,0.315594,0.759098,0.745863,0.041176,0.372281,0.839315,0.873088
7,0.716296,0.280294,0.799734,0.714804,0.638664,0.451719,0.675846,0.656122,1.699654,1.127285,0.713816,0.855933,1.261067,0.209394,0.358407,0.812649,0.450153,1.194307,0.493799,0.478322,0.003370,0.372195,0.613724,0.814964,1.468414,1.347240,1.249968,0.751539,0.339910,1.028670,0.878420,0.571616,1.342213,1.128522,0.531055,0.720651,0.818942,0.966819,1.546017,0.721517,1.186908,0.467077,2.254186,0.808079,1.099999,1.593009,0.715704,0.754642,0.522258,0.189255,0.699059,0.499835,0.635906,1.159163,0.953237,0.529854,0.619698,0.846955,0.759811,0.471023,0.833590,1.361678,0.995333,0.705408,0.628245,0.657885,1.395151,0.963248,0.987518,1.095748,0.502535,1.231637,0.723533,0.232834,0.532649,1.477343,0.878038,0.630978,0.459384,0.384589,0.210902,0.687656,0.201284,0.701574,0.105703,0.183816,0.528164,1.008574,0.278606,0.344526,0.346888,1.029461,0.133714,0.399955,1.128271,1.027624,0.294646,0.489847,1.009535,0.705178,0.854206,0.362703,0.842066,0.183603,0.536737,0.369075,0.137557,0.137249,0.797891,0.580323,0.165881,0.283186,0.215667,0.317502,0.163383,0.252239,0.153527,0.233058,0.234160,0.910264,0.319771,0.895167,0.313002,0.378581,0.818411,0.654945,1.609116,1.399048,0.985703,0.723995,1.067287,0.271673,0.593035,1.522560,0.757696,0.411388,0.705130,0.749894,1.295564,-0.056413,0.420787,0.363469,0.541175,0.137764,0.070717,1.314835,0.239705,0.369429,0.608763,0.601220,0.858058,0.001295,0.590636,0.069118,0.650043,0.495023,0.776889,1.135218,0.194668,0.756528,0.378763,1.078397,0.813501,0.498650,1.061187,0.026531,0.348813,0.178054,0.682625,1.040475,0.489019,0.385205,1.136480,0.707586,0.491340,0.417477,0.636254,0.571371,0.481875,0.456757,1.355455,0.373344,0.602023,-0.461475,0.224023,-0.016938,0.146070,0.075039,0.782603,0.578093,-0.143716,0.538426,0.403794,0.299157,1.466511,-0.183612,-0.067483,0.964800,0.370476,0.374964
8,1.562121,0.858381,1.206605,0.951633,1.439671,1.767045,1.498510,0.813089,1.172662,1.084002,0.030055,1.586908,1.792412,1.181957,0.887418,1.254421,1.443430,1.584863,1.368116,0.621091,0.612980,1.459776,1.141078,1.792802,1.493710,1.750246,0.326442,1.195544,1.160969,0.765740,0.917511,0.839052,1.274552,1.042805,1.348751,1.651390,1.002169,0.646043,1.233525,1.764440,1.021889,0.881329,1.608584,1.063425,0.868595,0.472167,1.191380,1.026012,1.543300,0.671108,1.589875,0.720973,1.371978,0.797392,1.209912,0.726121,0.877261,0.905004,0.924427,1.279166,1.262452,0.271167,0.077056,0.713601,1.001402,0.946338,0.945834,0.832926,2.073309,0.625035,1.934441,-0.083796,0.564117,0.936424,1.555600,1.192660,1.649596,-0.229393,0.747565,0.303550,0.679989,0.979621,0.096905,0.022395,0.176325,0.144242,0.605564,0.444037,0.394297,0.363190,0.537936,0.218121,0.283600,-0.070256,0.067452,0.702073,0.917612,0.626412,0.617032,0.399652,0.808017,-0.217951,0.442158,-0.244604,1.435354,0.368612,0.306598,0.498781,0.438206,0.470730,0.864956,0.201734,1.386698,0.191515,0.305990,1.052960,-0.098581,-0.248002,0.287378,0.692379,0.578993,0.139622,0.292798,1.011198,0.251978,-0.038534,0.159534,0.030318,-0.150107,1.660103,0.755267,0.276131,0.314086,0.090858,1.109866,0.187056,0.089594,0.494971,-0.369818,0.367358,-0.362208,1.233407,0.725856,0.384312,-0.039699,0.425207,0.268225,0.032692,0.728804,0.354017,0.372124,0.043320,0.006557,0.274218,0.196281,0.338445,0.592907,0.432039,0.509729,-0.071821,0.357096,0.072113,0.397784,0.448262,-0.138310,0.414190,0.418692,0.257762,0.617392,0.499589,0.754468,0.459128,0.079288,0.643175,0.155408,0.490784,0.418049,1.791319,0.550597,0.706002,0.162489,0.293358,0.245294,0.577231,0.228456,0.354543,0.102956,0.406429,0.956284,0.212269,0.123414,0.399104,0.433126,0.964270,-0.350745,-0.008618,0.653256,0.262523,0.753467,0.086948
9,0.144697,0.857305,0.671831,1.292991,1.027486,1.301616,2.533537,1.685348,1.321885,1.170161,1.143090,1.518437,1.079392,0.189239,1.231081,0.624389,1.306855,1.338309,1.339407,0.491455,0.621197,0.585117,0.805649,1.054574,0.474962,0.942644,-0.011065,0.797712,-0.096183,0.395439,1.311831,0.463326,1.413645,0.965138,1.236976,1.348370,0.310324,0.951431,0.628613,0.797108,0.744648,0.776274,0.011270,1.529747,1.618489,1.223115,0.276565,0.685181,0.904471,1.681261,1.502689,0.358881,0.174727,0.705647,1.386850,-0.260727,0.287233,0.706027,0.446461,0.535240,1.241502,0.708345,0.770717,0.431540,0.154244,0.624142,0.477745,0.547911,0.904517,1.753075,1.072975,0.879639,0.351436,0.523534,0.461780,0.510506,1.106391,0.343335,1.552152,1.155540,1.290761,0.792810,1.644050,0.591035,0.648200,0.791579,0.735585,1.283714,0.679495,1.385272,0.150287,0.341579,0.897139,0.796342,1.793325,0.546638,0.793466,0.684094,0.542068,0.522054,0.938807,1.189319,1.092155,0.861031,-0.089288,0.051389,0.456080,1.237723,0.984086,0.281399,0.715260,-0.326767,1.348090,0.801281,1.373745,0.491265,0.343116,0.679088,0.400125,0.541869,0.130605,0.365250,0.371815,0.828255,0.884939,-0.031194,0.868880,0.013097,0.993416,1.201713,0.949399,0.281822,0.530148,0.038130,0.766580,1.014767,0.125071,0.172654,-0.107138,1.342127,1.040396,0.941367,0.957597,1.316560,1.210758,-0.201496,0.614584,0.521494,0.702968,1.307478,0.532605,0.225808,0.321975,1.749638,1.280415,0.088701,0.923940,0.112620,0.949595,0.906231,1.303972,1.031441,0.568262,1.059089,0.460842,0.696009,0.493397,0.774439,0.469391,0.557057,0.442256,0.211858,1.209832,1.046467,0.340070,0.362226,0.633042,0.173825,0.011712,0.384363,0.543242,0.988193,0.640915,0.583454,0.070507,0.472780,0.749240,-0.108853,0.441783,0.922705,0.565806,0.359903,0.212644,0.271499,-0.025327,0.771283,1.075035,0.871698,0.170279,0.337685
