Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150,Step_151,Step_152,Step_153,Step_154,Step_155,Step_156,Step_157,Step_158,Step_159,Step_160,Step_161,Step_162,Step_163,Step_164,Step_165,Step_166,Step_167,Step_168,Step_169,Step_170,Step_171,Step_172,Step_173,Step_174,Step_175,Step_176,Step_177,Step_178,Step_179,Step_180,Step_181,Step_182,Step_183,Step_184,Step_185,Step_186,Step_187,Step_188,Step_189,Step_190,Step_191,Step_192,Step_193,Step_194,Step_195,Step_196,Step_197,Step_198,Step_199,Step_200
0,1.384318,0.786641,0.735537,1.124034,1.558884,1.543018,1.322213,1.554615,2.312101,1.582304,2.142118,2.144870,1.883120,1.822367,1.889815,1.909561,1.854226,1.874146,1.815101,2.394748,1.624648,1.555004,2.280106,2.097341,2.298443,1.709077,1.390459,1.284497,1.331137,1.253994,1.280114,1.102051,1.289354,1.412777,1.450999,1.595997,1.552414,2.058105,2.010329,1.801227,1.786271,1.047627,0.957721,0.944931,0.987828,0.819601,0.840892,0.854259,0.877132,0.827726,0.752613,0.636586,0.768442,0.734223,0.669452,0.659660,0.715631,0.769643,0.521312,0.562626,0.525317,0.507009,0.492590,0.576561,0.562136,0.249115,0.554260,0.615083,0.533810,0.535931,0.578615,0.545545,0.533029,0.409444,0.393870,0.136203,0.084465,0.401981,0.428357,0.381188,0.781943,0.420649,0.297526,0.414961,0.492452,0.452697,0.790283,0.451843,0.542959,0.647376,0.824582,0.482937,0.454262,0.444347,0.443261,0.615907,0.621842,0.631763,0.601581,0.629436,0.478970,0.304609,0.226872,0.192622,0.215165,0.207158,0.365829,0.359031,0.225043,0.238376,0.230819,0.217457,0.198669,0.235451,0.195882,0.196835,0.189193,0.187692,0.661579,0.183747,0.775202,0.757912,0.717399,0.737017,0.654622,0.144251,0.162377,0.691433,0.655103,0.387087,0.384305,0.357597,0.395522,0.687944,0.636089,0.697378,0.691042,0.661896,0.669069,0.640989,0.658988,0.659200,0.634183,0.221169,0.232213,0.528777,0.205202,0.224608,0.241433,0.190366,0.221462,0.237592,0.183430,0.497359,0.508128,0.545187,0.231716,0.247288,0.235525,0.221591,0.200747,0.229787,0.238493,0.212526,0.259624,0.236166,0.184813,0.167636,0.183874,0.219227,0.204718,0.276470,0.055509,0.071436,0.020947,0.212729,0.248861,0.268435,0.265979,0.211067,0.146655,0.184294,0.194867,0.323214,0.289823,0.169943,0.180051,0.150678,0.210458,0.255379,0.301163,0.322886,0.306055,0.321159,0.332177,0.313185,0.304470,0.304838,0.300277,0.330232
1,1.464913,1.256371,1.372618,1.048157,1.198404,1.332015,1.035663,0.915007,0.734085,0.849175,1.241355,1.061992,1.094284,1.020102,1.232903,1.004951,0.897051,0.760318,0.822102,0.886187,0.958430,1.138627,1.137924,1.557507,2.003775,1.707724,1.050441,1.020756,1.009439,1.672518,0.973231,0.952835,0.987592,1.364041,1.152068,1.103656,1.253501,0.868661,0.887361,0.783897,0.726850,0.806443,0.722287,1.361570,0.552773,0.784749,0.590852,0.833787,0.549900,0.585949,0.645302,0.586362,0.598563,0.580057,0.563410,0.579979,0.686195,0.655714,0.579492,0.411732,0.538611,0.536811,0.550492,0.523306,0.654176,0.493470,0.570249,0.519248,0.569811,0.502654,0.518763,0.583399,0.553632,0.241722,0.577261,0.575859,0.565194,0.574317,0.612620,0.567688,0.568896,0.256186,0.129691,0.362943,0.495436,0.498154,0.463254,0.484237,0.486520,0.489794,0.494831,0.505670,0.674064,0.684530,0.306566,1.188762,1.226651,1.186093,1.198991,1.204293,0.651418,0.333825,0.336763,0.292813,0.316127,0.301219,0.333772,0.294941,0.681793,0.700115,0.408440,0.377230,0.399064,0.111966,0.365926,0.379755,0.366669,0.750626,0.315418,0.320552,0.339408,0.331146,0.326594,0.437611,0.437893,0.405121,0.765723,0.766247,0.007983,0.293567,0.269885,0.106959,0.210302,0.186957,0.257744,0.291618,0.270264,0.270573,0.202205,0.214433,0.229176,0.200638,0.217563,0.208892,0.187197,0.548742,0.315353,0.327232,0.285585,0.314325,0.278133,0.260431,0.287401,0.334457,0.117543,0.118160,0.086692,0.122596,0.068781,0.107503,0.304942,0.289706,0.321394,0.034451,0.004556,0.124921,0.141670,0.138422,-0.023784,0.018365,0.263590,0.232211,0.201687,0.221164,0.226723,0.337021,0.336951,0.344469,0.316824,0.332242,0.317923,0.511479,0.558362,0.302602,0.312374,0.540721,0.552275,0.405843,0.265435,0.247387,0.269469,0.233004,0.247019,0.100369,0.092775,0.427804,0.391383,0.112178,0.218960,0.436184
2,1.223141,1.114313,1.276364,0.839288,1.170971,0.969827,1.144099,1.263550,0.955278,0.990693,0.899604,0.901523,0.853325,0.995004,0.809718,0.944173,1.149414,1.025368,0.979213,0.958243,1.149141,1.450628,1.364346,0.856447,0.826196,0.854548,0.830676,0.868205,0.911557,0.898047,0.883187,0.930299,0.296801,0.704385,0.666403,1.335980,0.685748,0.877373,1.065295,1.065953,1.084857,0.757717,1.125327,1.104971,0.981533,0.994051,1.560396,0.550513,1.048879,0.935091,1.027352,0.720812,1.059905,1.050509,0.739580,0.797515,0.776371,0.693960,0.896445,0.920262,0.905276,0.553866,0.588876,0.424336,0.356081,0.212074,0.397771,0.375736,0.273805,0.222193,0.278573,0.379801,0.374330,0.391358,0.338529,0.351479,0.344497,0.395270,0.274271,0.427275,0.415437,0.395755,0.424753,0.515936,0.529542,0.391000,0.391698,0.680920,0.511508,0.646754,0.565923,0.494710,0.486584,0.480923,0.484904,0.353579,0.323767,0.635101,0.483546,0.493238,0.376844,0.362605,0.529883,0.535704,0.354078,0.337603,0.435123,0.415667,0.432012,0.430514,0.366815,0.455469,0.418013,0.430611,0.424469,0.418261,0.426664,0.430064,0.409375,0.489251,0.402449,0.339730,0.376238,0.366948,0.376366,0.321369,0.330118,0.358712,0.311714,0.358263,0.310916,0.431922,0.429975,0.307557,0.430547,0.407482,0.420852,0.368570,0.393216,0.410688,0.420540,0.405621,0.450966,0.437681,0.451596,0.446224,0.417216,0.414459,0.404796,0.445842,0.430468,0.416168,0.422086,0.417599,0.428315,0.412100,0.383635,0.421848,0.509863,0.361306,0.389998,0.452104,0.413819,0.404828,0.398354,0.402226,0.440542,0.441409,0.414146,0.402280,0.364930,0.406541,0.403339,0.385830,0.458094,0.385932,0.357598,0.475685,0.473816,0.512795,0.449259,0.432413,0.442687,0.491441,0.447577,0.473928,0.430689,0.427392,0.467762,0.472806,0.431667,0.374020,0.448689,0.462459,0.443806,0.447861,0.432572,0.453311,0.442308,0.432512
3,0.967717,0.906343,1.092305,1.077348,1.531667,1.465425,1.240599,1.471642,1.498146,1.585320,1.622617,1.563793,1.348571,1.372346,1.271143,1.260514,1.682575,1.613968,1.374304,1.593687,1.573018,1.737236,1.768529,1.339092,1.244347,1.505850,1.436027,1.139823,1.559268,1.754214,1.722319,1.410835,1.400388,1.376943,1.392675,1.469826,1.410906,1.304174,1.399676,1.507480,1.208482,1.551859,1.259564,1.229008,1.506256,1.261632,0.569235,0.768135,1.329603,1.281963,1.246852,1.232444,1.185210,0.941775,0.947077,0.760969,1.193841,0.772784,0.790191,0.771172,0.602419,0.622018,0.637335,0.623937,0.598982,0.610679,0.785818,0.840438,0.628127,0.626919,0.641707,0.725919,1.028319,1.006795,0.992333,0.296651,0.327124,0.668839,0.683863,0.661184,0.674638,0.647039,0.623587,0.624784,0.625776,0.662109,0.663431,0.796746,0.256066,0.909706,0.230430,0.217773,0.229809,0.293412,0.316786,0.298755,0.279376,0.977979,0.855164,0.830801,0.789061,0.869575,0.782701,0.873999,0.771377,0.800687,0.854975,0.802801,0.284675,0.271919,0.298228,0.394238,0.416681,0.311340,0.325642,0.406736,0.305581,0.316071,0.304987,0.245791,0.610287,0.602307,0.240015,0.269689,0.252889,0.187707,0.209603,0.578330,0.527796,0.472744,0.435976,0.459529,0.170360,0.151799,0.181495,0.440864,0.451031,0.404304,-0.012737,-0.003385,0.360274,0.337521,0.879198,0.836704,0.515654,0.494351,1.101050,1.014236,0.445276,0.658469,0.441847,0.179244,0.592912,1.005312,0.980643,0.746085,0.731963,1.003062,0.879630,0.868912,0.899766,0.880106,0.712149,0.886319,0.941939,0.641720,0.869027,0.896117,0.907886,0.901441,0.875482,0.959647,0.959065,0.964094,0.944699,0.663151,0.959066,0.647115,0.970451,0.972077,0.956764,0.958939,0.980907,0.597040,1.003030,0.998942,0.963190,0.985297,0.676843,0.679951,0.716234,0.688954,0.707095,0.704222,0.708741,0.675660,0.678420,0.696679,0.682797,0.693848
4,0.779583,0.531093,0.465098,0.574182,0.722949,0.729842,0.283282,0.470231,0.103161,0.442123,0.507025,0.424971,0.816194,0.510002,0.602922,0.507642,0.438557,0.464542,0.500746,0.521530,0.468061,0.557034,0.577706,0.610305,0.411561,0.373083,0.377761,0.381497,0.230326,0.731844,0.144652,0.102050,0.130028,0.533968,0.086976,0.516490,0.408320,0.572739,0.543231,0.408404,0.411330,0.389614,0.370573,0.391836,0.406878,0.361890,0.480108,0.430346,0.361220,0.374854,0.620480,0.579677,0.346641,0.387184,0.497974,0.603425,0.647721,0.255638,0.650026,0.662224,0.324980,0.337811,-0.002674,-0.019998,0.374224,0.161324,0.284009,0.287648,0.500347,0.408661,0.723410,0.669060,0.651455,0.654957,0.765729,0.422447,0.170518,0.362378,0.322761,0.338534,0.319789,0.334419,0.271194,0.440646,0.228383,0.227184,0.270091,0.287766,0.025439,0.014555,0.042074,0.044771,0.037218,-0.012658,0.009808,0.157094,0.089437,0.042824,0.068118,0.033678,0.062937,0.071505,0.049564,0.351599,-0.040622,-0.013117,-0.018650,-0.002327,0.353470,0.370670,0.350582,0.239747,0.326670,0.390075,0.369454,0.787167,0.719988,0.708459,0.696309,0.714035,0.718863,0.797459,0.765799,0.727419,0.738737,0.707601,0.696539,0.797854,0.303685,0.299084,0.712350,0.699894,0.688925,0.534325,0.568271,0.168726,0.510720,0.483700,0.543686,0.541065,0.507934,0.528522,0.520825,0.528536,0.542298,0.512163,0.719600,0.501966,0.632172,0.641874,0.616081,0.646015,0.641440,0.615738,0.634754,0.621149,0.646426,0.611753,0.595221,0.597431,0.641353,0.594220,0.599818,0.591454,0.625543,0.640789,0.640516,0.595988,0.668698,0.653574,0.606744,0.678120,0.601946,0.612538,0.596799,0.615539,0.640598,0.647425,0.637398,0.622973,0.653228,0.433448,0.430867,0.647660,0.623134,0.620748,0.649438,0.625577,0.606897,0.647458,0.632333,0.654340,0.651126,0.620878,0.643364,0.671359,0.661337,0.671660,0.642683,0.646988
5,0.810716,1.096746,1.091077,0.921038,0.981290,0.908262,0.837075,0.859386,0.993844,1.312932,1.274369,1.085265,0.918618,0.900409,0.732858,0.810534,0.475233,0.408080,0.886670,1.020574,1.212874,0.417999,0.186999,0.527796,0.533708,0.519458,0.752356,1.666260,1.435133,0.912163,0.223846,1.339380,0.476755,1.593166,1.170454,0.984396,0.822192,0.846848,0.798643,1.022787,0.925083,0.881556,0.657972,1.089946,1.019467,1.317775,0.951530,1.070921,0.511079,0.487354,0.394400,0.381726,0.503157,0.298751,0.604480,0.388496,0.357509,0.402197,0.473007,0.602775,0.434945,0.826279,0.808488,0.113097,0.618186,0.229858,0.312464,0.431041,0.308367,0.521353,0.524766,0.504479,0.485226,0.650830,0.636401,1.007158,0.976812,0.971501,0.830551,0.736707,0.590467,1.203261,0.770649,-0.064963,-0.076155,0.201689,0.386828,0.504029,0.501643,0.894031,0.865192,0.626981,0.632737,0.516765,0.483870,0.500875,0.504049,0.542002,0.483377,0.484061,0.531570,0.465697,0.683958,0.643359,0.663699,0.728588,0.753476,0.803234,0.673056,0.651993,0.749411,0.705797,0.685034,0.693589,0.681519,0.658784,0.670959,0.392627,0.357636,0.515405,0.526233,0.355545,0.346157,0.327051,0.390799,0.425788,0.454322,0.501970,0.473841,0.468146,0.467143,0.648161,0.740388,0.842312,0.644916,0.728090,0.827234,0.743847,0.704906,0.744721,0.695628,0.662109,0.712068,0.428040,0.699061,0.359065,0.391979,0.392876,0.483539,0.569701,0.476869,0.507322,0.532946,0.568549,0.602113,0.663592,0.467501,0.623659,0.455792,0.463183,0.516986,0.500631,0.485971,0.090641,1.200757,0.527498,0.344044,0.540488,0.388768,0.247286,0.253535,0.350630,0.389634,0.400217,0.398325,0.242192,0.236436,0.247375,0.282678,0.259777,0.255333,0.284692,0.271728,0.245261,0.281595,0.260694,0.242010,0.265284,0.267796,0.268146,0.478844,0.492018,0.521095,0.474606,0.512966,0.460171,0.460408,0.471549,0.463120,0.504426
6,0.826719,1.166627,1.330082,0.662669,0.663084,0.874226,0.570010,0.502787,0.661568,0.461813,0.354512,0.655225,0.541847,0.299789,0.632977,0.641158,0.679157,0.342385,0.550441,0.558438,0.910786,0.918890,0.662349,0.815718,0.815858,0.822948,0.783918,0.618131,0.590130,0.359535,0.822945,0.804874,0.232986,0.263140,0.306466,0.306948,0.446498,0.148831,0.462176,0.307893,0.227570,0.173338,0.432486,0.419056,0.306162,0.303147,0.657535,0.634042,0.538392,1.031036,0.609430,0.648504,0.856806,1.024790,1.523839,1.139336,1.507141,1.103122,1.511224,0.980239,0.496011,0.494832,0.505464,0.493378,0.531800,0.035960,0.026529,-0.009794,0.132820,-0.013666,0.527194,0.147716,0.123831,0.161300,0.163385,0.153652,0.485289,0.542036,0.580673,1.075030,0.514220,0.348547,0.378366,0.404389,0.418993,0.311287,0.046070,0.053029,0.352562,0.427475,0.433148,0.429052,0.373994,0.392040,0.344423,0.627786,0.604581,0.633921,0.648828,0.736978,0.366400,0.369016,0.464556,0.419463,0.619214,0.278205,0.254953,0.258224,0.251197,0.413950,0.628387,0.642173,0.269376,0.224696,0.277897,0.600867,0.241265,0.577926,0.615045,0.248104,0.215344,0.190989,0.606122,0.227745,0.235391,0.224696,0.214399,0.588241,0.574476,0.641853,0.575422,0.579225,0.555757,0.283454,0.311590,0.681313,0.646846,0.660853,0.648938,0.615766,0.631285,0.578068,0.558476,0.573767,0.564003,0.580678,0.567013,0.553095,0.570720,0.650348,0.267646,0.608421,0.582729,0.602251,0.642789,0.627860,0.614903,0.619337,0.610093,0.586965,0.216040,0.270149,0.289081,0.290648,0.294894,0.283011,0.203575,0.233019,0.245784,0.205316,0.184400,0.219696,0.230293,0.231262,0.193722,0.186052,0.609805,0.608788,0.545515,0.518379,0.217538,0.231279,0.211569,0.586642,0.581052,0.585513,0.593198,0.570456,0.386008,0.585058,0.559917,0.576111,0.575839,0.589076,0.569320,0.546251,0.589046,0.179008,0.262007,0.057330
7,1.131076,0.813911,0.835602,0.532981,0.675570,0.724666,0.516074,0.442587,1.422561,1.245020,1.885916,0.373857,0.499860,0.256710,0.750416,0.658968,1.120466,0.650353,0.661456,0.986795,1.244584,1.138375,1.270945,1.092350,1.239644,1.241660,1.216933,1.202661,1.197473,1.003278,0.291429,0.378759,0.975720,0.627451,0.234716,0.513438,0.499801,0.473650,0.394323,0.408031,0.459845,0.393029,0.368495,0.425449,0.731214,0.421932,0.377769,0.212946,0.223751,0.402767,0.479757,0.399547,0.662271,0.523036,0.672587,0.605198,0.584362,0.664780,0.603335,0.387546,0.379833,0.380558,0.647555,0.475438,0.591133,0.597830,0.637883,0.625601,0.442143,0.443009,0.450651,0.760476,0.661262,0.643900,0.433967,0.636838,0.677555,0.640715,0.658491,0.665085,0.435661,0.491053,0.422657,0.425686,0.403316,0.576834,0.587514,0.543256,0.552099,0.559416,0.675972,0.688738,0.599965,0.458099,0.466064,0.468870,0.492248,0.479313,0.482734,0.471804,0.208609,0.190427,0.071321,0.059292,0.048649,0.019841,-0.232941,0.368874,0.384634,0.409071,0.381783,0.381221,0.629617,0.032413,0.093559,0.189327,0.458331,0.444267,0.434016,0.412274,0.427051,0.405866,0.441034,0.432292,0.461765,0.461220,0.661892,0.660049,0.460756,0.490629,0.508149,0.487497,0.481730,0.450325,0.311854,0.330363,0.074880,0.070829,0.067598,-0.121781,-0.154350,-0.120435,-0.141054,-0.120168,-0.172596,-0.108695,-0.096407,-0.151000,-0.118749,0.068656,0.250329,-0.200342,-0.194679,-0.015914,-0.044906,-0.093053,0.140636,0.094326,-0.177796,-0.212132,-0.234224,-0.202947,0.112295,0.016523,0.091032,0.487402,0.079240,0.065524,0.124572,0.153392,0.041081,0.236621,0.240249,0.221449,0.206810,0.227117,0.237654,0.233123,0.238434,0.214688,0.189014,0.216508,0.192592,0.202457,0.225817,0.240565,0.251924,0.047168,0.103743,0.132338,0.104399,0.172929,0.075677,0.134376,0.065199,0.062295,0.074326,-0.187815,-0.215106,-0.214013
8,2.849574,2.872850,1.240247,2.169555,2.655368,1.360847,1.065709,0.964881,1.100021,0.872846,0.956481,0.980077,1.056283,1.118493,1.058143,1.055606,1.074299,1.285490,1.106555,1.314333,0.989743,1.012504,1.149694,1.088704,1.005143,0.705902,0.829610,0.847547,0.904429,1.058876,0.908098,0.985071,1.099655,1.427859,1.415498,1.276517,0.884876,1.159852,1.294326,1.574586,1.563384,1.595264,1.609500,1.584856,1.598908,1.685948,1.584803,1.409755,1.424553,0.913591,1.413985,0.911910,1.148249,1.297439,1.247243,0.914377,1.145874,1.019800,1.001651,1.366038,1.389765,1.049128,1.036708,1.041570,0.990279,0.966034,0.674192,0.798549,0.696395,0.674803,0.679861,0.107111,-0.034860,0.477497,0.172823,-0.028544,-0.042281,0.451300,0.510122,0.142667,-0.063595,-0.288705,-0.163854,-0.148795,-0.158859,-0.150350,-0.168227,-0.146121,-0.136936,-0.060405,0.239125,0.039059,0.028425,-0.348194,-0.346122,-0.347466,-0.112842,-0.131590,-0.137241,-0.110433,-0.127222,-0.164638,-0.167983,-0.093760,-0.030958,-0.079529,-0.088888,-0.128578,-0.122932,0.053397,0.073451,-0.112868,-0.066379,0.076831,-0.136684,-0.062064,-0.250162,-0.285604,-0.301414,-0.341541,-0.307925,-0.334104,-0.249175,-0.252765,-0.266401,0.013981,-0.018002,-0.019651,-0.099199,-0.027530,-0.332552,-0.045913,-0.031354,0.139283,0.173953,0.064695,0.005965,0.163810,0.147349,0.170174,0.161040,0.189958,0.157530,0.172667,0.142975,0.173126,0.158776,0.162427,0.171158,0.064133,0.104993,0.161335,0.068845,0.171425,0.272847,0.258449,0.296397,0.253963,0.109253,0.153805,0.086103,0.162712,0.210064,0.143172,0.144890,0.151787,0.157105,0.333424,0.322326,0.339831,0.343163,0.069666,0.058557,0.102323,0.269506,0.306034,0.107398,0.132799,0.257370,0.074794,0.125993,0.090418,0.115939,0.037774,0.108542,0.066772,0.029422,0.111814,0.056913,0.165545,0.243597,0.191731,0.212821,0.185263,0.014108,0.083287,0.158538,0.015431,0.038460,0.058114
9,0.829124,0.752255,0.702557,0.847798,1.116488,2.125586,0.762320,1.276996,1.254507,1.340627,1.079100,1.063989,1.090866,0.293627,0.271747,0.267446,0.286718,0.332265,0.334881,0.439044,0.206588,0.100993,0.037672,0.062025,0.074361,0.063349,1.443723,1.416546,0.487472,0.938791,1.182642,1.196321,1.187407,1.583214,1.180082,1.059101,1.092993,0.978154,1.084827,0.255870,1.371877,1.372951,1.068758,1.106393,0.218089,0.267256,0.296935,0.261117,0.232890,0.200319,0.590821,0.585220,0.610054,0.617042,0.635323,0.589824,0.580536,0.559131,0.228350,0.247746,0.233856,0.219407,0.087749,0.079636,0.105522,0.078974,0.192761,0.631653,0.327579,0.493635,0.727071,0.482737,0.460539,0.503894,0.889714,0.491674,0.407676,0.489118,0.396170,0.236048,0.234070,0.226269,0.272228,0.294212,0.279592,0.185195,0.155070,0.269914,0.182279,0.190921,0.148867,0.262054,0.291291,0.285451,0.178295,0.165160,0.308987,0.249856,0.230679,0.200578,0.256652,0.161292,0.174021,0.136265,0.163730,0.168977,0.159265,0.034134,0.041730,0.040776,0.151272,-0.005545,0.158656,0.788894,0.299111,0.253269,0.006922,0.126563,0.131892,0.252406,0.131465,0.115509,0.260190,0.161790,0.316433,0.044329,-0.049231,0.168122,0.232152,0.202935,0.203340,0.167357,0.134501,0.139580,0.175272,0.138274,-0.045764,-0.117372,-0.142435,-0.164745,0.032107,0.213725,-0.016584,-0.011608,0.081526,0.106141,0.014660,-0.148429,-0.142028,-0.142789,-0.141874,0.014412,0.003529,0.023309,-0.109184,0.104111,0.108641,0.174237,0.147427,0.968547,0.948456,0.965367,1.001644,0.281518,0.308240,0.335063,0.269097,0.333357,0.296254,0.106782,0.060049,0.087889,0.297650,0.295462,0.298138,0.299527,0.125753,0.318616,0.309260,0.304527,0.115558,0.116654,0.140576,0.137532,0.130666,0.123801,0.128398,0.104579,0.349664,0.383954,0.117789,0.116343,0.321345,0.265104,0.170051,0.104591,0.097140,0.320309,0.383368,0.366433
