Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150
0,4.789011,1.441832,1.089167,1.279092,2.440996,3.000049,3.316782,1.839618,2.440233,1.775416,1.918092,2.493984,1.325685,1.667374,2.020890,1.912283,1.817359,1.721200,2.142212,1.616509,1.136300,1.220725,0.668125,0.610898,1.028641,0.713216,1.370336,1.612284,1.672356,1.364646,0.916316,1.267284,1.078383,1.319939,0.868175,1.209959,0.843901,1.292958,0.992824,0.770449,0.722956,1.330972,0.824784,0.611014,1.226636,1.243022,1.222222,1.432921,1.286163,1.519313,0.800011,1.466973,0.800349,0.877300,0.837648,1.119747,0.826332,1.074239,0.765984,1.451556,0.654250,0.824919,1.533095,0.490491,0.775056,0.637471,0.918019,0.855580,0.756348,1.007670,0.508769,0.935461,0.949352,0.860198,0.748553,0.859491,0.816793,0.956622,0.903023,0.635116,0.808375,0.885513,0.771908,0.831400,0.695899,0.770273,0.876159,0.586162,0.880534,0.689015,0.595755,0.685673,0.621756,0.646375,0.663090,0.610622,0.588996,1.021946,0.847557,0.893178,0.730060,0.832121,0.882686,0.826057,0.923477,0.814578,0.907382,1.055850,0.735136,0.537538,0.949795,0.700497,0.924984,0.615082,0.175094,0.647826,0.797661,0.685520,0.500518,0.774199,0.674408,0.698383,0.569090,0.825655,0.496312,0.854054,0.699387,0.704997,0.956845,0.534077,0.520407,0.856137,0.481416,0.408584,0.769648,0.496303,0.668359,0.793879,0.771610,0.924973
1,4.109895,2.298835,1.861832,1.580388,1.501061,1.731154,1.502527,1.337334,2.244896,1.158410,1.234424,1.957164,1.319505,1.602987,1.245510,1.552702,1.126184,1.242153,0.880195,0.365499,0.738656,0.964461,0.526398,0.998404,1.017307,1.133511,1.173362,0.854171,0.795782,0.820635,0.748634,0.664543,1.189877,1.064739,1.056654,1.059221,1.189197,1.275877,1.146595,1.076764,1.015551,1.203697,1.099035,0.946654,0.923697,0.596771,0.755653,0.538363,0.678033,0.959778,0.424547,0.529601,0.925229,1.124396,0.673414,0.703381,0.678955,0.404987,0.789500,0.766479,0.729440,0.580730,0.667916,0.963914,0.574590,0.551149,0.763734,0.821619,0.533053,0.657312,0.791392,0.741175,0.779134,0.534925,0.779698,0.638471,0.746334,0.630955,0.583106,0.636388,0.234716,1.078395,0.622066,0.693710,0.764922,0.851345,0.541637,0.939207,0.640597,0.732544,0.785902,0.318732,0.617986,1.087363,0.765900,0.483617,0.845368,0.595683,0.867769,0.682180,0.814305,0.462941,0.707757,0.759350,0.562526,0.651676,0.564890,0.664719,0.698503,0.228627,0.597506,0.710165,0.428977,0.590247,0.355212,0.470539,0.417861,0.577127,0.584656,0.528378,0.701051,0.499189,0.600677,1.077984,0.469556,0.565417,0.623120,0.689830,0.625069,0.817725,0.357345,0.690853,0.952743,0.520322,0.420492,0.626970,0.643408,0.365677,0.512059,0.642974
2,2.104754,2.432878,1.731549,2.249888,1.894739,2.754023,1.937462,2.984866,1.866738,1.403222,1.470887,1.432132,1.919327,1.459667,1.231984,1.363669,0.947462,1.457839,1.647375,1.509528,1.878159,1.723295,1.858495,1.568889,1.725220,1.703273,1.847282,1.302526,1.037963,1.065152,1.003950,1.165953,1.675437,1.186425,1.099431,0.859854,0.972557,1.110270,0.969004,1.056774,0.828545,0.905721,1.143398,0.977195,1.028542,0.920900,1.030817,1.170897,1.148022,0.797496,0.933749,0.915463,0.901227,0.803509,0.883972,0.833632,0.708031,0.736579,1.160510,0.599014,0.979358,0.743054,1.010413,1.140663,0.892038,1.127551,0.969425,1.386839,0.770044,0.528467,0.597103,0.754584,0.896031,0.589299,0.727080,0.870903,0.662782,0.795474,0.777619,0.605631,0.682077,0.553759,0.527517,0.673850,0.661357,0.462813,0.227527,0.632600,0.591821,0.274119,0.831811,0.619670,0.382070,0.509080,0.446249,0.754726,0.548456,0.779541,0.587389,0.553739,0.634152,0.546532,0.486349,0.762519,0.741772,0.791836,0.902556,0.597085,0.661144,0.712680,0.832315,0.651269,0.692628,0.789046,0.618773,0.682470,0.703384,0.769898,0.705408,0.371234,0.747178,0.398224,0.878132,0.950714,0.573116,0.674245,0.711392,0.364381,0.567606,0.788862,0.513551,0.633278,0.489159,0.546916,0.448524,0.578974,0.404811,0.257529,0.802777,0.421414
3,2.801296,1.498477,1.756236,1.959934,2.245688,1.640541,2.111213,1.738104,1.140968,1.759438,0.961055,1.509050,0.914277,1.131805,1.150019,0.676114,0.819877,1.457493,0.641835,0.722711,0.611130,0.747047,0.859573,0.747418,0.987152,1.454369,1.045636,0.395929,1.126186,1.022490,0.530412,1.078544,0.915012,0.996082,0.870040,1.016851,0.658997,0.900761,0.887312,1.077190,0.846506,0.630624,0.831638,0.780356,0.900774,0.512925,0.659515,0.602751,1.001829,0.883426,0.454179,0.586908,0.969421,0.632342,0.687691,0.626419,0.940842,0.700198,0.578225,0.386094,0.601677,0.681863,0.926483,0.215490,0.886752,0.600697,0.795220,0.712400,0.793115,0.719246,0.707771,0.708119,0.750089,0.811766,0.849856,0.495912,0.664259,0.675965,0.522077,0.398543,0.334940,0.276885,0.508647,0.836577,0.155556,0.449265,0.412618,0.332377,0.213686,0.336577,0.318050,0.332255,0.421607,0.165623,0.549857,0.367171,0.632282,0.279716,0.613953,0.638772,0.685407,0.375367,0.318155,0.430719,0.253057,0.412787,0.579832,0.504287,0.465836,0.197543,0.679033,0.798385,0.552551,0.820943,0.141500,0.436892,0.338995,0.512628,0.293673,0.201770,0.687389,0.644315,0.348126,0.230051,0.419325,0.506769,0.140081,0.216925,0.276324,0.419958,0.325360,0.486827,0.611747,0.259156,0.292156,0.375724,0.385742,0.467797,0.239610,0.447201
4,3.944658,1.857298,1.874539,1.150500,2.123744,2.721915,1.999619,1.658829,0.780345,1.123487,1.482544,1.057252,1.300471,0.859034,0.880457,1.418235,1.541466,1.161257,0.902720,1.027605,1.093490,0.683078,0.861389,0.906559,0.979396,1.209983,0.956319,0.985451,1.157432,1.399677,0.960122,1.367081,1.096403,1.052576,0.750727,1.039832,0.896561,0.962201,1.225852,0.673706,0.910393,1.053938,1.040405,0.778346,0.523521,0.891102,0.786015,0.703594,0.727889,0.998383,0.810169,0.747492,0.780963,0.608003,0.895036,0.871025,0.756243,0.811239,0.582034,0.669045,0.472789,0.650031,0.690785,0.898462,0.704563,0.551324,1.009469,0.346781,0.549551,0.557564,0.826101,0.443839,0.773573,0.628491,0.829381,0.479314,1.262557,0.743047,0.368474,0.394874,0.437765,0.427199,0.345416,0.437400,0.318005,0.496502,0.743949,0.489048,0.571621,0.480326,0.583416,0.827554,0.654675,0.452743,0.462697,0.443433,0.596200,0.780186,0.391086,0.622296,0.352446,0.646029,0.693771,0.522022,0.430833,0.648241,0.569563,0.803180,0.564159,1.004462,0.628819,0.719295,0.629106,0.776932,0.871260,0.729121,0.358901,0.384226,0.330596,0.260895,0.422247,0.546560,0.440024,0.719003,0.571486,0.476900,0.499953,0.643463,0.330068,0.496322,0.276485,0.339104,0.245910,0.438011,0.403881,0.486951,0.305044,0.671268,0.151991,0.552055
5,3.471111,3.054244,2.262662,2.493664,2.474563,1.956840,1.713097,1.957528,2.630297,0.923145,1.402835,1.451508,1.183780,1.559935,1.333105,1.242430,1.801756,1.170494,0.819534,1.048433,0.735192,1.030659,0.979553,1.049437,1.389489,1.805439,1.056809,1.223785,1.031439,0.919686,1.046539,1.596551,1.673389,1.128224,0.806154,0.958343,1.010526,1.196682,1.101229,0.639627,1.181905,1.349745,1.415221,1.499059,1.633626,1.762723,0.954823,0.854831,1.139612,0.505879,1.131853,0.949075,1.375707,1.344624,0.802717,1.030167,1.305646,1.360200,1.036362,0.987140,0.842381,0.732491,0.804312,0.938600,0.808356,0.932163,0.820189,0.534686,1.040297,1.058002,0.706026,0.841232,0.651329,0.864754,0.958927,0.694622,0.917041,0.628509,0.590389,0.640207,0.747825,0.928016,0.745578,0.858033,0.715884,0.910127,0.845121,1.229314,0.717377,1.383535,0.904479,1.129928,0.899143,0.795550,0.819653,0.686624,0.514885,0.730738,0.842289,0.629888,0.766950,0.750080,0.576026,0.761454,0.599574,0.634096,0.377322,0.756125,0.527599,0.927000,0.851751,0.716902,0.718776,0.688506,0.699222,0.595143,0.676180,0.604566,0.451041,0.753731,0.396838,0.489990,0.567701,0.576564,0.472668,0.617539,0.480064,0.525343,0.476762,0.575164,0.797351,0.638408,0.524046,0.515719,0.416880,0.480982,0.264315,0.471806,0.395823,0.351508
6,2.830519,3.042596,1.891259,1.275152,2.281887,1.820793,2.180367,1.588511,1.607474,1.404208,1.299901,1.674031,1.359656,1.672781,1.879565,1.035589,1.499599,1.203185,1.684104,0.903000,0.485224,0.958479,1.498337,1.403791,1.305971,0.471836,1.580827,1.364386,1.009107,1.700891,1.574821,1.251948,1.689005,1.504951,0.852685,0.844663,1.230459,0.585315,1.082164,0.782983,0.686135,1.030202,0.528219,0.900378,0.658856,0.743003,0.900869,1.102505,0.770149,0.710154,1.065971,0.625482,0.603239,0.839075,0.799046,1.184216,0.803653,0.639602,0.828043,0.692261,0.635927,0.878644,0.569161,0.699586,1.101852,0.648503,0.629011,0.787186,1.167783,0.789471,0.667507,0.858704,0.603755,0.644255,0.580114,0.664195,0.548434,0.944268,0.971421,0.491563,0.404067,0.420142,0.713734,0.660555,0.656351,0.527589,0.849122,0.805369,0.677839,0.761311,0.551408,0.522305,0.552719,0.529831,0.488415,0.417077,0.646949,0.758917,0.409877,0.379831,0.643794,0.491058,0.324526,0.464733,0.404773,0.437374,0.301539,0.528827,0.539066,0.867611,1.109682,0.396385,0.604632,0.406248,0.677808,0.564949,0.570309,0.499007,0.573217,0.520606,0.481409,0.312564,0.491002,0.516504,0.395733,0.336230,0.353884,0.420483,0.478885,0.193401,0.321009,0.301848,0.489408,0.420013,0.446875,0.200008,0.356372,0.135284,0.473307,0.443202
7,2.091390,2.109364,1.992088,2.415199,2.311441,2.017167,2.030494,2.858298,2.423762,1.256597,1.908664,1.123362,1.303307,1.648317,1.544423,2.132580,1.697901,1.168263,1.978338,1.730527,1.353960,1.062085,1.376600,1.218777,1.241599,0.897646,1.303425,1.102145,1.030808,1.696101,0.815120,1.330476,0.750463,1.593129,0.997020,1.834073,1.049005,1.109992,0.892684,1.134080,1.215250,1.065705,0.951700,1.138230,1.187384,1.105212,1.528021,1.209080,1.302926,1.060001,1.248865,1.553143,1.040802,1.343704,1.121189,1.127372,1.051427,0.817360,0.983348,1.143957,0.655044,1.142096,0.937581,0.911414,0.919328,0.964388,0.896987,0.921320,1.061075,0.866851,1.019738,0.754705,0.892965,0.754912,1.075821,0.980462,1.161184,1.251095,1.005974,0.926747,0.743325,0.891603,0.898254,1.005779,1.063828,0.866445,0.961597,1.123259,1.086114,0.666713,0.802224,1.029791,0.754963,0.936146,1.198896,0.883400,0.836164,0.918249,0.974274,1.270741,0.527763,0.428745,0.944443,0.672434,0.373271,1.153686,0.801980,0.932965,0.443623,0.653981,0.563520,0.673347,1.096363,0.658593,0.705180,0.634370,0.544523,0.742804,0.435786,0.554185,0.680384,0.439718,0.604371,0.484964,0.748442,0.913570,0.674191,0.744416,0.368173,0.454788,0.525737,0.465059,0.849025,0.527992,0.589165,0.631126,0.499933,0.539791,0.622701,0.288144
8,4.346063,3.616956,2.046091,2.124853,1.886820,1.685221,1.653609,1.343272,1.785745,1.861604,0.887172,1.398600,1.206037,1.322307,0.971392,0.744870,1.098072,1.095276,0.901266,1.147843,1.658365,1.431182,1.433331,1.283582,1.311275,0.977688,1.270841,0.796805,0.613762,0.583632,1.054799,0.638759,0.728444,0.805009,1.598746,1.028448,0.990475,1.160796,0.666448,0.628985,0.584374,0.759170,0.730747,0.530476,0.499129,0.364901,0.467468,0.647450,0.405013,0.388491,0.593594,0.584712,0.484014,0.922669,0.574697,0.350490,0.475319,0.667010,0.713481,0.547895,0.660617,0.831200,0.519601,0.596897,0.965195,0.460295,0.640571,0.578065,0.685709,0.771038,0.525840,0.871001,0.640733,0.531496,0.559921,0.603678,0.451744,0.371402,1.178913,0.900388,0.901001,0.673316,0.695650,0.697273,1.047389,0.971539,1.069476,0.901890,1.016869,1.103411,0.802072,0.638371,0.819539,0.757971,0.412998,1.052400,0.762462,0.697134,0.782487,0.631221,1.005603,1.018469,0.425913,0.693922,0.694156,0.616138,0.766084,0.899086,0.909793,0.734631,0.580824,0.786250,0.697694,0.261069,0.684722,0.487329,0.293445,0.621307,0.505857,0.462088,0.540533,0.668057,0.501741,0.555765,0.411384,0.375375,0.722606,0.426765,0.486450,0.529356,0.440763,0.546955,0.738067,0.381873,0.374084,0.463958,0.637342,0.563698,0.377481,0.525670
9,3.148144,3.363864,2.395767,1.691908,1.558776,2.331920,1.722502,1.952261,1.955168,2.256212,1.696390,1.367733,2.242162,1.389725,1.821030,1.185899,0.849515,1.134818,1.932790,1.134435,0.775135,1.344992,1.568456,1.232507,0.896555,0.617671,1.276470,1.460375,0.881461,1.092454,1.405148,1.020025,0.672682,1.062886,0.549036,1.302171,1.517750,1.437159,1.291230,1.249926,0.873164,1.421682,1.179969,1.223018,1.350006,1.281993,1.065860,0.760457,1.192945,1.042292,1.053113,0.846412,0.908376,1.367755,1.314213,1.079804,1.404845,1.166034,0.881666,1.644071,1.097605,1.462200,1.091286,0.734915,0.829713,0.980734,0.985023,0.839261,0.893698,0.715375,0.702162,0.866196,0.820639,0.636641,0.878041,0.918969,0.560069,0.833359,1.068457,0.555408,1.205690,0.437155,1.033816,1.153058,1.109213,0.830560,1.144259,0.954589,0.600261,0.816002,0.433595,0.630221,0.605113,0.437244,0.709142,0.457847,0.050029,0.717315,0.351156,0.578191,0.728552,0.900973,0.860787,0.488942,0.487205,0.424481,0.512185,0.603104,0.535197,0.689394,0.357282,0.654649,0.691341,0.593663,0.702057,0.753881,0.382292,0.548150,0.515236,0.264162,0.672473,0.271781,0.624372,0.314927,0.339587,0.447533,0.707189,0.631172,0.326920,0.064600,0.298891,0.337077,0.479198,0.075340,0.485763,0.309118,0.444785,0.485392,0.374304,0.212117
