Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150
0,3.585711,3.557622,3.590796,3.578265,2.397250,2.203960,2.008279,1.993628,1.992945,1.997230,0.638672,0.666685,0.619111,0.652180,0.647426,0.756561,0.779350,0.756230,0.740286,1.155280,1.187511,1.173454,1.164733,1.165450,0.710795,0.673880,0.807506,0.766489,0.743175,0.726318,0.722002,0.502436,0.675487,0.732605,0.758486,0.829303,0.839501,0.527097,0.800083,0.489432,0.852930,0.867684,0.498210,0.879857,0.861011,0.498596,0.824977,0.841103,0.857535,0.828314,0.864660,0.839381,0.665389,0.671621,0.370244,0.366548,0.807362,0.403718,0.629973,0.763099,0.710856,0.702875,0.391138,0.088364,0.451648,0.074919,0.173264,0.691154,0.135637,0.167985,0.708837,0.128268,0.183683,0.301646,0.331524,0.634746,0.329362,0.315624,0.162247,0.135712,0.337296,0.343188,0.201726,0.318765,0.294432,0.311178,0.340684,0.296492,0.339796,0.297736,0.307013,0.362044,0.096121,0.134455,0.131469,0.160266,0.129877,0.096199,0.324589,0.144245,0.112451,0.245952,0.137912,0.153913,0.179617,0.161418,0.111000,0.222978,0.251853,0.245817,0.189797,0.140332,0.198022,0.161559,0.084365,0.194384,0.194106,0.104072,0.216696,0.078793,0.109417,0.129273,0.115873,0.125059,0.246581,0.153593,0.151162,0.126116,0.116684,0.137400,0.210118,0.150734,0.097392,0.060701,0.153602,0.114121,0.136991,0.248229,0.123673,0.149307,0.021271,0.130700,0.097725
1,2.005180,2.356699,2.047342,0.740562,0.767416,0.762059,0.814999,0.787744,0.209839,0.771927,0.927764,0.942160,0.401898,0.431436,0.423203,0.434973,0.360047,0.401178,0.411005,0.016976,0.845248,0.036169,0.200798,0.563681,0.484633,0.481112,0.481730,0.513348,0.373796,0.338052,0.345112,0.491364,0.394992,0.387773,0.191717,0.163896,0.172142,0.178697,0.149869,0.185637,0.146363,0.183488,0.366508,0.154983,0.188490,0.180454,0.018842,0.190203,0.347285,0.126614,0.163956,0.057908,0.133356,0.400731,0.112142,0.113929,0.154153,0.477412,0.412416,0.351898,0.425582,0.416958,0.437498,0.270396,0.188230,0.424355,0.441531,0.492221,0.253491,0.123943,0.285565,0.391532,0.056116,0.073179,0.163812,0.250028,0.131308,0.223192,0.289824,0.102304,0.148630,0.165083,0.120032,0.113157,0.215002,0.256361,0.106081,0.140232,0.258751,0.119134,0.182444,0.108689,0.388011,0.055916,0.098888,0.086207,0.018763,0.106000,0.043437,0.127221,0.077135,0.035843,0.267764,0.170484,0.051629,0.232757,0.153015,0.207709,0.043464,0.162446,0.160407,0.170304,0.172718,0.056684,0.046683,0.022284,0.024557,0.059761,0.064865,0.269682,0.061809,0.079047,0.053329,0.217177,0.051096,0.092552,0.039629,0.060051,0.038125,0.005057,0.111571,0.045289,0.016422,0.076822,0.072719,0.199938,0.164054,0.064020,0.216911,0.133886,0.162510,0.116431,0.164488
2,5.582691,1.333284,1.320113,1.340799,1.354023,0.573696,1.212968,0.588220,1.214173,0.618463,1.130623,1.063768,1.066769,0.059315,0.100208,0.242517,0.096119,0.102605,0.546898,0.501222,0.520350,0.547232,0.498579,0.542013,0.464951,0.102548,0.157755,0.112125,0.166075,0.131332,0.113544,0.144895,0.139838,0.141086,0.110998,0.135225,0.154860,0.119054,0.144009,0.094064,0.134043,0.131881,0.155569,0.117001,0.147828,0.160355,0.102089,0.100949,0.090912,0.149054,0.123724,0.109025,0.122614,0.133881,0.142076,0.113253,0.120522,0.109809,0.071394,0.108799,0.128782,0.420696,0.106106,0.098968,0.111129,0.086472,0.086662,0.113663,0.152521,0.126116,0.123770,0.096987,0.106722,0.069485,0.109956,0.159551,0.137583,0.158467,0.115520,0.142218,0.120034,0.073469,0.176561,0.143472,0.113259,0.128493,0.139239,0.076271,0.142293,0.112162,0.141699,0.164561,0.119531,0.149801,0.162831,0.098594,0.110927,0.098384,0.099793,0.123935,0.132979,0.143628,0.055560,0.125526,0.104336,0.145492,0.106331,0.121620,0.114248,0.119527,0.122913,0.115521,0.140417,0.100275,0.163881,0.126128,0.113794,0.081429,0.164126,0.111095,0.141404,0.114046,0.135242,0.130816,0.147449,0.130589,0.108248,0.124214,0.101876,0.121440,0.197829,0.109601,0.114063,0.116405,0.135354,0.119861,0.105741,0.139551,0.131356,0.123239,0.123134,0.111175,0.132005
3,2.619740,3.585011,3.320593,3.329276,2.408052,1.407266,1.372894,1.385817,1.373334,1.140324,1.405957,0.597085,0.567639,1.361004,0.446762,0.819527,0.414779,0.595872,0.663159,0.709564,0.689270,0.249196,0.516415,0.431534,0.442035,0.206011,0.465986,0.513305,0.630281,0.446477,0.448881,0.281459,0.470210,0.463275,0.476769,0.468992,0.449065,0.159902,0.423929,0.309646,0.142770,0.102003,0.204864,0.175536,0.141038,0.107157,0.095998,0.099153,0.103984,0.105818,0.125374,0.143745,0.151447,0.168530,0.205133,0.138894,0.031503,0.123644,0.175580,0.193143,0.121725,0.163388,0.118786,0.179528,0.301821,0.091290,0.146959,0.107618,0.123505,0.112206,0.179636,0.162575,0.154276,0.100709,0.307921,0.104257,0.330904,0.317014,0.113490,0.341224,0.114343,0.111590,0.358520,0.314145,0.358647,0.312791,0.104308,0.078407,0.426974,0.194341,0.368105,0.089794,0.442911,0.329459,0.443459,0.450920,0.454686,0.297659,0.324022,0.308991,0.315554,0.317099,0.265645,0.422717,0.307507,0.197321,0.403775,0.353514,0.378611,0.409322,0.350570,0.277555,0.461268,0.422333,0.178674,0.307938,0.459630,0.316106,0.349547,0.434563,0.288343,0.284111,0.020976,0.326956,0.260251,0.250014,0.275372,0.266332,0.168423,-0.001784,0.091190,0.120166,0.060419,0.075495,0.103045,0.235096,0.038472,0.033841,0.019410,0.048064,0.022898,0.266827,0.086403
4,2.434257,2.141593,2.127422,2.095968,1.804985,1.814457,1.012333,0.942134,0.959101,0.922598,0.958589,0.918147,0.970644,0.945933,0.965864,0.275856,0.942174,0.241635,0.923132,0.954512,0.570806,0.597289,0.958666,0.963972,0.503885,0.549368,0.534028,0.525854,0.415886,0.536539,0.539448,0.945951,0.548841,0.315584,0.304157,0.330011,0.293199,0.353116,0.337183,0.325788,0.354746,0.341649,0.318539,-0.006916,0.390888,-0.036369,0.011449,-0.013168,-0.011678,-0.006830,0.360959,-0.011631,0.338737,0.032190,-0.023085,0.018357,0.338103,0.327556,0.346172,0.344106,0.002074,0.346615,-0.008606,0.288989,0.358267,-0.023275,0.354659,-0.000468,0.320413,0.340167,-0.003421,-0.018292,-0.031693,0.334929,0.335928,0.354029,-0.002657,0.346554,0.320622,0.300236,0.318323,0.298036,-0.024394,-0.006004,-0.023268,-0.021781,0.344906,-0.021014,-0.000070,-0.006182,0.025928,0.014921,-0.003996,0.344267,0.009392,-0.009574,0.031060,0.347147,-0.027371,-0.007238,0.287853,0.322883,0.316678,0.335247,0.333472,0.353732,0.307960,0.295511,0.316516,0.342524,0.323168,0.336075,0.345786,0.320132,0.363199,0.350718,-0.017035,0.001236,0.020200,-0.025741,0.021203,0.183563,-0.013094,0.038928,-0.037671,0.023699,-0.022245,0.020264,-0.009628,0.211930,-0.002212,-0.029392,0.029239,0.019955,-0.017731,0.327321,0.045508,-0.054094,0.147079,0.140796,0.339943,0.023175,0.010040
5,2.641985,1.915099,1.725060,1.681146,1.696564,1.649519,1.151639,1.055915,1.113621,0.960710,0.953097,0.943659,1.168761,0.982833,1.141332,1.130752,1.111702,1.120592,1.113337,0.680037,0.642854,0.656029,0.694288,0.632176,0.701771,0.640840,0.654165,0.658082,0.511409,0.578861,0.315661,0.319027,0.286502,0.327460,0.378060,0.319301,0.313090,0.332209,0.335008,0.319146,0.354713,0.315203,0.342294,0.326670,0.312985,0.328047,0.325090,0.353253,0.329050,0.311382,0.338470,0.332135,0.279614,0.329259,0.274868,0.314132,0.262599,0.308814,0.604157,0.337247,0.270388,0.589430,0.304305,0.321416,0.260117,0.294770,0.286796,0.342520,0.318824,0.335871,0.359488,0.397650,0.305297,0.313813,0.387324,0.342833,0.295923,0.326813,0.275976,0.314698,0.360142,0.292809,0.332486,0.340703,0.328358,0.273794,0.319579,0.326057,0.329179,0.080876,0.256096,0.273404,0.002622,0.031804,0.282700,0.062220,0.016740,0.304076,0.243687,0.253672,0.079190,-0.030525,0.293616,0.010991,-0.000376,0.268361,0.071692,0.068655,0.286914,0.098748,-0.009996,0.002614,0.038555,-0.021543,0.008764,-0.028708,0.017655,0.009249,0.035303,-0.021002,0.346690,0.304694,0.022444,0.095650,-0.015600,0.080251,0.098431,0.027100,-0.005271,-0.037323,0.081932,0.082551,0.010445,0.339977,-0.033467,0.028476,-0.018734,0.076352,-0.007396,-0.007268,0.028839,0.308157,-0.001725
6,1.414541,1.252009,1.300363,1.170552,1.158626,1.189931,1.194687,1.261341,0.827074,0.616705,0.742309,0.758064,0.797500,0.766640,0.919656,0.904533,0.898323,0.876724,0.868590,0.960599,0.947605,0.949872,0.983942,0.955101,0.957329,0.932526,0.957944,0.973031,0.925750,0.987552,0.401265,0.447275,0.937905,0.435307,0.367098,0.453340,1.005633,0.454886,0.428682,0.421392,0.435507,0.441269,0.432653,0.496782,0.433282,0.425205,0.434707,0.422540,0.447620,0.448367,0.493138,0.509375,0.253113,0.192575,0.183728,0.184383,0.203862,0.458096,0.147440,0.117495,0.153936,0.160742,0.155657,0.016986,0.118265,0.082278,0.015801,0.066010,0.097691,0.063355,0.100018,0.061927,0.020959,-0.018160,0.007353,0.135122,-0.013235,0.128792,0.017251,-0.006069,0.160436,0.126519,0.077989,0.071185,0.125254,0.157514,0.029788,0.113987,0.415759,-0.037814,0.190317,0.184934,0.153578,0.155980,0.160477,0.000813,0.062777,0.009624,0.011816,0.005988,0.001442,-0.004036,-0.021326,0.012914,0.026877,0.104530,-0.008785,0.044272,0.160849,0.045261,0.046973,0.070447,0.010705,0.014846,0.094776,0.155065,-0.023623,0.190610,0.019163,0.035932,-0.013531,-0.060447,0.057266,0.094306,0.040019,0.148140,0.064571,0.059499,0.004049,0.044047,0.066379,0.038293,0.065714,0.012178,0.016424,0.027260,-0.003612,0.039139,0.049145,0.035891,0.023936,0.068632,0.055787
7,9.730469,5.340621,1.831759,0.962438,0.962199,0.911841,1.153797,0.829917,0.788474,0.865306,0.866474,0.901005,0.888450,0.899388,0.893746,0.936949,0.878020,1.013519,1.132955,1.167120,1.161100,1.169022,1.144978,0.697707,0.686438,1.157163,0.987120,0.563314,0.569393,0.568323,0.573101,0.636517,0.610009,0.569343,0.524301,0.577456,0.579699,0.537342,0.584279,0.562589,0.604436,0.592413,0.589132,0.594816,0.624782,0.591137,0.591268,0.594899,0.562490,0.591053,0.589590,0.572912,0.582753,0.594073,0.565149,0.602664,0.580871,0.519259,0.598819,0.578406,0.596405,0.609435,0.566216,0.564643,0.597098,0.560110,0.607711,0.574656,0.550784,0.592948,0.573123,0.549520,0.607573,0.583526,0.571729,0.601556,0.572888,0.586216,0.583034,0.555443,0.555056,0.599269,0.601482,0.580486,0.576241,0.584054,0.605788,0.599779,0.611894,0.616774,0.572336,0.559161,0.566879,0.590533,0.565492,0.595877,0.575915,0.586508,0.589009,0.570196,0.589992,0.580535,0.633301,0.557531,0.571400,0.579549,0.570100,0.561313,0.610300,0.588035,0.595111,0.588867,0.396159,0.393333,0.599794,0.595405,0.576852,0.416035,0.410780,0.385398,0.615975,0.376989,0.588541,0.417072,0.457632,0.566473,0.549170,0.417306,0.596268,0.415284,0.384558,0.405858,0.416482,0.412125,0.373957,0.375479,0.373904,0.422405,0.380271,0.400916,0.370858,0.404330,0.604836
8,3.365248,1.751901,1.732657,2.612686,1.375293,1.444486,1.374582,1.854174,1.822771,1.455714,1.480727,1.429113,1.414710,0.931210,1.236222,1.302299,1.547267,0.557669,0.609585,0.599515,0.587882,0.574613,0.556989,0.592964,1.500761,0.782830,0.777601,0.800061,0.825644,0.811970,0.761805,0.780558,0.803137,0.772811,0.791462,0.746191,0.740447,0.774378,0.747030,0.788095,0.473041,0.276857,0.433987,0.272307,0.432390,0.324163,0.313455,0.447541,0.260016,0.309073,0.302638,0.278702,0.307104,0.322862,0.269441,0.301526,0.223771,0.265927,0.319282,0.279300,0.243567,0.244098,0.239502,0.299637,0.312021,0.310485,0.221935,0.350196,0.309491,0.233281,0.226598,0.240034,0.269103,0.260966,0.236098,0.228291,0.241279,0.255012,0.274876,0.227373,0.235780,0.219785,0.268637,0.245240,0.224818,0.281743,0.235519,0.238577,0.256414,0.281118,0.215815,0.287404,0.282335,0.230992,0.251529,0.242006,0.245054,0.252216,0.246811,0.259610,0.263274,0.291888,0.208506,0.510290,0.248912,0.222877,0.233997,0.232575,0.263374,0.284975,0.252296,0.220395,0.236370,0.271900,0.243117,0.246896,0.241504,0.210694,0.251935,0.210252,0.247501,0.272371,0.261138,0.276709,0.245956,0.214820,0.248666,0.241995,0.281341,0.230595,0.237577,0.237418,0.227581,0.280185,0.206240,0.240212,0.274245,0.249561,0.252377,0.238456,0.275233,0.234723,0.264204
9,1.251681,1.389011,1.416605,1.147245,1.166232,0.788147,0.797481,1.123919,0.689221,0.690721,0.640081,0.640540,0.679842,0.653412,0.693942,0.697755,1.025788,0.684591,0.647384,0.682470,1.054661,0.693795,0.714394,0.700676,0.663070,0.687397,0.215333,0.254511,0.208592,0.232353,0.231776,0.204075,0.211941,0.647729,0.232058,0.171762,0.650094,0.615629,0.627000,0.665682,0.448580,0.441979,0.202863,0.542124,0.456686,0.662218,0.410908,0.658434,0.256390,0.255717,0.439215,0.438412,0.618230,0.448448,0.629798,0.423616,0.327658,0.462856,0.122073,0.420256,0.139134,0.155455,0.139389,0.148755,0.130452,0.096357,0.149637,0.260042,0.137872,0.115028,0.268101,0.280540,0.121984,0.277043,0.272334,0.278778,0.515740,0.288004,0.530892,0.485886,0.530562,0.505086,0.537603,0.487923,0.474589,0.548253,0.547672,0.516946,0.530542,0.506533,0.540475,0.508995,0.532857,0.509008,0.481696,0.558523,0.491451,0.537635,0.274704,0.512470,0.278150,0.269964,0.491766,0.524123,0.243006,0.531652,0.261253,0.567753,0.299787,0.540375,0.315441,0.272228,0.517399,0.496499,0.144690,0.286923,0.332657,0.266245,0.500215,0.523896,0.536044,0.495494,0.545438,0.515439,0.279900,0.108100,0.310295,0.286800,0.287922,0.301152,0.267146,0.273841,0.279499,0.281639,0.248355,0.251006,0.285956,0.303282,0.288313,0.279388,0.273401,0.285357,0.250316
