Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
independent,1,9,114_107_75_94_113_126_12_88_118_55_104_52_134_33_1_43_139_73_34_69,47.910724
independent,1,10,46_111_115_139_49_86_25_16_62_5_35_80_119_65_8_60_105_127_47_93,50.886992
independent,1,11,86_91_63_51_133_38_103_56_97_11_134_55_2_116_18_115_69_121_140_135,48.135438
independent,1,12,0_101_55_59_23_89_129_87_75_33_146_48_104_139_45_1_125_28_70_7,48.512076
independent,1,13,76_84_45_112_127_50_52_134_12_120_55_20_144_104_129_139_1_17_26_75,48.463967
independent,1,14,46_12_124_140_34_55_80_10_127_43_70_134_106_52_45_7_74_104_1_139,48.932514
independent,1,15,98_92_27_75_67_88_33_15_127_55_1_78_11_134_70_43_139_45_104_7,47.407277
independent,1,16,33_45_139_69_25_140_134_120_129_55_81_75_52_70_7_104_1_11_61_43,46.782438
independent,1,17,127_62_45_55_102_69_80_115_33_52_75_11_134_140_70_43_7_104_1_139,46.454948
independent,1,18,8_67_11_62_145_43_35_102_73_143_104_134_32_70_1_7_148_55_65_139,47.151127
independent,1,19,4_3_74_119_127_8_11_146_46_65_62_43_48_104_1_134_55_70_139_7,47.714511
independent,1,20,140_103_136_109_75_120_114_52_11_43_65_113_104_33_1_134_70_55_7_139,47.146923
independent,1,21,12_112_140_55_69_52_120_65_103_75_122_33_11_104_43_1_134_70_7_139,46.412628
independent,1,22,55_88_34_11_52_73_50_140_104_75_67_58_65_112_43_1_134_70_7_139,47.268667
independent,1,23,14_112_120_75_67_12_140_92_33_43_37_50_11_7_104_134_1_70_55_139,47.231420
independent,1,24,48_75_67_69_85_65_115_51_127_140_11_43_104_1_112_134_70_55_7_139,46.358421
independent,1,25,110_119_120_129_48_115_127_67_112_140_11_43_75_139_70_104_1_134_55_7,47.055920
independent,1,26,95_116_81_33_127_140_65_19_43_120_50_75_104_11_1_134_139_55_70_7,47.060506
independent,1,27,92_120_135_114_51_140_1_52_67_69_43_65_112_104_11_139_134_55_70_7,46.834380
independent,1,28,2_65_12_140_43_69_38_11_113_112_104_9_67_114_1_134_139_55_70_7,47.192955
independent,1,29,83_118_52_34_12_43_127_140_75_65_11_112_69_104_1_134_139_70_55_7,46.605177
independent,1,30,67_65_146_43_140_45_112_71_35_69_75_12_104_55_1_139_134_127_70_7,46.391966
independent,1,31,70_126_48_87_11_65_116_119_101_12_39_112_75_104_1_139_127_134_55_7,47.178927
independent,1,32,35_33_112_65_40_89_28_69_3_104_12_75_121_1_139_127_70_7_134_55,46.598522
independent,1,33,11_54_65_129_13_45_88_69_38_28_104_12_1_139_75_127_70_7_134_55,46.627175
independent,1,34,26_113_45_11_38_12_65_104_129_25_139_69_1_75_127_54_70_134_7_55,46.630188
independent,1,35,102_120_22_55_113_26_12_129_104_45_65_139_69_38_1_127_75_134_70_7,46.661493
independent,1,36,26_103_34_67_43_102_28_12_104_38_65_139_1_69_127_75_70_134_7_55,46.518513
independent,1,37,52_55_45_89_25_112_11_12_3_43_104_139_1_65_69_127_134_75_70_7,46.622927
independent,1,38,88_38_52_11_3_7_36_43_112_65_89_104_139_127_1_69_75_70_134_55,46.548835
independent,1,39,11_140_129_33_118_43_112_26_38_65_104_139_127_55_1_69_75_70_7_134,46.474347
independent,1,40,66_70_140_52_67_112_33_43_11_119_65_104_139_127_1_69_75_134_7_55,46.494541
independent,1,41,35_136_43_11_103_63_140_69_65_104_127_139_33_1_82_75_134_70_7_55,46.277943
independent,1,42,115_102_125_11_48_140_67_43_104_7_65_139_33_127_1_75_134_69_70_55,46.353516
independent,1,43,115_45_11_48_114_122_140_43_55_104_33_65_139_1_127_75_69_70_134_7,46.410129
independent,1,44,67_113_140_11_134_54_25_65_45_7_43_104_33_139_127_75_1_69_70_55,46.567044
independent,1,45,52_140_1_102_38_45_48_67_43_33_104_65_139_127_75_134_69_70_7_55,46.644978
independent,1,46,92_34_11_140_12_43_33_67_26_65_55_104_139_127_7_1_75_134_69_70,46.384724
independent,1,47,63_129_140_11_26_12_43_33_65_139_104_67_127_70_1_75_134_69_7_55,46.498157
independent,1,48,48_140_25_7_12_26_43_67_11_33_104_139_65_127_1_75_134_69_70_55,46.410560
independent,1,49,86_140_0_54_80_33_43_67_11_104_139_127_65_1_75_134_69_70_7_55,46.401692
independent,1,50,48_35_28_11_139_26_33_43_80_127_67_104_65_1_75_134_69_70_7_55,46.168770
independent,1,51,34_11_35_67_131_48_139_33_127_70_65_43_80_104_1_75_134_69_7_55,46.259585
independent,1,52,134_35_12_67_48_127_11_104_33_43_65_34_139_1_75_80_69_70_55_7,46.245712
independent,1,53,48_67_113_12_11_33_127_34_69_139_70_43_104_65_80_1_75_134_55_7,46.512537
independent,1,54,113_33_48_102_11_34_12_127_139_80_104_65_43_1_75_134_69_70_55_7,46.493210
independent,1,55,67_52_38_89_11_12_33_1_139_127_65_43_48_104_75_134_69_70_55_7,46.538355
independent,1,56,43_63_120_89_52_48_12_11_65_33_127_139_104_134_1_75_55_69_70_7,46.491058
independent,1,57,141_35_116_1_67_33_48_12_11_69_65_127_139_43_104_75_134_70_55_7,46.307285
independent,1,58,2_67_33_130_69_92_43_12_11_48_65_127_104_139_1_75_134_70_55_7,46.345997
independent,1,59,12_81_111_88_48_65_11_43_127_69_33_2_139_104_1_75_134_70_55_7,46.346630
independent,1,60,45_48_12_33_81_65_11_2_101_139_127_43_104_1_75_134_69_70_55_7,46.461323
independent,1,61,52_12_38_2_48_33_92_65_11_127_43_139_104_1_75_134_69_70_55_7,46.449404
independent,1,62,35_92_81_52_48_127_65_33_11_75_43_139_2_70_104_1_134_69_55_7,46.028091
independent,1,63,136_92_70_52_65_48_81_127_139_33_11_43_104_1_75_2_134_69_55_7,46.286156
independent,1,64,48_81_52_101_92_65_33_127_139_11_2_43_104_1_75_134_69_70_55_7,46.313000
independent,1,65,81_63_48_92_52_65_33_139_127_11_43_2_104_75_1_134_70_69_55_7,46.253404
independent,1,66,114_48_101_92_52_65_127_2_33_11_139_69_134_43_104_75_1_70_55_7,46.446155
independent,1,67,48_120_92_52_2_43_33_132_65_127_139_11_104_1_75_134_70_69_7_55,46.356126
independent,1,68,135_54_52_17_48_2_65_33_43_139_127_11_104_1_75_55_134_69_70_7,46.473085
independent,1,69,25_67_27_140_48_2_11_65_33_127_75_43_139_104_1_134_70_69_55_7,46.515875
independent,1,70,33_92_104_140_69_67_134_120_48_2_65_127_43_139_11_1_75_70_55_7,46.344314
independent,1,71,143_52_48_1_12_134_120_104_65_7_69_2_33_127_43_139_11_75_70_55,46.433438
independent,1,72,12_140_81_48_120_65_33_43_127_2_139_11_104_1_75_134_69_70_55_7,46.328596
independent,1,73,136_140_81_48_120_127_139_65_43_33_2_11_104_1_75_134_55_69_70_7,46.284161
independent,1,74,129_145_140_48_120_65_2_127_33_43_139_11_104_1_75_134_69_55_70_7,46.488067
independent,1,75,137_112_96_120_48_104_127_65_33_2_43_139_11_75_1_134_69_55_70_7,46.412079
independent,1,76,134_81_140_94_120_48_33_65_127_2_43_139_104_11_1_75_55_70_69_7,46.368549
independent,1,77,76_119_48_65_120_112_127_2_33_43_139_11_104_1_75_134_55_69_70_7,46.410287
independent,1,78,113_65_92_48_120_2_127_33_122_43_139_104_11_1_75_134_55_70_69_7,46.390189
independent,1,79,48_92_2_120_103_127_7_33_63_65_43_139_104_11_1_75_134_55_70_69,46.179365
independent,1,80,48_2_120_127_103_122_33_63_69_65_43_139_104_11_1_75_134_70_55_7,46.263909
independent,1,81,65_48_120_127_2_104_122_134_33_43_139_103_63_75_1_11_55_70_7_69,46.301324
independent,1,82,120_48_65_127_122_2_103_33_43_63_139_104_1_11_75_134_55_70_7_69,46.247202
independent,1,83,81_139_103_92_48_65_2_33_127_134_63_43_104_75_1_11_55_70_7_69,46.146976
independent,1,84,92_11_81_103_63_2_48_127_65_33_139_43_104_75_1_134_55_70_69_7,46.131297
independent,1,85,120_88_121_63_48_2_33_127_65_43_139_104_75_1_11_134_55_70_7_69,46.403915
independent,1,86,103_92_7_2_48_63_140_33_127_65_43_139_104_75_1_55_11_134_70_69,46.234724
independent,1,87,118_114_127_3_2_63_48_33_65_43_139_75_104_11_1_134_55_70_7_69,46.549041
independent,1,88,89_62_104_3_2_48_11_63_127_33_65_43_139_75_1_7_134_55_70_69,46.439441
independent,1,89,69_89_113_127_3_48_2_63_33_65_43_139_75_55_104_11_1_134_70_7,46.575011
independent,1,90,3_67_48_52_2_63_33_127_1_65_43_139_75_104_11_134_55_70_7_69,46.507882
independent,1,91,73_52_63_55_2_48_65_127_33_122_43_139_75_104_69_11_1_134_70_7,46.594474
independent,1,92,92_81_18_63_48_2_65_127_75_11_33_43_139_104_1_134_55_70_7_69,46.305850
independent,1,93,112_48_140_92_7_63_2_127_65_33_43_139_75_104_11_1_134_55_70_69,46.357764
independent,1,94,112_92_140_2_63_33_48_127_43_65_139_75_104_11_1_134_55_70_7_69,46.372738
independent,1,95,62_140_2_63_48_127_69_65_33_112_70_43_139_75_104_11_1_134_55_7,46.324437
independent,1,96,140_62_102_63_2_127_48_33_65_43_139_75_104_11_1_134_55_70_7_69,46.273266
independent,1,97,11_78_63_112_2_140_75_48_33_134_139_127_65_43_104_1_55_70_7_69,46.381527
independent,1,98,112_2_63_92_140_33_127_48_43_65_75_139_104_11_1_134_70_55_7_69,46.346092
independent,1,99,140_62_112_92_63_48_33_104_65_127_43_75_139_11_1_134_55_70_7_69,46.179311
independent,1,100,33_52_62_92_112_63_127_43_48_65_139_75_104_1_11_134_70_55_7_69,46.183499
independent,1,101,103_75_63_140_92_48_33_65_112_127_43_139_11_104_1_134_55_70_7_69,46.202618
independent,1,102,114_92_140_70_127_63_48_65_75_33_139_112_43_11_104_1_134_55_7_69,46.344629
independent,1,103,140_28_92_33_63_48_127_65_112_43_75_139_11_55_104_1_134_70_7_69,46.319304
independent,1,104,103_92_63_28_33_48_127_65_112_43_139_75_11_104_1_134_55_70_7_69,46.143601
independent,1,105,69_91_73_103_63_33_127_48_65_43_75_139_112_11_104_1_55_134_70_7,46.135772
independent,1,106,122_103_63_48_65_50_1_33_127_112_43_139_75_11_104_134_55_70_7_69,46.205589
independent,1,107,62_92_103_33_63_48_127_112_65_43_139_75_11_104_1_134_55_70_7_69,46.001658
independent,1,108,63_2_103_92_33_48_65_127_112_43_139_75_11_104_1_134_70_55_7_69,46.135355
independent,1,109,92_2_63_103_1_33_48_65_127_112_43_70_139_75_11_104_134_55_7_69,46.156151
independent,1,110,2_102_103_63_48_33_127_112_65_43_75_139_11_104_1_134_55_70_7_69,46.235651
independent,1,111,92_103_63_120_134_33_48_127_65_112_43_75_139_11_104_1_55_70_7_69,46.100451
independent,1,112,102_122_63_103_48_65_33_127_112_104_43_139_75_11_69_1_134_70_55_7,46.169779
independent,1,113,47_33_122_103_63_48_43_65_11_127_112_139_75_104_55_1_134_70_7_69,46.220686
independent,1,114,122_103_48_104_34_33_127_63_43_112_65_139_75_11_1_134_70_55_7_69,46.273295
independent,1,115,52_80_33_103_63_48_127_43_65_11_112_139_75_104_1_134_70_55_7_69,46.289451
independent,1,116,102_120_103_33_63_43_48_65_104_127_112_139_75_11_1_134_70_55_7_69,46.108596
independent,1,117,67_103_102_63_104_33_127_43_48_65_112_139_75_11_1_134_70_55_7_69,46.185445
independent,1,118,2_102_33_103_48_43_127_63_112_65_139_75_11_104_1_134_70_55_7_69,46.169408
independent,1,119,89_48_103_88_63_33_127_43_65_112_139_75_11_104_1_134_70_55_7_69,46.249717
independent,1,120,103_30_33_63_48_88_127_43_112_65_139_11_75_104_1_134_70_55_69_7,46.311626
independent,1,121,103_89_3_33_48_43_63_127_65_112_139_75_11_104_1_134_70_55_7_69,46.294912
independent,1,122,55_2_120_103_63_33_43_48_127_65_112_139_75_11_104_1_134_70_7_69,46.220038
independent,1,123,70_140_103_0_63_33_43_127_48_112_104_65_139_75_11_1_134_55_7_69,46.170774
independent,1,124,140_122_103_63_33_48_43_104_127_112_65_139_75_11_1_134_70_55_7_69,46.223268
independent,1,125,74_103_11_140_33_63_43_127_112_48_65_139_75_70_104_1_134_55_7_69,46.237224
independent,1,126,115_103_63_140_33_43_48_65_127_112_139_11_75_104_1_134_70_55_7_69,46.228775
independent,1,127,89_140_103_63_48_33_43_65_127_112_139_75_134_11_104_1_70_55_7_69,46.276116
independent,1,128,3_7_89_140_33_43_134_63_48_65_127_112_139_11_75_104_1_70_55_69,46.480848
independent,1,129,140_3_89_33_63_48_65_43_127_112_139_11_75_104_1_134_70_55_7_69,46.477980
independent,1,130,89_3_140_63_48_112_33_43_65_104_127_69_75_139_11_1_134_70_55_7,46.455984
independent,1,131,52_140_33_42_63_43_127_48_69_65_112_139_11_75_104_1_134_70_55_7,46.512397
independent,1,132,103_46_63_33_43_48_129_65_127_112_139_11_75_104_1_134_55_70_7_69,46.301453
independent,1,133,25_33_103_43_63_70_48_127_129_65_112_55_139_1_11_75_104_134_7_69,46.270783
