Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150
0,7.004335,5.063111,3.045527,3.449810,3.548098,3.388963,2.985669,3.399948,3.412246,3.539476,3.047177,2.729854,2.900069,2.854832,3.205551,3.231993,2.414991,2.164164,2.510527,2.502257,2.383463,2.092433,2.216549,2.493635,2.457072,2.472361,2.454864,2.444386,2.484825,2.319258,2.308996,2.341310,2.324792,2.341863,2.332808,2.283582,2.274719,2.265136,2.307734,2.304421,2.314537,2.312467,2.326716,2.338365,2.347262,2.356116,2.324405,2.305993,2.352169,2.302914,2.312337,2.317707,2.316914,2.315520,2.335579,2.291061,2.336387,2.337404,2.376064,2.330987,2.292565,2.354633,2.289768,2.308850,2.317798,2.318006,2.312375,2.281704,2.316057,2.300822,2.328003,2.348698,2.346018,2.347286,2.338639,2.325209,2.357768,2.325833,2.313311,2.323139,2.332766,2.333622,2.310091,2.335634,2.327344,2.353928,2.301248,2.318968,2.330969,2.309722,2.316164,2.326790,2.380070,2.341574,2.309721,2.322668,2.296925,2.334071,2.328829,2.345127,2.338835,2.334904,2.356822,2.348495,2.344065,2.328434,2.327108,2.272108,2.266143,2.260167,2.234314,2.336388,2.348506,2.309161,2.323688,2.347818,2.363341,2.326261,2.308448,2.330282,2.320227,2.342360,2.338418,2.382354,2.326708,2.302516,2.340279,2.335048,2.364878,2.329037,2.333798,2.335779,2.312765,2.323352,2.305834,2.311561,2.321105,2.331460,2.329040,2.328004,2.315371,2.320569
1,5.231312,5.078516,2.769216,3.560117,3.806477,3.405847,3.394432,3.433364,3.322913,3.311967,3.092111,3.333252,2.899482,3.056498,2.871453,2.643487,3.245220,2.961700,2.978220,2.820139,2.686601,2.674773,2.740070,2.243746,2.799198,2.814789,2.756429,2.743659,2.798839,2.933995,2.736323,2.836815,2.816184,2.752975,2.798708,2.724963,2.772402,2.744131,2.794229,2.797490,2.893077,2.962595,2.794739,2.697914,2.905963,2.794429,2.801872,2.853442,2.844714,2.833302,2.891933,2.882823,2.859573,2.836500,2.842598,2.827674,2.858102,2.962901,2.948375,2.939945,2.936935,2.852336,2.859620,2.894911,2.873362,2.859219,2.858886,2.849580,2.847669,2.875513,2.851845,2.862705,2.853066,2.848692,2.847115,2.872150,2.897256,2.861735,2.835676,2.845469,2.871643,2.869922,2.874248,2.839626,2.871419,2.864381,2.834966,2.844987,2.885919,2.839352,2.854601,2.846032,2.838299,2.837838,2.845775,2.822463,2.877151,2.884845,2.846439,2.849117,2.848565,2.858757,2.839289,2.864146,2.860171,2.849602,2.886173,2.826541,2.887742,2.870131,2.865656,2.854170,2.849223,2.823275,2.840363,2.845835,2.889977,2.851961,2.845079,2.925239,2.938968,2.829077,2.945608,2.947176,2.967086,2.919697,2.975132,2.946388,2.946495,2.845360,2.933283,2.872523,2.852584,2.876962,2.860514,2.851451,2.882224,2.830556,2.824948,2.947726,2.951292,2.823367
2,5.107471,3.682044,4.195609,4.000781,3.797282,3.598518,3.605715,3.546255,3.550776,3.586926,3.569464,3.580949,3.645465,3.583108,3.879342,4.121357,3.586338,3.523044,3.598197,3.048174,3.038177,3.032976,2.835182,2.848496,2.817114,2.805395,2.829189,2.820888,2.824182,2.780530,2.719724,2.960834,2.983863,3.038646,2.831495,2.848346,2.820363,2.806565,2.879572,2.818239,3.043661,3.011115,2.859948,2.791479,3.037766,2.811282,3.051766,3.049713,3.032681,3.044570,3.057548,3.006521,3.256375,3.263323,3.054226,3.071495,3.055736,3.040861,3.232967,3.053788,3.021010,3.048441,3.028639,3.077380,3.087087,3.014919,3.008458,3.025254,3.022295,3.045112,3.018524,3.013652,2.879379,3.014761,3.034266,2.996976,3.080606,3.024237,3.060496,2.840893,2.856095,2.821917,2.843845,2.931520,2.859777,2.863699,3.307293,3.281939,2.866637,2.843574,2.838363,2.870605,2.848714,2.865996,2.868807,2.860979,2.864598,2.838907,2.878645,2.852071,2.863778,2.891311,2.850680,3.074066,3.027893,3.100841,2.807384,2.864144,2.898434,2.837918,2.854607,2.864691,2.861412,2.876830,2.871316,2.850183,2.878945,2.890215,2.847632,2.884795,2.908516,2.854551,2.897806,2.851181,3.051476,2.873794,2.861942,2.868453,2.838026,2.897928,2.851906,2.841253,2.838071,2.829057,3.208999,2.962624,2.955819,3.004323,3.018087,2.987393,2.979794,2.987189
3,3.761237,3.637132,2.536703,2.116176,2.309702,2.655860,2.602003,3.340785,2.236727,2.440677,2.231683,1.499770,1.644582,2.270623,2.894388,2.884633,2.880430,2.801509,2.697889,2.284460,2.734439,2.568434,2.086964,2.291339,2.459157,2.125227,2.089746,2.110492,2.107059,2.104539,2.112056,2.112729,2.202630,2.203804,2.180479,2.181817,2.273163,2.207049,2.170046,2.212581,2.206695,2.201120,2.146966,2.220016,2.175150,2.223028,2.264795,2.228457,2.182416,2.234469,2.227220,2.191439,2.189947,2.223610,2.165860,2.213940,2.214666,2.190201,2.194490,2.195949,2.210197,2.211170,2.174859,2.203186,2.183405,2.201539,2.179141,2.207042,2.203045,2.168409,2.215489,2.222477,2.176754,2.183719,1.443631,1.454165,1.359376,1.329961,1.350244,1.339392,1.359009,1.356469,2.146439,2.102453,2.117439,2.091731,2.100874,2.057669,2.114725,2.087009,2.106139,2.063576,2.101153,2.120196,2.118624,2.137832,2.061323,2.089283,2.101601,2.125726,2.108336,2.115011,2.129296,2.117513,1.351197,2.064084,2.138144,2.127149,2.088960,2.083781,2.112246,2.126995,2.196590,2.169754,2.207744,2.192071,2.164722,2.188836,2.200601,2.199759,2.078533,2.098822,2.075905,2.211132,2.221450,2.119446,2.063225,2.094777,2.069552,2.100728,2.101799,2.078286,2.061561,2.070276,2.123352,2.069559,2.087861,2.059143,2.100951,2.104671,2.128689,2.121802
4,8.211656,6.350237,3.524061,4.184922,3.894760,3.591325,3.160632,3.182685,3.497631,3.457042,3.288909,3.334347,3.416350,3.402333,3.352360,3.326054,3.358057,3.373003,3.347247,3.332685,3.296905,3.671843,3.665222,3.725156,3.640568,3.326685,3.311596,3.306935,3.295006,3.400060,3.292019,3.307252,3.322223,3.280780,3.327723,3.315805,3.276752,3.322797,3.303268,3.296561,3.326082,3.310705,3.311066,3.343218,3.354057,3.268395,3.326817,3.295492,3.312625,3.313513,3.268376,3.275358,3.299053,3.329679,3.314819,3.263563,3.318083,3.340276,3.310578,3.291217,3.326829,3.335076,3.326112,3.292885,3.365030,3.347872,3.329753,3.313694,3.270272,3.366380,3.311416,3.317411,3.339427,3.315423,3.529337,3.284441,3.328087,3.325572,3.293083,3.332228,3.305318,3.325227,3.313982,3.332532,3.285850,3.256159,3.327217,3.302807,3.298502,3.665246,3.658776,3.306868,3.670717,3.331568,3.338217,3.295154,3.273330,3.284109,3.321843,3.310884,3.295364,3.304300,3.336581,3.283863,3.303259,3.298527,3.312875,3.327155,3.309508,3.303410,3.329444,3.309396,3.349866,3.325955,3.290480,3.292024,3.330726,3.342522,3.336487,3.326327,3.296516,3.340179,3.307957,3.326331,3.312631,3.339736,3.297138,3.291189,3.319776,3.331480,3.302992,3.290146,3.323514,3.305131,3.307987,3.305948,3.314372,3.296909,3.303487,3.291711,3.319251,3.303595
5,3.827382,2.819369,3.304803,2.679643,2.681617,2.504938,2.542608,2.560215,2.530235,2.682782,2.643423,1.769378,1.561537,1.725918,1.726520,1.408579,1.705662,1.753388,1.787123,1.711294,1.660480,1.990495,2.969364,2.796181,3.153834,3.509535,3.042638,3.022813,3.029063,2.693561,2.707607,2.706882,2.737826,2.696754,2.737028,2.728725,2.729283,2.721441,2.735104,2.714959,2.734978,2.709665,2.694239,2.703526,2.710049,2.705795,2.711511,2.706488,2.663925,2.728778,2.726693,2.608380,2.612180,2.712538,2.718827,2.698935,2.750522,2.716148,2.718422,2.725030,2.715524,2.723861,2.713628,2.709518,2.717976,2.671625,2.724474,2.726804,2.715130,2.697530,2.754236,2.701844,2.704808,2.706607,2.685856,2.715280,2.703168,2.709344,2.688420,2.707114,2.703921,2.703737,2.740582,2.749701,2.715152,2.739678,2.715210,2.726943,2.675360,2.711052,2.714913,2.728856,2.701674,2.718200,2.702414,2.763428,2.673366,2.690727,2.701518,2.686187,2.728434,2.725248,2.711259,2.754600,2.736039,2.719271,2.685744,2.698585,2.701972,2.732339,2.680193,2.686201,2.700940,2.712315,2.765790,2.712108,2.729874,2.721747,2.703789,2.724084,2.753349,2.774140,2.726210,2.696577,2.713148,2.702726,2.749630,2.686968,2.737901,2.736221,2.688996,2.691003,2.731945,2.735866,2.741294,2.708767,2.702917,2.697660,2.761004,2.727631,2.720527,2.705475
6,3.022147,3.331806,2.399723,2.988639,3.681655,2.887975,3.114209,3.070308,2.704956,2.892960,2.405968,2.469468,2.416871,2.419981,2.327913,2.410088,2.417355,2.243534,2.300211,2.433628,2.266837,2.302935,2.299733,2.304337,2.427949,2.419608,2.442653,2.299152,2.453733,2.377475,2.410726,2.424060,2.447642,2.410251,2.386930,2.412119,2.287267,2.311546,2.335048,2.305419,2.293963,2.272521,2.287685,2.311349,2.284064,2.207514,2.201211,2.160692,2.302029,2.292497,2.282635,2.291126,2.293425,2.290121,2.283716,2.280728,2.309248,2.388768,2.264349,2.475736,2.472863,2.427205,2.190571,2.224944,2.224889,2.194757,2.201562,2.422836,2.360803,2.405632,2.424570,2.393522,2.369933,2.249716,2.254814,2.208850,2.235079,2.024229,2.231049,2.231075,2.216541,2.280679,2.224568,2.240500,2.231494,2.249368,2.245634,2.251098,2.169190,2.120062,2.136164,2.175363,2.165379,2.154018,2.131316,2.151652,2.151485,2.153097,2.152534,2.135873,2.151241,2.153759,2.148135,2.139520,2.158980,2.146583,2.145156,2.124631,2.163949,2.169906,2.158654,2.133740,2.133483,2.102410,2.143070,2.139451,2.126106,2.154382,2.169046,2.140944,2.156181,2.175873,2.156701,2.138664,2.139236,2.125673,2.157671,2.168600,2.156690,2.164755,2.137385,2.137003,2.135334,2.163547,2.177261,2.124302,2.114892,2.144011,2.121899,2.173310,2.155223,2.190668
7,3.684848,3.801041,4.942865,4.803198,5.381095,4.349928,4.609954,4.023625,4.092513,5.507566,4.686645,4.607739,4.577887,3.873519,4.752890,4.678979,3.849900,3.869801,4.568805,4.159888,4.140536,3.443342,3.737156,4.189738,4.123158,4.224770,4.118211,4.592098,4.584704,4.517940,4.518726,4.534712,4.529900,4.550168,4.573618,4.548761,4.507740,4.548318,4.540489,4.533313,4.147808,4.960134,4.970812,4.971424,4.972213,4.918859,4.950115,4.989793,4.949769,4.956909,4.963399,4.942309,4.952050,4.167800,4.977980,4.951620,4.953882,4.987278,4.950268,4.956111,4.945275,4.951914,4.955932,4.986213,4.947017,4.976159,4.964586,4.985743,4.967753,4.954862,4.913717,4.974867,4.951306,4.966536,4.968675,4.988129,4.956014,4.956500,4.976933,4.963865,4.155847,4.945236,4.922248,4.961615,4.975575,4.926270,4.960738,4.918498,4.940923,4.969595,4.985805,4.975753,4.970951,4.927936,4.925570,4.933312,4.951641,4.941895,4.955534,4.942226,4.988899,4.185069,4.219693,4.131111,4.159378,4.190356,4.152910,4.160046,4.164299,4.166191,4.180490,4.139361,4.147769,4.174422,4.171297,4.185450,4.160002,4.141314,4.174335,4.194429,4.152188,4.191949,4.180923,4.212365,4.194787,4.187356,4.151266,4.163665,4.153413,4.145412,4.189644,4.181687,4.155503,4.182887,4.150767,4.148097,4.186446,4.209480,4.164196,4.163241,4.192734,4.152749
8,2.925052,1.944381,2.166300,2.524786,2.622945,3.469298,2.620862,2.300640,2.043754,1.997035,2.046239,2.010014,1.992154,1.992186,1.970623,1.993660,2.052133,2.063574,2.072206,2.061802,2.000177,1.993020,2.067379,2.108835,2.089303,2.063630,2.079584,2.072878,2.092742,2.066977,2.057777,2.029544,2.090792,2.372288,2.330804,2.340914,2.453457,2.550415,2.510620,2.473442,2.458893,2.480093,2.477963,2.509601,2.527226,2.482209,2.510235,2.465156,2.493228,2.466666,2.475416,2.454511,2.540242,2.501445,2.465041,2.485624,2.477163,2.478211,2.503782,2.507039,2.506262,2.501651,2.448956,2.144815,2.513404,2.461370,2.194621,2.168161,2.129348,2.209224,2.147486,2.505180,2.168297,2.204654,2.179941,2.143967,2.162142,2.182421,2.149999,2.213025,2.183917,2.173677,2.154982,2.145239,2.470146,2.485006,2.444950,2.184965,2.133736,2.194004,2.169606,2.174042,2.180801,2.194221,2.228769,2.181956,2.136278,2.191770,2.162057,2.187814,2.163435,2.130209,2.191568,2.094744,2.116057,2.086959,2.086658,2.105646,2.095257,2.180257,2.178525,2.158113,2.178579,2.156948,2.182472,2.166830,2.171349,2.183264,2.192700,2.176594,2.173465,2.173292,2.198857,2.170226,2.151040,2.174025,2.140171,2.177029,2.168634,2.183009,2.170073,2.139180,2.161112,2.175548,2.177094,2.129058,2.174258,2.211969,2.182467,2.149739,2.186313,2.142363
9,4.446290,6.730660,5.576317,5.027517,5.705176,6.108501,5.186019,5.344939,5.990280,5.182928,5.277023,6.300045,5.026486,5.683602,5.732985,5.434647,5.223984,5.027574,4.995222,5.019382,5.019169,5.046209,4.683525,5.000831,4.693035,4.629136,4.648736,5.013297,5.000714,5.037384,5.073772,5.015168,4.994143,5.021297,5.023613,5.029561,4.987310,4.569387,4.965720,4.971781,4.958395,4.940130,4.966969,4.961455,4.801584,4.952068,4.986866,4.985037,4.944850,4.962043,4.947596,4.410401,4.866324,4.888408,4.897137,4.692764,4.671990,4.781377,4.680835,4.408832,4.781584,4.773961,4.823656,4.737905,4.688968,4.692313,4.711852,4.708493,4.674344,4.766806,4.680625,4.875317,4.901389,4.864625,4.837433,4.869862,4.952129,4.994602,4.953167,4.876213,4.872056,4.888687,4.870573,4.881775,4.886171,4.890740,4.876129,4.885007,4.900490,4.880978,4.885364,4.725975,4.890730,4.900581,4.724506,4.703858,4.689796,4.763374,4.770411,4.775557,4.761192,4.760969,4.762956,4.746785,4.759122,4.748042,4.764269,4.808541,4.783657,4.779637,4.775267,4.780865,4.772683,4.811220,4.735045,4.805133,4.772706,4.793505,4.765067,4.753584,4.745239,4.767297,4.750666,4.830171,4.701287,4.676596,4.722905,4.683227,4.638566,4.716853,4.690617,4.684918,4.653121,4.698762,4.666917,4.710348,4.695223,4.680064,4.659486,4.452981,3.294721,3.270653
