Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150
0,2.107300,8.510889,6.999837,8.602280,6.414208,10.021197,5.806203,6.498429,6.129163,2.719531,3.363658,1.689349,4.257321,2.814832,3.123862,1.757518,2.289249,4.478212,1.523251,3.559448,2.094576,1.601503,1.521517,1.958296,1.939417,2.515589,2.467448,2.813041,4.541629,2.600747,2.675373,1.721574,2.458559,2.154894,2.498645,1.123092,1.883217,2.363140,1.662762,1.910369,1.673561,1.248678,2.023809,2.273090,2.410112,1.692560,2.214976,2.235855,1.798494,1.537329,4.062779,1.417692,1.201487,1.386197,1.858673,1.126281,1.172577,1.781105,3.613761,2.522003,1.656000,2.549098,1.987451,3.132719,2.625751,2.337343,1.808825,1.397202,1.952617,3.178421,4.018885,3.007735,2.480057,1.737324,1.471350,1.810903,1.850073,1.638097,1.563211,1.360531,1.912258,1.347545,1.915768,2.211709,2.432897,2.175874,1.313957,2.063810,2.370673,3.144789,2.928030,1.927859,1.963127,1.340602,1.096958,0.941421,0.811940,1.208849,1.217900,1.040935,1.033810,0.983031,1.024675,1.041439,1.342268,1.615895,1.273809,1.126238,1.472509,1.194140,1.008533,1.022626,1.241075,1.048976,1.292610,1.450922,1.445342,1.475256,1.932405,1.646466,1.300066,1.127659,1.795966,1.582991,1.666160,1.642643,1.683333,1.814859,1.228653,1.311535,1.229803,1.315221,1.348158,1.483150,1.474166
1,6.801624,4.240155,6.757613,5.725289,6.898455,7.367432,4.809076,6.855387,5.379041,5.625274,5.009300,5.557166,6.221090,4.565872,8.944768,2.775193,3.932703,2.472365,1.690464,1.117251,2.468656,2.517238,2.138266,2.975279,2.400823,3.812419,2.916699,1.625954,2.047053,2.510940,2.263926,1.891899,2.683260,1.622759,1.765979,1.943193,2.030110,1.936458,2.253204,1.124271,1.588093,1.080549,0.911535,0.882853,3.377475,2.025997,1.248254,1.408576,1.922061,1.026795,2.481724,1.115011,2.422978,0.907265,1.981019,1.653041,2.296558,1.070040,0.971325,1.411497,0.723617,1.662678,1.594707,1.510373,1.259074,1.331797,1.274405,2.601606,1.681023,2.928216,1.577211,1.438756,1.269103,1.219652,1.160112,1.148049,0.995999,1.154914,1.087638,0.616285,1.113564,1.460488,1.318621,0.944741,1.043569,1.423959,0.893940,0.935944,0.742894,0.860648,0.872907,0.912210,0.877245,0.834695,0.595673,0.550111,0.576165,0.719681,0.702975,0.677599,0.685179,0.860498,0.779475,0.712158,0.620007,0.770409,0.739859,0.754383,0.720701,0.713982,0.725925,0.692456,0.685163,0.739010,0.795892,0.772092,0.710012,0.744614,0.738714,0.735904,1.209858,3.288969,2.280463,1.034046,0.729731,0.973763,0.988828,1.581900,1.928536,1.525812,1.553206,1.178674,1.709210,0.925391,0.874316
2,6.683197,6.246939,6.889428,8.020440,3.795286,9.862763,8.372490,6.178253,4.059460,5.078931,6.487293,6.279469,5.500201,5.100625,3.493705,2.775546,4.473661,2.017084,2.765081,2.959557,2.109795,3.453300,2.989979,2.494823,1.563744,3.352433,2.706008,1.910534,3.942955,4.744908,4.277984,3.521839,1.194576,0.932974,0.998417,1.779090,2.064726,1.906635,1.563361,0.674594,1.246196,0.805639,0.373271,0.323227,2.970464,2.168976,1.052071,1.381238,0.592308,1.335863,1.601857,1.259585,3.060454,1.784347,2.525199,2.451106,1.593285,2.416429,1.390637,1.334688,1.637784,1.861424,1.741085,1.072262,0.769005,0.448353,1.155550,2.698645,3.100179,1.358700,1.636962,2.205119,1.381949,1.137155,1.403701,1.246677,0.965265,1.066575,0.396593,0.657314,0.770383,0.581375,0.940624,0.469907,0.450164,1.264172,0.473176,0.792222,1.528154,2.232959,0.687183,0.555821,0.545147,0.812684,0.691270,1.117589,0.862459,0.421619,0.812944,0.842037,0.804136,0.870228,1.081205,0.907679,0.924973,1.075726,1.004049,0.899985,0.916147,1.347180,1.384151,1.294919,1.134979,0.966017,1.015024,1.301332,1.530548,1.129711,0.873921,1.233493,0.582140,0.789415,1.102613,1.076362,1.109457,1.154221,1.297123,1.036374,1.023435,0.699346,0.673843,0.676796,0.685419,1.165684,0.549737
3,4.686916,4.707796,6.796004,8.588817,5.197038,6.040578,4.709405,5.312367,4.888852,6.776478,5.289357,1.072974,2.064805,1.586882,2.759784,1.720552,4.005101,1.418970,2.973534,2.173869,2.675716,3.463442,3.250416,2.969912,3.447246,3.842465,3.139260,2.201084,2.651528,3.970251,1.790342,1.565395,3.370058,2.821642,2.423348,2.454682,2.379417,2.600672,2.351366,4.230201,2.369207,2.465188,1.906333,2.181695,2.259075,2.643763,1.515086,1.642873,1.777545,1.747587,3.708414,3.776454,1.764598,2.086287,2.721373,3.102243,1.918179,3.864500,2.616918,3.033968,3.091886,2.046179,1.600944,2.152848,3.017157,1.704466,1.423563,1.657753,1.623502,2.961388,1.438570,1.548866,1.608528,1.605402,1.972160,2.270637,1.662225,1.876343,1.998935,2.324457,2.738236,2.481325,1.673009,1.818254,1.711839,1.471590,1.813916,1.960095,1.580435,2.125702,1.908579,4.430416,3.142459,5.081940,3.205177,1.861749,2.273850,2.098775,1.947581,2.740954,4.818621,2.987884,2.218631,1.960030,1.839710,3.766078,2.178758,2.397374,2.000146,1.423538,1.716129,1.786041,1.569775,1.894798,1.588138,1.919370,2.169768,1.965837,2.029543,2.227818,1.566088,1.808594,1.892103,1.533456,2.904903,1.540009,1.613917,1.565340,1.280219,1.864538,1.705492,1.133726,1.016155,0.814706,1.842387
4,3.115148,8.542909,6.492454,10.193106,7.973949,4.563511,9.039303,7.569842,4.255694,5.419052,4.945572,6.663555,5.224886,4.434041,2.921560,4.701934,4.132621,6.191095,4.912529,3.634478,4.376905,4.784716,4.822366,6.852376,4.173632,2.899522,4.037808,3.693285,4.661450,3.439713,3.558199,5.334362,3.708634,2.895913,2.976105,3.593326,3.407653,2.979016,3.201422,2.782985,3.366426,2.932175,3.302195,3.276171,4.250793,2.616204,2.849864,2.998211,3.725479,2.435587,4.163269,4.051014,3.754451,4.492820,4.363916,3.258820,3.106256,3.575519,3.489084,2.764668,3.684954,3.153213,2.640255,2.961334,2.807882,2.239600,1.888990,2.036183,2.380747,1.899695,2.355319,3.135475,2.339447,2.851193,2.899398,2.788648,3.382435,2.760037,2.933945,2.675458,2.591460,2.602692,3.033437,1.866490,2.740685,1.819432,2.478720,1.672705,0.925253,1.059406,2.862821,0.838391,1.934299,2.153866,2.439287,2.620513,1.680028,1.431330,1.549184,3.061806,1.701942,2.395632,1.470354,1.756392,1.718207,3.139958,2.902729,1.762718,1.520635,1.837247,1.297247,1.726138,1.774750,1.658428,1.634911,1.632427,1.218394,2.142992,1.787290,2.002901,2.704380,2.633957,2.074272,2.646097,2.990431,2.089445,2.087245,2.106840,2.201345,1.996187,1.910095,3.071589,2.592261,1.813825,2.647940
5,2.094182,4.204830,9.703951,8.954013,8.270343,7.135117,4.855182,7.160912,5.983053,7.503859,3.908796,6.670413,4.269678,3.878869,3.797709,3.427508,2.642214,2.111685,3.367599,2.494461,1.787392,2.849034,2.164741,2.583354,3.282762,4.998309,2.731045,2.375541,5.172460,4.067440,2.276900,3.132824,3.529993,2.325399,2.081187,3.230384,2.966548,2.670086,2.128503,2.188162,3.909916,2.291621,2.093467,2.336469,2.526257,2.757826,2.898387,2.538748,2.535349,2.863627,1.522546,2.047443,2.024788,0.543934,1.496287,1.924365,2.046080,1.635480,1.928408,2.134941,1.701358,2.230469,4.443217,3.964810,2.006511,2.522859,2.195291,2.029246,1.814950,2.026808,1.686213,1.669490,1.184263,1.888747,1.572146,1.798507,1.532621,1.612644,1.935493,1.752632,1.787353,1.523864,2.266788,1.343309,1.668671,1.932908,1.674701,0.843574,2.072058,1.524715,2.325794,3.290632,1.906304,1.632742,1.652745,2.401875,1.483448,1.531430,1.972501,1.947573,1.726767,1.707406,1.447576,1.504100,1.454953,1.826511,2.306029,2.134344,2.265352,1.893310,1.770586,1.739977,2.583135,2.105315,2.091112,2.013239,2.030257,1.954426,2.183551,2.234211,1.845223,2.142661,2.088685,2.431872,2.062483,2.396356,1.784517,1.948357,1.615318,2.654151,2.007686,1.789365,2.043318,1.640408,1.850842
6,7.704333,3.545928,7.525584,5.052336,8.019234,4.240476,7.713011,6.067631,8.064930,3.402805,6.871525,6.967945,7.414821,6.599978,3.371139,4.469258,3.983289,6.185461,6.649166,5.228462,2.680839,2.898597,2.800806,3.296028,2.559789,3.344627,1.841417,2.069550,3.147441,2.348229,2.636985,3.241463,2.887051,1.910572,1.025135,0.733497,0.991556,0.794468,1.018440,0.936140,1.746798,1.074494,2.117519,1.926057,1.448465,1.916479,0.586821,1.497151,1.103143,1.468698,1.788042,1.996437,1.817332,1.445038,1.370989,0.759520,1.216869,0.992979,2.654127,0.854738,1.071994,1.460171,1.475215,1.333526,1.028600,0.472514,0.621915,0.519681,0.310244,1.493464,0.408011,0.510498,0.319979,0.489898,0.632183,0.386398,0.401169,0.395230,0.393367,0.464569,0.450307,1.247230,0.416818,0.385062,0.371276,0.348081,0.376952,0.354698,0.419704,0.459761,0.392172,0.704413,0.868780,0.909168,0.892069,0.854315,0.908427,0.938094,0.957989,0.905437,0.476378,0.885863,0.536083,0.879000,0.882227,0.908907,1.075931,0.423175,1.502057,1.096532,0.599408,0.381766,0.353571,0.406933,0.374454,0.369324,1.064761,0.412022,0.543979,0.673389,0.538990,0.838535,1.040157,0.829830,0.429391,0.372358,0.597681,0.553488,0.595171,0.537115,0.571514,0.613656,2.909224,0.697087,0.623786
7,5.449448,4.976592,7.105902,6.742485,6.823057,9.458180,6.475134,5.407154,4.793474,3.779400,4.012561,3.285590,2.503109,4.559858,2.432437,2.387276,4.634308,4.518854,2.640551,2.494045,2.347720,3.985103,3.114227,2.355632,2.706187,3.448579,3.096471,1.338133,1.718963,1.797894,3.399805,1.950729,2.122772,2.209443,1.394417,2.191477,2.620942,1.704671,1.818499,1.476261,1.890420,1.939320,2.289931,3.691595,1.972249,1.758649,2.339545,1.690292,3.019732,1.920749,1.044470,1.250518,1.463406,1.804003,1.353327,1.624794,1.669595,1.998946,2.116780,1.968261,0.747766,1.344823,1.692507,2.119289,1.503888,1.570545,1.571039,1.671942,1.099737,1.578817,1.936144,1.801310,1.897371,2.077684,1.796241,1.637279,1.484525,1.356728,1.895330,1.571064,1.362666,1.311138,0.718977,1.193492,1.870950,1.713957,1.558454,1.622712,1.477576,0.889516,1.388885,0.912980,1.144147,1.730079,1.224343,1.004419,1.247058,1.289006,1.348108,0.840113,0.947320,1.362374,1.028568,0.727187,1.311045,0.520852,1.157830,1.992047,0.826883,0.780343,2.481719,1.228922,1.230622,2.349619,1.162711,0.873621,1.798661,1.601088,1.438349,1.478110,1.060808,1.111674,0.948300,1.195354,1.270845,1.043724,1.032850,1.346642,1.531315,1.042031,1.030287,1.119535,1.058171,1.594393,1.334416
8,4.885724,9.053048,6.546123,8.683524,3.828167,3.852119,6.574095,7.200459,5.253599,7.406754,5.746453,6.111414,5.440608,4.490925,3.279524,2.585023,5.108381,4.700697,2.552947,3.856449,5.321979,2.960005,5.007734,1.982611,2.637026,5.324114,5.354859,2.506110,3.956698,5.066023,3.305126,2.447845,4.155665,1.837712,2.207512,1.847080,1.800338,1.844261,2.129514,1.252218,1.809695,1.261547,2.217304,1.692315,1.581483,1.545992,1.600362,1.573738,4.437442,1.282857,2.474722,2.375414,1.355446,1.691620,1.675881,1.220710,1.712487,3.208815,1.072851,1.181222,1.319565,1.561884,1.784036,1.570957,2.263187,2.921060,2.478796,1.487813,1.370219,1.742391,1.400823,1.047867,0.890009,0.979930,0.787254,1.611597,1.217716,2.268566,2.283813,1.752685,1.715780,1.694948,1.512199,2.361821,1.395037,1.369420,0.843335,1.254025,1.161740,1.208233,1.201021,0.921348,1.330452,0.893707,1.400110,1.223939,1.223984,1.560554,2.481793,1.301826,0.416922,0.218100,1.026176,1.111364,1.038449,1.613813,0.594816,1.079031,1.447875,1.811408,1.412572,0.991241,1.551729,1.283970,3.520447,1.577337,2.548237,1.266748,2.169592,2.100093,1.380328,2.400114,1.730033,0.963733,0.851563,0.675725,0.697084,0.893612,0.899123,1.127991,1.692112,1.702984,1.485820,1.067713,1.242460
9,3.054662,6.493824,7.425814,9.846300,7.349490,4.765630,4.464072,10.542566,5.377260,4.234184,3.290590,1.318247,2.032966,2.706230,2.946982,3.667508,4.276771,3.523131,1.784956,2.444118,1.220817,1.613850,2.350545,1.608091,1.633473,0.670744,1.542253,1.548587,2.703540,2.196731,1.393004,2.574902,1.747217,1.436914,0.995540,1.670652,1.395217,1.222110,1.009707,1.074883,2.333897,2.142028,0.897905,1.010235,1.175950,1.089299,1.097986,1.583770,1.542571,1.396129,1.654722,1.689658,1.409459,1.280878,1.973651,1.774840,1.494470,1.928148,0.926960,1.286486,1.409035,1.492372,1.729607,1.902471,1.221164,0.831645,1.217275,2.347179,1.101619,1.092992,1.285770,1.230787,0.882864,1.508055,1.417718,1.211014,2.105356,1.332825,1.209088,0.894752,1.091063,0.710135,0.884737,0.744514,1.380632,1.186266,1.163785,1.357453,1.057557,1.524518,1.429483,1.269350,1.066124,1.461269,1.143171,2.103725,1.404372,1.374370,1.092084,1.343280,1.374567,1.282514,1.441854,1.270963,1.312902,1.957113,1.149977,1.443547,1.962594,2.041115,2.263074,2.419135,0.999768,1.049053,1.809691,1.013204,1.718128,1.723056,1.358931,1.111415,1.065259,1.477565,1.308827,2.010619,4.923916,4.638195,1.405632,2.208014,1.183436,1.287665,1.360535,0.983411,0.771566,0.691894,0.951086
