Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
cluster,1,21,164_13_9_172_53_171_126_60_178_184,51.513000
cluster,1,22,164_13_42_63_99_197_126_60_110_69,51.340076
cluster,1,23,164_13_9_172_190_197_126_60_110_69,50.489170
cluster,1,24,164_13_9_172_190_197_126_60_110_69,50.503860
cluster,1,25,164_13_9_172_190_92_126_60_123_69,50.426921
cluster,1,26,164_13_9_172_190_197_126_60_123_69,50.385892
cluster,1,27,164_13_9_172_190_197_126_60_123_69,50.374480
cluster,1,28,164_13_9_172_190_197_126_60_123_69,50.385348
cluster,1,29,164_13_9_172_190_197_126_60_123_69,50.423232
cluster,1,30,164_13_9_172_190_197_126_60_123_69,50.362104
cluster,1,31,164_13_9_172_190_197_126_60_123_69,50.394579
cluster,1,32,164_13_9_172_190_197_126_60_123_69,50.374675
cluster,1,33,164_13_9_172_190_197_126_60_123_109,51.189042
cluster,1,34,164_13_9_172_190_197_126_60_123_109,51.174872
cluster,1,35,164_13_9_172_190_197_126_60_123_182,49.840625
cluster,1,36,164_13_42_172_190_92_126_60_123_182,50.479948
cluster,1,37,164_13_42_172_190_92_126_60_123_182,50.429555
cluster,1,38,164_13_42_172_190_59_126_60_123_182,51.146558
cluster,1,39,164_13_42_172_190_197_126_60_123_182,50.418100
cluster,1,40,164_13_42_172_190_197_126_60_123_182,50.416768
cluster,1,41,164_13_42_172_190_197_126_60_123_182,50.425589
cluster,1,42,164_13_42_172_99_197_126_60_123_182,50.391709
cluster,1,43,164_13_42_172_190_197_126_60_123_182,50.418628
cluster,1,44,164_13_42_172_190_197_126_60_123_182,50.421554
cluster,1,45,164_13_42_172_190_197_126_60_123_182,50.417208
cluster,1,46,164_13_9_172_190_197_126_60_123_182,49.806210
cluster,1,47,164_13_42_172_190_197_126_60_123_182,50.400722
cluster,1,48,164_13_42_172_190_197_126_60_123_182,50.390560
cluster,1,49,164_13_42_172_190_197_126_60_123_182,50.436870
cluster,1,50,164_13_42_172_190_197_126_60_123_182,50.439446
cluster,1,51,164_13_42_172_190_197_126_60_123_182,50.382143
cluster,1,52,164_13_42_172_190_197_126_60_123_182,50.413938
cluster,1,53,164_13_42_172_190_197_126_60_123_182,50.380419
cluster,1,54,116_13_42_172_190_197_126_60_123_182,49.384060
cluster,1,55,116_13_42_172_99_197_126_60_123_182,49.411743
cluster,1,56,164_13_42_172_99_197_126_60_123_182,50.426857
cluster,1,57,164_13_42_172_99_197_126_60_123_182,50.410765
cluster,1,58,116_13_42_172_99_197_126_60_123_182,49.443321
cluster,1,59,164_13_42_172_99_197_126_60_123_182,50.413036
cluster,1,60,164_13_42_172_99_197_126_60_123_182,50.422745
cluster,1,61,164_13_42_172_99_197_126_60_123_69,51.020660
cluster,1,62,164_13_42_172_99_197_126_60_123_69,51.036127
cluster,1,63,164_13_42_172_99_197_126_60_123_69,51.024212
cluster,1,64,164_13_42_172_99_197_126_60_123_69,51.025396
cluster,1,65,164_13_42_172_99_197_126_60_123_69,51.036858
cluster,1,66,164_13_42_172_99_197_126_60_123_69,51.030589
cluster,1,67,164_13_42_172_99_197_126_60_123_69,50.998958
cluster,1,68,116_13_42_172_99_197_126_60_123_69,49.932223
cluster,1,69,164_13_42_172_99_197_126_60_123_69,51.004953
cluster,1,70,164_13_42_172_99_197_126_60_123_69,51.030667
cluster,1,71,164_13_42_172_99_197_126_60_123_69,51.049056
cluster,1,72,164_13_42_172_99_197_126_60_123_69,51.045872
cluster,1,73,164_13_42_172_99_197_126_60_123_69,51.044498
cluster,1,74,164_13_42_172_99_197_126_60_123_69,51.068354
cluster,1,75,164_13_42_172_99_197_126_60_123_69,51.020101
cluster,1,76,164_13_42_172_99_197_126_60_123_182,50.419107
cluster,1,77,164_13_42_172_99_197_126_60_123_182,50.419842
cluster,1,78,164_13_42_172_99_197_126_60_123_182,50.398750
cluster,1,79,164_13_42_172_99_197_126_60_123_182,50.454145
cluster,1,80,164_13_42_172_99_197_126_60_123_182,50.440420
cluster,1,81,164_13_42_172_99_197_126_60_123_182,50.409721
cluster,1,82,164_13_42_172_99_197_126_60_123_182,50.442778
cluster,1,83,164_13_42_172_99_197_126_60_123_182,50.427605
cluster,1,84,164_13_42_172_99_197_126_60_123_182,50.407679
cluster,1,85,164_13_42_172_99_197_126_60_123_182,50.402025
cluster,1,86,164_13_42_172_99_197_126_60_123_182,50.390619
cluster,1,87,164_13_42_172_99_197_126_60_123_182,50.442283
cluster,1,88,164_13_42_172_99_197_126_60_123_182,50.374416
cluster,1,89,164_13_42_172_99_197_126_60_123_182,50.424871
cluster,1,90,164_13_42_172_99_197_126_60_123_182,50.428918
cluster,1,91,164_13_42_172_99_197_126_60_123_182,50.426718
cluster,1,92,164_13_42_172_99_197_126_60_123_182,50.383694
cluster,1,93,164_13_42_172_99_197_126_60_123_182,50.461227
cluster,1,94,164_13_42_172_99_197_126_60_123_182,50.411141
cluster,1,95,116_13_42_172_99_197_126_60_123_182,49.419284
cluster,1,96,164_13_42_172_99_197_126_60_123_182,50.437296
cluster,1,97,164_13_42_172_99_197_126_60_123_182,50.432814
cluster,1,98,164_13_42_172_99_197_126_60_123_182,50.444614
cluster,1,99,116_13_42_172_99_197_126_60_123_182,49.403163
cluster,1,100,116_13_42_172_99_197_126_60_123_182,49.380634
cluster,1,101,116_13_42_172_20_197_126_60_123_182,48.745435
cluster,1,102,116_13_42_172_99_197_126_60_123_182,49.423950
cluster,1,103,116_13_42_172_99_197_126_60_123_182,49.411295
cluster,1,104,116_13_42_172_20_197_126_60_123_182,48.715124
cluster,1,105,116_13_42_172_20_197_126_60_123_182,48.731115
cluster,1,106,116_13_42_172_20_197_126_60_123_182,48.740514
cluster,1,107,116_13_42_172_20_197_126_60_123_182,48.714699
cluster,1,108,116_13_42_172_20_197_126_60_123_182,48.717775
cluster,1,109,116_13_42_172_20_197_126_60_123_182,48.727212
cluster,1,110,116_13_42_172_20_197_126_60_123_182,48.735835
cluster,1,111,116_13_42_172_20_197_126_60_123_182,48.701027
cluster,1,112,116_13_42_172_20_197_126_60_123_182,48.704824
cluster,1,113,116_13_42_172_20_197_126_60_123_182,48.723054
cluster,1,114,116_13_42_172_20_197_126_60_123_182,48.704144
cluster,1,115,116_13_42_172_20_197_126_60_123_182,48.765862
cluster,1,116,116_13_42_172_20_197_126_60_123_182,48.703492
cluster,1,117,116_13_42_172_20_197_126_60_123_182,48.729998
cluster,1,118,116_13_42_172_20_197_126_60_123_182,48.716135
cluster,1,119,116_13_42_172_20_197_126_60_123_182,48.744113
cluster,1,120,116_13_42_172_20_197_126_60_123_182,48.735566
cluster,1,121,116_13_42_172_20_197_126_60_123_182,48.702778
cluster,1,122,116_13_42_172_20_197_126_60_123_182,48.733160
cluster,1,123,116_13_42_172_20_197_126_60_123_182,48.711081
cluster,1,124,116_13_42_172_20_197_126_60_123_182,48.712061
cluster,1,125,116_13_42_172_20_197_126_60_123_182,48.747484
cluster,1,126,116_13_42_172_20_197_126_60_123_182,48.717316
cluster,1,127,116_13_42_172_20_197_126_60_123_182,48.702311
cluster,1,128,116_13_42_172_20_197_126_60_123_182,48.716123
cluster,1,129,116_13_42_172_20_197_126_60_123_182,48.711118
cluster,1,130,116_13_42_172_20_197_126_60_123_182,48.743284
cluster,1,131,116_13_42_172_20_197_126_60_123_182,48.722548
cluster,1,132,116_13_42_172_20_197_126_60_123_182,48.734191
cluster,1,133,116_13_42_172_20_197_126_60_123_182,48.750088
cluster,1,134,116_13_42_172_20_197_126_60_123_182,48.717458
cluster,1,135,116_13_42_172_20_197_126_60_123_182,48.749102
cluster,1,136,116_13_42_172_20_197_126_60_123_182,48.735042
cluster,1,137,116_13_42_172_20_197_126_60_123_182,48.752471
cluster,1,138,116_13_42_172_20_197_126_60_123_182,48.735945
cluster,1,139,116_13_42_172_20_197_126_60_123_182,48.714888
cluster,1,140,116_13_42_172_20_197_126_60_123_182,48.767717
cluster,1,141,116_13_42_172_20_197_126_60_123_182,48.707797
cluster,1,142,116_13_42_172_20_197_126_60_123_182,48.761137
cluster,1,143,116_13_42_172_20_197_126_60_123_182,48.758247
cluster,1,144,116_13_42_172_20_197_126_60_123_182,48.729812
cluster,1,145,116_13_42_172_20_197_126_60_123_182,48.748896
cluster,1,146,116_13_42_172_20_197_126_60_123_182,48.718163
cluster,1,147,116_13_42_172_20_197_126_60_123_182,48.733726
cluster,1,148,116_13_42_172_20_197_126_60_123_182,48.744378
cluster,1,149,116_13_42_172_20_197_126_60_123_182,48.765927
cluster,1,150,116_13_42_172_20_197_126_60_123_182,48.730956
cluster,2,21,16_149_129_100_75_57_83_11_86_29,49.874299
cluster,2,22,173_149_177_62_75_57_83_11_86_77,49.994488
cluster,2,23,164_149_177_62_54_132_83_11_96_77,50.434440
cluster,2,24,164_149_177_62_108_57_83_11_86_77,50.535591
cluster,2,25,164_149_177_62_75_57_83_11_123_109,51.298661
cluster,2,26,164_149_177_62_108_57_83_11_123_77,52.103446
cluster,2,27,164_149_177_62_108_57_83_11_123_77,52.090964
cluster,2,28,164_149_177_62_108_57_83_11_123_109,52.003491
cluster,2,29,164_149_177_62_75_57_83_11_86_77,49.935107
cluster,2,30,164_149_177_62_108_57_83_11_86_77,50.512999
cluster,2,31,164_149_177_62_50_57_83_11_123_109,50.932085
cluster,2,32,164_149_177_62_108_132_83_11_123_109,52.103496
cluster,2,33,164_149_66_62_108_57_83_11_123_77,52.157009
cluster,2,34,164_149_66_62_108_57_83_11_123_77,52.177292
cluster,2,35,164_149_66_62_108_57_83_11_123_77,52.177536
cluster,2,36,164_149_66_62_108_57_83_11_86_77,50.548956
cluster,2,37,164_149_66_62_108_197_83_11_86_77,49.892322
cluster,2,38,164_149_66_62_108_197_83_11_86_77,49.887082
cluster,2,39,164_149_66_62_108_197_83_11_86_77,49.914493
cluster,2,40,164_149_66_62_108_78_83_11_86_77,50.650082
cluster,2,41,164_149_177_62_108_197_83_11_123_77,51.259591
cluster,2,42,164_149_66_62_108_197_83_11_123_77,51.330765
cluster,2,43,164_149_66_62_108_197_83_11_123_77,51.313464
cluster,2,44,164_149_177_62_108_197_83_11_86_77,49.841276
cluster,2,45,164_149_177_62_108_197_83_11_86_77,49.812732
cluster,2,46,164_149_177_62_108_197_83_11_86_77,49.829064
cluster,2,47,164_149_177_62_108_197_83_11_86_77,49.804046
cluster,2,48,164_149_66_62_108_197_83_11_86_77,49.900238
cluster,2,49,164_149_177_62_108_57_83_11_86_77,50.538791
cluster,2,50,164_149_177_62_108_57_83_11_86_77,50.513402
cluster,2,51,164_149_177_62_108_197_83_11_86_77,49.834631
cluster,2,52,164_149_177_62_108_57_83_11_86_77,50.499975
cluster,2,53,164_149_66_62_108_197_83_11_86_77,49.871865
cluster,2,54,164_149_66_62_108_197_83_11_86_77,49.886353
cluster,2,55,164_149_66_62_108_197_83_11_86_77,49.901604
cluster,2,56,164_149_66_180_108_197_83_11_86_77,50.064322
cluster,2,57,164_149_66_62_108_197_83_11_86_77,49.924880
cluster,2,58,164_149_66_62_108_197_83_11_86_77,49.872958
cluster,2,59,164_149_66_62_108_197_83_11_86_77,49.876477
cluster,2,60,164_149_66_62_108_197_83_11_86_77,49.883928
cluster,2,61,164_149_66_62_108_197_83_11_86_77,49.882571
cluster,2,62,164_149_66_62_108_197_83_11_86_77,49.868091
cluster,2,63,164_149_66_100_108_197_83_11_86_77,49.929466
cluster,2,64,164_149_129_100_75_197_83_11_86_77,49.213965
cluster,2,65,164_149_129_100_75_197_83_11_86_77,49.183489
cluster,2,66,164_149_129_100_75_197_83_11_86_77,49.193247
cluster,2,67,164_149_129_100_75_197_83_11_86_77,49.189937
cluster,2,68,164_149_129_100_75_197_83_11_86_77,49.212193
cluster,2,69,164_149_129_100_75_197_83_11_86_77,49.170699
cluster,2,70,164_149_129_100_75_197_83_11_86_77,49.186519
cluster,2,71,164_149_129_100_75_197_83_11_86_77,49.154021
cluster,2,72,164_149_129_100_75_197_83_11_86_77,49.206966
cluster,2,73,164_149_129_100_75_197_83_11_86_77,49.190710
cluster,2,74,164_149_129_100_75_197_83_11_86_77,49.140587
cluster,2,75,164_149_129_100_75_197_83_11_86_77,49.172469
cluster,2,76,164_149_129_100_75_197_83_11_86_77,49.192782
cluster,2,77,164_149_129_100_75_197_83_11_86_77,49.165937
cluster,2,78,164_149_129_100_75_197_83_11_86_77,49.195667
cluster,2,79,164_149_129_100_75_197_83_11_86_77,49.205777
cluster,2,80,164_149_129_100_75_197_83_11_86_77,49.171905
cluster,2,81,164_149_129_100_75_197_83_11_86_77,49.183772
cluster,2,82,164_149_129_100_75_197_83_11_86_77,49.170178
cluster,2,83,164_149_129_100_75_197_83_11_86_77,49.167071
cluster,2,84,164_149_129_100_75_197_83_11_86_77,49.176551
cluster,2,85,164_149_129_100_75_197_83_11_86_77,49.152279
cluster,2,86,164_149_129_100_75_197_83_11_86_77,49.176457
cluster,2,87,164_149_129_100_75_197_83_11_86_77,49.182665
cluster,2,88,164_149_129_100_75_197_83_11_86_77,49.158145
cluster,2,89,164_149_129_100_75_197_83_11_86_77,49.173485
cluster,2,90,164_149_129_100_75_197_83_11_86_77,49.160463
cluster,2,91,164_149_129_100_75_197_83_11_86_77,49.209654
cluster,2,92,164_149_129_100_75_197_83_11_86_77,49.195305
cluster,2,93,164_149_129_100_75_197_83_11_86_77,49.131868
cluster,2,94,164_149_129_100_75_197_83_11_86_77,49.179982
cluster,2,95,164_149_129_100_75_197_83_11_86_77,49.170070
cluster,2,96,164_149_129_100_75_197_83_11_86_77,49.166896
cluster,2,97,164_149_129_100_75_197_83_11_86_77,49.206832
cluster,2,98,164_149_129_100_75_197_83_11_86_77,49.202123
cluster,2,99,164_149_129_100_75_197_83_11_86_77,49.157339
cluster,2,100,164_149_129_100_75_197_83_11_86_77,49.196759
cluster,2,101,164_149_129_100_75_197_83_11_86_77,49.160398
cluster,2,102,164_149_129_100_75_197_83_11_86_77,49.172373
cluster,2,103,164_149_129_100_75_197_83_11_86_77,49.169340
cluster,2,104,164_149_129_100_75_197_83_11_86_77,49.200316
cluster,2,105,164_149_129_100_75_197_83_11_86_77,49.162618
cluster,2,106,164_149_129_100_75_197_83_11_86_77,49.204440
cluster,2,107,164_149_129_100_75_197_83_11_86_77,49.167402
cluster,2,108,164_149_129_100_75_197_83_11_86_77,49.206499
