Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
cyclic,1,5,30_9_34_8_14_1_47_26_10_12_25_13_27_28_0_11,54.994157
cyclic,1,6,41_3_4_0_1_32_11_7_31_28_35_34_49_2_33_30,52.655156
cyclic,1,7,34_27_41_43_42_39_28_0_31_32_1_11_29_30_2_33,53.134743
cyclic,1,8,5_35_0_1_11_3_34_45_2_29_28_18_31_30_32_33,52.758759
cyclic,1,9,23_35_8_9_11_31_29_24_3_0_32_1_33_2_30_34,52.781584
cyclic,1,10,9_40_2_30_28_35_7_4_31_0_12_1_3_32_33_34,52.696010
cyclic,1,11,29_28_11_3_0_12_31_2_7_30_35_4_32_34_33_1,52.611705
cyclic,1,12,27_34_3_4_32_7_2_1_28_5_33_12_0_35_30_31,52.653556
cyclic,1,13,7_11_3_12_28_35_0_2_31_32_34_29_4_33_1_30,52.615121
cyclic,1,14,12_28_2_8_3_44_0_33_31_11_1_4_34_35_32_30,52.618774
cyclic,1,15,18_4_3_17_31_32_27_35_28_11_0_2_1_30_34_33,52.703540
cyclic,1,16,43_8_11_12_32_28_3_33_20_9_35_30_2_31_34_1,52.800692
cyclic,1,17,11_23_35_45_0_30_7_12_3_32_33_13_31_2_1_34,52.759324
cyclic,1,18,13_4_12_35_27_3_0_33_17_30_1_32_2_11_31_34,52.721881
cyclic,1,19,27_3_35_9_0_43_33_11_4_1_12_30_32_2_31_34,52.677187
cyclic,1,20,16_31_29_4_12_30_9_33_7_35_2_0_34_1_3_32,52.670403
cyclic,1,21,33_11_28_0_35_3_47_31_29_12_2_34_4_30_32_1,52.622096
cyclic,1,22,43_31_48_44_4_0_12_36_34_3_2_1_33_35_32_30,52.716941
cyclic,1,23,1_38_5_11_12_31_27_3_29_30_35_2_34_4_32_33,52.737080
cyclic,1,24,11_28_4_1_12_31_45_30_3_34_35_32_36_2_33_0,52.655220
cyclic,1,25,11_27_0_36_2_31_37_30_28_3_4_34_35_33_32_1,52.689686
cyclic,1,26,3_9_11_12_49_0_1_33_35_31_6_2_4_34_32_30,52.709383
cyclic,1,27,14_12_7_4_0_29_30_3_2_32_28_35_33_34_31_1,52.677313
cyclic,1,28,33_13_0_49_28_35_11_3_12_30_1_4_31_2_32_34,52.674230
cyclic,1,29,0_23_28_9_11_4_3_7_35_32_1_31_30_2_33_34,52.670400
cyclic,1,30,47_9_28_0_35_11_44_4_31_30_3_34_32_33_1_2,52.681204
cyclic,1,31,43_34_4_11_33_36_32_0_38_7_35_30_31_2_1_3,52.684616
cyclic,1,32,36_0_3_29_2_4_11_5_35_31_28_32_1_33_30_34,52.650693
cyclic,1,33,8_49_7_35_38_34_4_0_5_3_33_1_31_30_2_32,52.718450
cyclic,1,34,43_27_4_31_2_8_1_3_11_34_33_32_12_35_0_30,52.657474
cyclic,1,35,28_46_30_0_9_2_7_3_31_1_33_35_29_4_34_32,52.678082
cyclic,1,36,5_32_0_12_36_17_33_11_31_2_35_4_3_34_1_30,52.690039
cyclic,1,37,45_28_19_4_5_0_32_3_2_35_33_11_1_31_34_30,52.701232
cyclic,1,38,12_28_31_18_33_0_34_35_13_3_30_4_2_32_1_7,52.690304
cyclic,1,39,12_41_4_1_5_2_0_11_35_31_3_30_29_32_33_34,52.637906
cyclic,1,40,0_28_33_43_29_11_8_3_32_35_4_30_2_31_1_34,52.640510
cyclic,1,41,29_0_7_4_28_33_31_35_32_25_3_30_1_11_2_34,52.677685
cyclic,1,42,1_33_31_4_35_32_12_28_0_11_34_27_20_30_2_3,52.675063
cyclic,1,43,45_35_33_7_36_29_31_28_1_0_34_30_2_3_4_32,52.673083
cyclic,1,44,27_28_25_1_31_2_0_35_11_5_32_3_34_30_4_33,52.702903
cyclic,1,45,28_7_33_35_21_0_9_1_32_2_11_4_31_34_30_3,52.662768
cyclic,1,46,28_7_31_14_15_0_30_11_33_34_3_2_1_35_4_32,52.698174
cyclic,1,47,24_27_5_35_32_0_30_38_28_34_31_3_1_4_2_33,52.750677
cyclic,1,48,28_32_0_11_12_35_4_2_39_33_30_8_31_1_34_3,52.640500
cyclic,1,49,5_32_28_29_3_8_0_30_34_1_4_38_33_35_2_31,52.671398
cyclic,1,50,32_7_29_28_11_34_41_31_35_3_33_1_30_0_4_2,52.632920
cyclic,1,51,43_30_29_32_36_22_1_11_2_33_0_4_31_35_34_3,52.708738
cyclic,1,52,30_3_27_31_29_28_12_35_1_0_7_34_32_33_4_2,52.667024
cyclic,1,53,11_28_41_13_31_3_35_4_34_2_32_1_0_7_30_33,52.688559
cyclic,1,54,35_4_11_6_30_0_5_7_28_2_1_33_3_31_32_34,52.655507
cyclic,1,55,18_0_7_8_35_28_3_11_1_4_32_31_33_34_2_30,52.683039
cyclic,1,56,11_8_2_16_4_12_31_35_28_34_3_30_1_0_32_33,52.658073
cyclic,1,57,15_12_28_34_35_8_18_3_2_30_31_33_32_0_1_4,52.702961
cyclic,1,58,32_39_5_16_28_10_33_31_0_2_35_1_34_3_4_30,52.751718
cyclic,1,59,11_29_30_33_1_28_12_0_35_3_32_27_34_31_2_4,52.621455
cyclic,1,60,7_33_3_4_28_2_35_30_39_5_32_0_29_31_1_34,52.654059
cyclic,1,61,28_30_9_4_2_11_0_33_31_41_27_3_1_34_35_32,52.667887
cyclic,1,62,33_1_28_35_30_0_11_3_42_27_31_32_4_12_34_2,52.657597
cyclic,1,63,49_4_33_11_0_7_28_30_3_27_35_2_31_34_32_1,52.686052
cyclic,1,64,7_28_0_29_2_11_34_27_4_35_30_1_3_32_31_33,52.651585
cyclic,1,65,29_30_28_33_0_8_4_3_12_9_34_2_1_32_31_35,52.675565
cyclic,1,66,32_4_12_27_28_20_34_33_2_3_7_35_0_30_31_1,52.661529
cyclic,1,67,8_10_28_13_31_35_0_30_3_29_1_4_2_32_34_33,52.717859
cyclic,1,68,33_12_0_13_35_28_29_2_11_31_34_4_1_3_32_30,52.637663
cyclic,1,69,7_3_44_35_28_11_37_31_1_0_30_2_4_34_33_32,52.673679
cyclic,1,70,11_47_28_7_31_24_33_4_32_30_34_1_35_3_2_0,52.667195
cyclic,1,71,12_34_35_22_11_4_31_28_25_2_0_1_30_3_32_33,52.655355
cyclic,1,72,25_28_43_23_1_30_4_32_34_31_12_2_0_3_35_33,52.680297
cyclic,1,73,12_4_30_0_11_2_33_48_32_1_3_34_35_36_5_31,52.666187
cyclic,1,74,28_7_32_8_4_0_5_3_31_1_2_33_12_35_30_34,52.661515
cyclic,1,75,43_28_3_4_11_31_41_12_35_34_2_32_0_30_1_33,52.666688
cyclic,1,76,31_12_5_0_8_4_1_32_34_28_3_11_35_33_2_30,52.657246
cyclic,1,77,0_8_7_4_12_5_31_32_28_3_34_33_35_30_1_2,52.660464
cyclic,1,78,12_0_29_33_45_35_4_31_14_28_3_30_2_32_34_1,52.686920
cyclic,1,79,11_4_12_0_28_7_35_33_32_31_30_9_1_2_34_3,52.646088
cyclic,1,80,8_43_31_17_1_4_2_3_34_12_28_32_0_35_30_33,52.689648
cyclic,1,81,29_43_9_12_1_3_4_11_2_0_33_31_34_32_35_30,52.652208
cyclic,1,82,14_31_32_4_43_28_0_29_33_2_35_5_3_34_1_30,52.705440
cyclic,1,83,11_34_4_35_28_29_43_3_27_31_33_1_0_30_2_32,52.659868
cyclic,1,84,11_7_12_4_18_32_0_28_34_31_30_35_1_33_2_3,52.638336
cyclic,1,85,11_28_25_0_43_33_31_34_32_35_29_4_30_3_1_2,52.660024
cyclic,1,86,31_12_8_0_18_28_35_3_11_30_33_1_2_32_34_4,52.666788
cyclic,1,87,18_14_0_43_34_4_30_7_28_1_2_32_35_3_33_31,52.715872
cyclic,1,88,12_30_28_9_3_35_1_0_5_33_2_4_43_32_31_34,52.685577
cyclic,1,89,11_13_15_3_4_35_5_34_12_32_2_1_30_0_31_33,52.686442
cyclic,1,90,0_29_31_28_4_39_11_3_32_5_2_30_35_1_33_34,52.644005
cyclic,1,91,0_30_7_4_45_28_11_31_35_1_29_32_2_34_3_33,52.656100
cyclic,1,92,11_12_44_27_3_1_29_33_31_4_34_0_35_30_2_32,52.674301
cyclic,1,93,43_4_21_0_31_29_36_34_32_7_1_3_33_35_2_30,52.703863
cyclic,1,94,30_9_3_27_33_34_31_12_11_28_2_4_32_0_35_1,52.621639
cyclic,1,95,43_11_36_4_28_30_12_3_31_1_33_34_0_32_35_2,52.630418
cyclic,1,96,35_19_46_11_43_31_28_0_4_2_3_34_32_1_33_30,52.674637
cyclic,1,97,12_4_0_35_43_31_44_32_28_42_2_3_34_30_1_33,52.689596
cyclic,1,98,43_11_28_0_3_12_30_4_32_31_9_35_33_2_34_1,52.650219
cyclic,1,99,0_34_3_35_2_7_29_43_4_5_32_28_1_30_31_33,52.652942
cyclic,1,100,11_5_28_43_1_32_31_35_34_27_3_2_0_4_30_33,52.646215
cyclic,1,101,44_28_30_43_34_4_0_7_12_35_32_2_33_1_3_31,52.691543
cyclic,1,102,45_33_29_43_11_12_4_31_34_0_35_2_3_32_30_1,52.660853
cyclic,1,103,3_4_9_32_12_0_43_1_28_33_35_30_11_31_2_34,52.648842
