Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
dynamic,1,5,0_1_2_3_11_4_8_28_37_29_38_7_31_34_43_5,53.889431
dynamic,1,6,35_1_34_3_2_33_36_49_0_37_11_28_13_31_4_30,52.923389
dynamic,1,7,0_1_2_3_11_8_29_34_28_33_31_32_38_4_39_5,53.244177
dynamic,1,8,1_0_3_2_34_4_11_32_31_29_38_33_8_5_35_39,52.994236
dynamic,1,9,1_0_3_2_34_11_4_32_33_31_29_35_38_5_28_8,52.964329
dynamic,1,10,1_0_3_2_34_11_32_31_33_4_35_29_13_9_10_38,53.033472
dynamic,1,11,1_0_3_34_2_32_31_33_11_35_4_30_36_28_8_29,52.670314
dynamic,1,12,1_0_3_34_2_32_31_33_35_11_4_30_28_37_7_29,52.646091
dynamic,1,13,1_0_3_2_34_32_31_33_4_35_30_11_28_29_38_36,52.650401
dynamic,1,14,1_0_33_3_34_2_32_31_35_30_4_28_29_27_7_11,52.635155
dynamic,1,15,1_0_3_2_34_32_31_33_4_35_30_29_28_11_5_8,52.634095
dynamic,1,16,1_0_3_34_2_32_31_33_4_35_30_29_28_26_5_11,52.651905
dynamic,1,17,1_0_33_3_34_2_32_31_4_35_30_28_29_7_36_41,52.689800
dynamic,1,18,1_0_33_3_34_2_32_31_30_28_4_35_29_7_27_14,52.687028
dynamic,1,19,1_0_33_3_34_2_31_32_30_4_35_28_29_12_11_27,52.639311
dynamic,1,20,1_0_3_34_2_31_32_33_30_4_35_28_29_11_12_13,52.621451
dynamic,1,21,1_0_33_3_34_32_31_2_30_35_4_28_11_29_12_10,52.629092
dynamic,1,22,1_0_33_34_32_31_3_2_30_35_28_4_11_29_14_12,52.632325
dynamic,1,23,1_0_33_32_34_31_3_2_30_35_28_4_29_27_7_11,52.637322
dynamic,1,24,1_0_33_32_34_31_3_2_30_35_28_4_29_27_11_25,52.681422
dynamic,1,25,1_0_33_34_32_31_3_2_30_35_28_4_29_11_12_27,52.650553
dynamic,1,26,1_33_0_34_32_31_2_3_30_35_28_4_29_27_40_36,52.685637
dynamic,1,27,1_33_0_34_32_31_2_3_30_35_28_4_29_11_36_27,52.641793
dynamic,1,28,2_3_0_34_31_32_1_33_30_35_28_4_29_11_12_27,52.649271
