Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
cluster,1,5,33_3_5_31_22_12_10_30_0_27_2_1_18_42_4_29,53.420935
cluster,1,6,28_3_5_31_22_15_35_30_0_27_6_41_44_42_4_32,54.663208
cluster,1,7,28_3_5_31_22_15_10_30_0_27_2_1_18_42_4_49,54.011655
cluster,1,8,28_3_5_31_22_12_10_30_0_27_2_1_18_42_4_29,53.875427
cluster,1,9,28_3_5_31_22_12_35_30_0_27_2_1_18_42_4_29,53.670468
cluster,1,10,28_3_5_31_22_12_10_30_0_27_2_1_18_42_4_29,53.871192
cluster,1,11,7_3_5_31_22_15_16_30_0_27_2_1_44_42_4_29,53.954636
cluster,1,12,33_3_34_31_22_12_35_30_0_36_2_1_18_42_4_32,52.748769
cluster,1,13,28_3_11_31_22_12_35_30_0_27_2_1_44_42_4_29,53.615694
cluster,1,14,28_3_38_31_22_12_10_30_0_27_2_1_18_42_4_29,53.898699
cluster,1,15,28_3_5_31_22_12_10_30_0_27_2_1_44_42_4_29,53.888559
cluster,1,16,28_3_5_31_22_12_10_30_0_27_2_1_44_42_4_29,53.879045
cluster,1,17,33_3_34_31_22_12_35_30_0_27_2_1_18_42_4_29,52.917334
cluster,1,18,33_3_34_31_22_12_35_30_0_36_2_1_18_42_4_32,52.739701
cluster,1,19,33_3_34_31_22_12_35_30_0_36_2_1_18_42_4_32,52.724647
cluster,1,20,33_3_34_31_22_12_35_30_0_36_2_1_18_42_4_32,52.738025
cluster,1,21,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.733178
cluster,1,22,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.747723
cluster,1,23,33_3_34_31_22_12_35_30_0_36_2_1_18_42_4_32,52.738925
cluster,1,24,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.746246
cluster,1,25,33_3_34_31_22_12_35_30_0_27_2_1_44_42_4_32,52.714465
cluster,1,26,33_3_34_31_22_12_35_30_0_27_2_1_44_42_4_32,52.727611
cluster,1,27,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.713885
cluster,1,28,33_3_34_31_22_12_35_30_0_36_2_1_18_42_4_32,52.733887
cluster,1,29,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.747359
cluster,1,30,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.737004
cluster,1,31,33_3_34_31_22_12_35_30_0_27_2_1_44_42_4_32,52.733705
cluster,1,32,33_3_34_31_22_12_35_30_0_27_2_1_44_42_4_32,52.732471
cluster,1,33,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.752200
cluster,1,34,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.746274
cluster,1,35,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.724747
cluster,1,36,33_3_34_31_22_12_35_30_0_27_2_1_44_42_4_32,52.742273
cluster,1,37,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.738602
cluster,1,38,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.718669
cluster,1,39,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.737271
cluster,1,40,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.721028
cluster,1,41,33_3_34_31_22_15_35_30_0_27_2_1_44_42_4_32,52.787267
cluster,1,42,33_3_34_31_22_15_35_30_0_36_2_1_44_42_4_32,52.789510
cluster,1,43,33_3_34_31_22_12_35_30_0_27_2_1_44_42_4_32,52.754188
cluster,1,44,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.741597
cluster,1,45,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.724634
cluster,1,46,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.725714
cluster,1,47,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.730890
cluster,1,48,33_3_34_8_22_12_35_30_0_36_2_1_44_42_4_32,52.919108
cluster,1,49,33_3_5_31_22_12_35_30_0_36_2_1_44_42_4_32,53.078498
cluster,1,50,33_3_5_31_22_12_35_30_0_27_6_1_44_42_4_32,53.465791
cluster,1,51,33_3_5_31_22_12_35_30_0_27_2_1_44_42_4_32,53.065948
cluster,1,52,33_3_5_31_22_12_35_30_0_36_2_1_44_42_4_32,53.080183
cluster,1,53,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.739158
cluster,1,54,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.716893
cluster,1,55,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.751054
cluster,1,56,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_32,52.739862
cluster,1,57,33_3_34_31_22_12_35_30_0_36_2_1_44_42_4_29,52.913622
cluster,1,58,33_3_5_31_22_12_35_30_0_36_2_1_44_42_4_32,53.078910
