Repetition,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150
0,4.605840,13.029117,12.689494,10.368088,6.553083,9.439059,8.770260,5.943999,6.787183,2.997743,6.937612,7.289065,4.065114,1.866089,0.273030,0.459732,1.079910,0.567751,0.585399,0.305424,0.156316,0.401983,0.122982,0.171912,0.409192,0.163779,0.571510,0.341347,0.091764,0.454679,0.220811,0.456926,0.535347,-0.011592,0.522223,0.578716,0.304201,0.006289,0.179411,0.165738,0.089976,0.123130,0.183481,0.262618,0.175252,0.201360,0.308493,0.247095,0.248818,0.152284,0.265350,0.126522,0.191374,0.169981,0.132450,0.644227,0.144371,0.140332,0.143674,-0.000135,-0.007825,-0.003016,-0.001890,0.008254,0.010317,0.120728,0.013998,0.001217,0.014395,0.029157,0.005766,0.020725,0.007660,0.004990,0.004430,0.008238,0.012572,0.011479,0.146649,0.135320,0.158807,0.137982,0.095566,0.111575,0.140238,-0.004294,-0.006866,0.022966,-0.015534,0.008809,0.026713,0.040392,0.011703,-0.017663,0.007280,-0.011083,0.022893,0.029495,-0.004899,-0.004321,0.011938,0.011782,0.001794,0.005710,0.013023,0.028930,0.006649,0.140856,0.009253,0.014695,0.004771,0.231638,0.365733,-0.001930,0.139241,0.017088,0.018252,-0.004751,0.004086,0.016706,0.003029,0.009568,0.031234,0.006585,0.003822,0.012347,-0.015657,0.003246,0.027625,-0.002494
1,12.251113,7.349025,12.712038,10.775333,3.124968,5.285084,8.355926,1.295977,4.605514,0.529426,0.535514,0.761548,0.876240,0.953536,1.740498,1.355134,0.379766,0.585174,0.632644,0.169307,0.203607,0.147906,0.107005,0.158860,0.125282,0.123028,0.025569,0.142520,0.581554,0.284686,0.175654,0.170257,0.266050,0.681484,0.416409,0.322659,0.168543,0.128465,0.102788,0.231933,0.121814,0.161734,0.289034,0.130783,0.134170,0.610285,0.163481,0.153306,0.035178,0.161356,0.348228,0.342028,0.181986,0.136942,0.162065,0.112590,0.071116,0.091078,0.142937,0.130151,0.267377,0.158076,0.124402,-0.000165,0.023252,0.024528,0.009674,0.015693,0.131831,0.125619,0.158339,-0.005408,0.013244,0.172676,0.140452,0.151338,0.021599,-0.018435,0.028721,0.012436,-0.002182,0.001357,0.008950,0.015909,-0.000960,-0.015118,-0.003097,-0.003030,-0.002515,0.024914,0.008682,0.004880,0.010653,0.001251,0.126258,-0.005555,0.001068,0.002782,-0.019445,-0.007718,0.019953,0.171652,0.131475,0.139853,0.105111,0.094846,0.127971,0.149669,0.093465,-0.017416,0.010243,0.027912,0.011325,0.096635,0.126249,0.003420,0.104428,0.115808,0.116807,0.098479,0.085476,0.003887,0.090456,0.137948,0.121720,0.145804,0.013575,-0.008275,-0.013469,-0.000795
2,8.284234,7.891887,10.745032,3.914180,6.875568,16.893569,2.439276,8.478391,6.866895,5.632944,4.597756,2.263054,3.152052,2.281825,0.273585,0.566852,0.785680,0.575159,0.399389,0.563570,0.280442,0.487319,0.238897,0.509589,0.326294,0.699357,0.541226,0.507534,0.488118,0.467848,0.613175,0.358961,0.409288,0.778818,0.473343,0.527316,0.449423,0.396098,0.301607,0.369175,0.333285,0.567084,0.423979,0.588335,1.719540,0.573588,0.389303,0.335674,0.153637,0.162488,0.325473,0.156234,0.550481,0.327564,0.241779,0.452494,0.234881,0.104592,0.114008,0.178062,0.380718,0.392918,0.318624,0.340180,0.344884,0.363277,0.322596,0.341821,0.761426,0.343343,0.282721,0.312182,0.244793,0.251813,0.137776,0.166381,0.387173,0.150926,0.374951,0.367978,0.381916,0.368754,0.362805,0.346040,0.079008,0.152114,0.145629,0.109523,0.130666,0.106330,0.004151,0.111092,0.131583,0.022905,0.118058,0.083753,0.145236,0.079577,0.177587,0.126675,0.154476,0.156741,0.153761,0.409120,0.166104,0.165702,0.108936,0.102927,0.149392,0.172633,0.155664,0.103817,0.102339,0.099670,0.091335,0.100806,0.091368,0.094908,0.081844,0.074178,0.102862,0.111445,0.109632,0.140580,0.154404,0.147844,0.147917,0.139780,0.173657,0.379926
3,5.620410,12.005287,12.158785,9.307082,13.146935,9.655014,4.159754,7.759576,3.101150,0.838593,6.426005,5.791174,0.756298,0.499198,0.317352,0.325075,0.556991,0.509819,0.565829,1.257231,0.516055,0.457847,0.515346,0.819061,0.578428,0.501104,0.359673,0.565626,0.436351,0.550132,0.316667,0.337474,0.326780,0.445802,0.379206,0.304419,0.342691,0.334517,0.368401,0.338406,0.342909,0.327525,0.262820,0.274029,0.285809,0.344687,0.338990,0.342148,0.330414,0.365984,0.356651,0.317029,0.328631,0.362924,0.389889,0.349595,0.338095,0.283775,0.366460,0.400606,0.365627,0.353032,0.349209,0.405476,0.316955,0.374173,0.305900,0.276071,0.333848,0.321750,0.349452,0.347711,0.357954,0.312725,0.339501,0.329430,0.296227,0.287601,0.327674,0.331449,0.285967,0.293371,0.348317,0.309367,0.332671,0.309573,0.368848,0.354185,0.118291,0.303741,0.307062,0.327452,0.303811,0.306219,0.292409,0.299519,0.275906,0.299060,0.298653,0.300067,0.291163,0.272225,0.289889,0.289176,0.348373,0.376959,0.392375,0.349018,0.411160,0.141335,0.271672,0.328580,0.305132,0.280652,0.301438,0.315988,0.320688,0.315815,0.284139,0.087580,0.313073,0.074653,0.156157,0.087495,0.108695,0.284108,0.290212,0.327981,0.309374,0.300437
4,3.752825,6.102228,13.870345,14.060106,3.715342,3.761443,12.096243,3.640571,1.980464,2.547864,1.374982,1.157585,0.332114,0.400656,0.640415,1.236330,0.503561,0.368235,0.514082,0.257936,0.605816,0.088105,0.330590,0.579929,0.537997,0.567563,0.553838,0.324594,0.345395,0.142834,0.203977,0.298625,0.560402,0.414666,0.172514,0.407824,0.655670,0.171793,0.400180,0.339006,0.344586,0.166567,0.343571,0.298868,0.118334,0.121652,0.130958,0.131143,0.330807,0.362145,0.300780,0.332649,0.289867,0.520924,0.344972,0.170283,0.166648,0.323607,0.396318,1.183342,0.334207,0.157855,0.091826,0.108640,0.128585,0.118030,0.087152,0.132761,0.291263,0.115008,0.133769,0.182663,0.126700,0.011500,0.100017,0.192087,0.185711,0.669844,0.119321,0.089709,0.100815,0.085718,0.337795,0.159704,0.149739,0.479847,0.465497,0.182195,0.357500,0.130365,0.149806,0.122309,0.002749,0.104940,0.114467,0.129781,0.134343,0.113141,0.395679,0.338438,0.334110,0.270566,0.323278,0.331093,0.352107,0.350299,0.299095,0.281937,0.265180,0.282941,0.280680,0.268836,0.279902,0.293054,0.294964,0.290672,0.289288,0.269490,0.277797,0.160787,0.143213,0.163250,0.354862,0.095351,0.158050,0.294841,0.344190,0.110291,0.287206,0.281424
5,4.959471,11.333331,9.482704,9.469633,8.505293,8.420950,4.868222,7.884486,5.429466,11.886164,5.715243,5.529587,3.452741,3.332291,3.706442,3.508789,4.317326,1.827194,1.359014,2.673935,2.551203,2.543414,2.750725,2.645836,2.732537,3.003337,3.367937,1.873167,0.404091,0.234892,0.142446,0.074294,0.159043,0.248010,0.453009,0.133916,0.144333,0.476380,0.156242,0.502897,0.503110,0.169869,0.175690,0.497000,0.584952,0.155493,0.140476,0.159264,0.154451,0.530462,0.448701,0.148149,0.162780,0.487091,0.485254,0.478310,0.494566,0.154178,0.139088,0.472690,0.475000,0.156867,0.157853,0.163647,0.145052,0.134130,0.198145,0.149789,0.165951,0.151632,0.151066,0.154786,0.402310,0.392669,0.158925,0.216490,0.176999,0.150290,0.179290,0.137083,0.167012,0.176161,0.152995,0.147903,0.160693,0.153380,0.183405,0.214919,0.208589,0.159831,0.147705,0.212736,0.148497,0.164840,0.168422,0.130492,0.161491,0.208871,0.208087,0.197514,0.207370,0.155652,0.147255,0.151882,0.164863,0.152858,0.150284,0.227277,0.157736,0.256157,0.162475,0.150529,0.185565,0.224587,0.218010,0.030733,0.182627,-0.002716,0.014519,0.008693,0.225301,0.228272,0.140715,0.198375,0.162939,0.219784,0.134753,0.164672,0.157159,0.150561
6,3.334849,13.421668,10.780621,9.161382,13.861961,7.828401,1.527335,10.632614,5.150615,5.157365,0.717437,0.582886,0.416467,0.348445,0.434224,0.366189,0.795425,1.826046,1.219535,0.934842,0.428824,0.301491,0.561865,0.400694,0.332231,0.520342,0.916021,0.329533,0.289901,0.246697,0.333014,0.431910,0.570517,0.714317,0.739049,0.780903,0.367431,0.323001,0.217861,0.374774,0.144973,0.091991,0.334164,0.416814,0.099886,0.102147,0.130979,0.001452,0.457867,0.441378,0.501832,0.168654,0.176116,0.008851,0.024322,0.014444,-0.010080,0.031112,0.003348,0.010569,-0.022157,0.107206,0.138741,1.795568,0.108874,0.097470,0.071169,0.143993,0.014018,0.014591,0.140435,0.158763,0.364666,0.127602,0.363532,0.132349,0.146911,0.127658,0.123684,0.007518,0.363431,0.240988,0.155497,0.161284,0.004674,0.137920,0.166971,0.001130,0.214908,0.216658,-0.004862,-0.007922,-0.020483,0.006175,0.007079,0.143218,0.102362,0.122170,0.113663,0.108606,0.145066,0.138624,0.168617,0.388870,0.404637,0.333544,0.348536,0.193898,0.389887,0.133731,0.331319,0.183510,0.155953,0.158247,0.148495,0.220447,0.027973,0.130848,0.179876,0.114315,0.141596,0.015553,0.016135,0.003681,0.008143,0.356153,0.025776,0.402785,0.182377,0.155126
7,9.748191,10.197619,12.843106,7.341834,2.639469,10.367891,2.830908,1.781598,0.871550,0.872158,0.713544,0.656238,1.076031,0.936315,0.714790,0.909172,0.589339,0.770339,0.593057,0.521310,0.493866,0.590013,0.530166,0.680283,0.583385,1.124794,0.552118,0.382164,0.330881,0.894044,0.866001,0.821683,0.722116,0.813048,0.753939,0.809305,0.755814,0.581144,0.095034,0.836386,0.777793,0.747148,0.500239,0.729647,0.737919,0.717070,0.504150,0.501675,0.531371,0.426030,0.711189,0.404460,0.137092,0.285667,0.094113,0.111233,0.081050,0.081420,0.095495,0.329778,0.333705,0.159045,0.089536,0.084410,0.356745,0.087673,0.082505,0.322985,0.331018,0.302755,0.568889,0.318330,0.320217,0.298664,0.293176,0.163850,0.162427,0.138063,0.162182,0.301442,0.334454,0.169868,0.151794,0.157651,0.159233,0.176352,0.154657,0.142656,0.138410,0.194416,0.231687,0.220399,0.400922,0.214703,0.408092,0.159236,0.133208,0.132342,0.135048,0.328442,0.202738,0.243557,0.242836,0.384126,0.382670,0.234043,0.315251,0.336160,0.310235,0.291678,0.279072,0.308598,0.286485,0.153856,0.145863,0.148553,0.146480,0.160665,0.139508,0.143263,0.159836,0.166696,0.146036,0.161149,0.140946,0.152713,0.189874,0.204079,0.209118,0.149504
8,7.751967,4.081813,13.240887,11.881017,6.449746,6.305337,6.897870,5.483411,6.717810,4.043116,1.094617,5.737044,1.942435,1.160885,2.064390,0.900472,0.702242,0.761811,0.506609,1.399200,0.644396,0.257758,0.501825,0.291349,0.642652,0.180616,0.502874,0.402348,0.347766,0.571660,0.504727,0.465306,0.508624,0.458111,0.554740,0.131157,0.009429,0.329008,0.131008,0.106349,0.280238,0.313617,0.010514,0.259545,0.149743,0.156533,0.318300,0.294617,0.266950,0.244613,0.172230,0.124522,0.142919,0.249667,0.150999,0.101799,0.329691,0.256758,0.143444,0.188497,0.111667,0.095025,0.095449,0.001861,0.010343,0.017242,0.009806,0.006586,0.014570,0.024567,0.152091,0.175016,0.023722,-0.004840,-0.010072,0.023444,-0.007380,0.004507,-0.013714,0.124170,0.090856,0.145220,0.101023,0.269912,0.281665,0.141881,0.145318,0.027377,0.029676,0.006110,0.027417,0.020291,-0.007493,0.022489,0.007287,0.001206,0.000360,0.029475,-0.008232,-0.002375,0.002071,0.017390,0.009483,0.021717,0.020565,0.009298,0.004497,-0.015771,-0.012630,0.024641,-0.002112,-0.015082,0.009786,-0.001844,0.010287,-0.005458,-0.006400,-0.015739,-0.000560,0.021692,0.013158,0.024887,-0.005740,0.002199,0.020816,-0.007318,0.012290,0.007564,0.027784,0.017907
9,6.332972,4.355740,11.621413,10.511917,12.369787,7.754045,12.762449,11.589860,7.481252,3.490932,2.427594,1.562932,1.550553,5.447732,1.154365,2.054766,2.305229,2.040235,1.113716,0.786123,0.814644,0.082219,0.793859,1.081825,0.599160,0.950108,0.307437,0.440803,0.246176,0.137992,0.148417,0.661976,0.312349,0.247861,0.334899,0.328785,0.241795,0.157354,0.496225,0.257256,0.253565,0.170107,0.115462,0.322725,0.358499,0.518127,0.388239,0.432948,0.912308,0.296458,0.189757,0.152462,0.379993,0.180127,0.206108,0.193380,0.215866,0.224665,0.164089,0.247595,0.000301,0.203770,0.167398,0.198875,0.000723,0.229604,0.202310,0.374269,0.385240,0.345266,0.197540,0.371021,0.367133,0.368720,0.338189,0.346213,0.337192,0.173374,0.017745,0.199033,0.013417,0.202933,-0.002987,0.013042,0.016095,0.126231,0.175813,0.387646,0.118125,0.141283,0.143839,0.161426,0.163796,0.129798,0.168260,0.400407,0.146178,0.080873,0.317552,0.377549,0.362019,0.292054,0.163439,0.358985,0.381905,0.413146,0.338596,0.220290,0.425733,0.347845,0.286421,0.185185,0.198463,0.186938,0.005379,0.153855,0.000041,0.016788,-0.009770,0.121427,0.003786,-0.012798,-0.004455,0.025995,0.152522,0.005391,0.015400,0.030107,-0.011096,0.009917
