Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
cyclic,1,5,36_33_24_11_48_38_45_37_7_12_16_19_9_0_17_2,52.635926
cyclic,1,6,29_39_20_42_46_7_34_9_25_2_3_11_43_12_0_38,51.200028
cyclic,1,7,7_33_38_45_1_17_21_36_12_34_32_24_11_43_19_48,50.810780
cyclic,1,8,12_48_28_10_11_33_34_38_19_2_24_43_39_45_1_36,50.487899
cyclic,1,9,7_24_12_11_46_13_19_0_33_48_43_17_16_41_2_34,51.202175
cyclic,1,10,34_38_0_39_12_2_17_36_11_42_44_37_7_19_33_43,50.894568
cyclic,1,11,19_38_43_11_31_34_9_6_26_7_0_12_46_13_2_33,50.336982
cyclic,1,12,13_27_8_33_41_6_45_12_34_2_11_36_47_7_38_43,50.211911
cyclic,1,13,33_3_9_11_27_16_21_24_17_45_43_47_12_34_36_38,50.633774
cyclic,1,14,9_12_33_28_46_0_27_38_47_26_2_45_1_34_43_11,49.857846
cyclic,1,15,34_27_11_43_33_45_12_36_2_17_20_28_16_38_47_5,50.042784
cyclic,1,16,22_38_34_47_1_33_48_45_46_17_29_43_9_2_12_11,50.737490
cyclic,1,17,19_7_47_1_11_17_23_43_38_34_12_33_26_2_45_32,50.199387
cyclic,1,18,38_39_32_34_2_27_20_26_8_45_0_11_43_33_19_1,50.050320
cyclic,1,19,27_34_36_49_30_12_11_1_37_13_43_47_33_24_39_38,50.430265
cyclic,1,20,12_13_43_45_9_38_28_34_11_33_36_24_23_47_48_2,50.366204
cyclic,1,21,36_17_34_2_33_9_43_28_27_47_38_12_24_45_6_11,50.259411
cyclic,1,22,13_14_12_38_28_46_11_26_2_43_9_15_48_33_34_47,50.017582
cyclic,1,23,3_13_47_12_5_33_11_43_38_7_16_34_26_2_9_46,50.146925
cyclic,1,24,43_34_12_39_11_16_24_29_48_5_45_36_38_28_33_47,50.439335
cyclic,1,25,38_48_0_13_11_1_34_33_12_23_43_7_9_26_24_5,50.215867
cyclic,1,26,38_13_26_27_47_33_2_15_11_43_35_1_12_5_34_23,49.858183
cyclic,1,27,2_11_26_34_43_13_38_25_17_14_27_46_33_47_23_1,50.116198
cyclic,1,28,43_23_26_8_31_47_7_12_11_5_45_24_33_34_27_38,49.930785
cyclic,1,29,43_38_23_4_20_26_11_0_45_24_13_5_34_33_12_47,50.296411
cyclic,1,30,9_38_26_34_1_35_12_5_46_24_27_20_47_43_11_45,50.325764
cyclic,1,31,23_43_34_37_11_1_28_48_45_47_2_38_26_12_5_33,49.917354
cyclic,1,32,11_27_28_34_5_12_1_35_26_0_33_13_43_38_47_2,49.633828
cyclic,1,33,27_47_2_23_38_11_20_28_34_46_26_5_1_33_13_43,49.786892
cyclic,1,34,11_1_45_33_0_6_27_49_5_26_23_47_34_43_38_2,50.057201
cyclic,1,35,43_13_9_48_34_33_11_27_2_21_5_12_47_38_26_45,49.904119
cyclic,1,36,1_21_16_32_38_13_47_11_33_5_28_46_2_26_34_43,49.949649
cyclic,1,37,2_33_12_35_23_27_4_43_38_47_26_11_13_34_45_1,49.945488
cyclic,1,38,5_40_0_33_38_2_45_46_19_26_34_23_1_11_27_43,50.112430
cyclic,1,39,45_33_23_12_14_5_20_43_21_34_27_38_26_11_25_47,50.174834
cyclic,1,40,45_26_12_47_1_33_37_27_15_24_11_38_32_34_5_43,50.057292
cyclic,1,41,23_38_33_34_11_43_27_24_2_16_35_26_1_5_13_0,50.032731
cyclic,1,42,20_43_26_1_15_23_38_45_0_27_34_5_33_11_12_2,49.955351
cyclic,1,43,11_2_49_23_43_9_40_45_5_38_27_1_26_33_47_34,50.083570
cyclic,1,44,2_38_0_11_12_45_33_28_34_5_27_19_43_13_26_1,49.687377
cyclic,1,45,43_47_5_28_14_11_20_33_12_27_39_38_45_26_2_34,49.767048
cyclic,1,46,33_2_26_47_27_1_11_41_7_34_5_43_23_38_13_45,49.974566
cyclic,1,47,19_2_11_33_43_5_0_13_38_1_27_23_45_26_34_14,49.972467
cyclic,1,48,8_26_12_43_9_7_13_34_2_47_45_11_27_5_38_33,49.761288
cyclic,1,49,28_1_31_41_26_11_2_27_47_34_21_33_38_13_12_43,49.712189
cyclic,1,50,1_13_34_2_38_30_33_11_47_9_5_12_28_27_26_43,49.652065
cyclic,1,51,0_28_13_44_43_14_2_12_11_34_26_5_38_27_47_33,49.715875
cyclic,1,52,43_34_47_27_5_38_31_6_12_33_11_13_26_2_28_1,49.676489
cyclic,1,53,47_33_34_5_11_28_12_2_37_7_1_27_13_26_43_38,49.660388
cyclic,1,54,28_9_12_43_33_39_38_26_13_2_27_11_5_34_47_45,49.772205
cyclic,1,55,33_8_48_43_34_0_5_12_11_42_26_19_13_27_38_1,49.828523
cyclic,1,56,0_43_33_46_27_11_19_8_12_1_34_26_48_38_5_2,49.849539
cyclic,1,57,26_43_2_48_27_40_34_19_5_13_12_11_38_0_33_28,49.741925
cyclic,1,58,0_26_13_1_43_5_21_6_27_38_33_34_11_28_2_12,49.657147
cyclic,1,59,28_33_0_24_19_2_34_43_27_13_26_5_1_12_11_38,49.675488
cyclic,1,60,26_0_43_1_32_27_2_12_19_34_28_11_5_38_35_13,49.876977
cyclic,1,61,38_43_40_23_26_2_12_13_5_33_28_9_27_34_11_47,49.745140
cyclic,1,62,7_5_47_28_15_43_34_23_12_2_26_33_27_11_38_13,49.722105
cyclic,1,63,1_28_43_38_33_11_12_19_27_26_34_13_2_48_5_47,49.662311
cyclic,1,64,26_12_45_43_9_13_38_47_33_28_11_2_46_5_34_1,49.842417
cyclic,1,65,47_28_3_43_0_34_38_27_13_33_2_5_42_11_1_26,49.735889
cyclic,1,66,19_2_38_0_5_11_34_42_35_43_26_13_12_27_33_28,49.728439
cyclic,1,67,27_28_11_33_13_34_26_47_43_5_2_1_44_21_38_12,49.606071
cyclic,1,68,30_13_12_2_33_17_27_34_7_43_11_28_5_38_26_47,49.712879
cyclic,1,69,2_19_27_34_5_12_0_26_38_43_33_1_13_11_28_17,49.669102
cyclic,1,70,11_13_27_38_47_39_46_43_26_12_1_5_30_33_34_28,49.661975
cyclic,1,71,27_33_42_11_19_26_5_38_9_34_0_35_12_28_43_13,49.887835
cyclic,1,72,1_27_47_33_46_5_0_13_12_28_26_34_38_2_43_11,49.615653
cyclic,1,73,43_8_34_1_2_5_26_28_11_37_12_13_38_0_47_33,49.778487
cyclic,1,74,27_43_26_22_11_2_38_49_1_12_47_34_13_28_33_5,49.643954
cyclic,1,75,5_11_43_34_2_26_28_38_1_12_27_20_30_33_13_47,49.647115
cyclic,1,76,1_9_2_38_34_11_30_13_47_27_26_33_5_43_12_28,49.624016
cyclic,1,77,13_11_12_33_43_47_2_5_34_45_26_38_27_8_1_0,49.662917
cyclic,1,78,16_22_34_38_27_30_12_11_1_26_33_47_8_13_5_43,49.719608
cyclic,1,79,5_47_11_40_1_43_26_12_27_13_9_34_33_35_38_8,49.811161
cyclic,1,80,47_26_11_12_33_5_35_30_34_43_8_13_28_20_27_38,49.718728
cyclic,1,81,33_5_12_34_1_38_47_21_11_28_2_43_27_45_13_26,49.592958
cyclic,1,82,30_13_33_28_43_47_5_12_11_26_34_23_8_48_38_1,49.783891
cyclic,1,83,13_43_28_12_0_2_47_38_26_27_1_34_11_5_45_35,49.862657
cyclic,1,84,25_38_13_5_20_2_12_1_26_19_0_27_28_34_43_11,49.884909
cyclic,1,85,26_12_34_5_0_33_2_27_10_38_43_13_1_28_11_19,49.652390
cyclic,1,86,7_38_13_33_43_2_25_34_11_30_1_26_27_47_28_5,49.760890
cyclic,1,87,9_46_34_12_43_1_33_47_27_2_11_26_13_38_5_28,49.655083
cyclic,1,88,13_34_33_28_14_26_47_27_1_12_5_2_11_0_38_43,49.650395
cyclic,1,89,33_43_0_9_30_45_34_26_12_5_8_11_27_47_20_38,49.843584
cyclic,1,90,43_38_12_1_28_26_30_45_13_11_34_27_5_33_47_41,49.678087
cyclic,1,91,34_12_40_3_45_13_11_43_47_27_26_33_38_8_5_1,49.820148
cyclic,1,92,13_2_43_38_34_27_46_28_5_1_47_33_11_12_30_26,49.598343
cyclic,1,93,1_27_33_2_12_38_30_28_35_34_5_13_11_26_47_43,49.662734
cyclic,1,94,33_27_11_45_43_17_13_8_5_38_1_26_30_47_28_34,49.776166
cyclic,1,95,9_33_12_43_27_47_38_2_28_13_34_11_1_26_35_5,49.657969
cyclic,1,96,5_9_38_27_11_28_12_47_15_2_35_26_13_43_33_34,49.746041
cyclic,1,97,12_27_19_5_28_43_2_38_13_33_11_16_26_1_47_34,49.648622
cyclic,1,98,27_26_38_5_28_12_13_2_8_33_0_43_11_18_47_34,49.669223
cyclic,1,99,38_30_16_27_11_8_43_13_1_34_26_46_12_33_5_47,49.709061
