Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
smallest,1,21,84_162_79_23_142_67_112_37_51_8,58.200987
smallest,1,22,114_87_199_118_139_88_121_101_147_30,50.554382
smallest,1,23,111_113_19_74_45_40_97_166_17_160,52.643953
smallest,1,24,77_149_11_150_80_105_24_10_72_154,53.838349
smallest,1,25,41_12_33_129_75_146_98_100_153_177,56.263887
smallest,1,26,50_73_155_31_183_135_47_189_94_48,53.781838
smallest,1,27,82_178_184_66_164_171_134_126_182_165,56.043259
smallest,1,28,71_39_141_38_132_62_95_120_174_18,55.480754
smallest,1,29,167_102_55_138_5_122_21_193_180_175,60.719109
smallest,1,30,194_91_170_58_64_4_49_198_57_159,52.344593
smallest,1,31,32_28_3_185_35_22_76_0_169_127,50.159659
smallest,1,32,1_161_93_187_119_6_16_69_99_43,52.539786
smallest,1,33,3_108_90_123_85_68_163_143_0_130,55.978134
smallest,1,34,61_15_188_9_176_74_161_191_96_151,52.987703
smallest,1,35,131_132_158_14_38_138_62_56_74_168,54.031504
smallest,1,36,22_3_74_111_136_137_34_27_132_116,49.963562
smallest,1,37,3_36_161_2_98_106_83_89_105_26,54.911698
smallest,1,38,104_67_74_29_3_111_112_56_22_120,51.069610
smallest,1,39,152_10_22_74_105_50_0_128_27_150,50.702674
smallest,1,40,3_56_161_192_0_27_74_22_143_13,50.947947
smallest,1,41,22_74_111_132_113_3_73_24_50_156,50.627299
smallest,1,42,50_22_73_105_138_157_41_23_74_165,52.371312
smallest,1,43,52_105_90_10_27_115_120_38_56_150,51.157278
smallest,1,44,105_150_27_61_3_186_72_142_112_120,51.394649
smallest,1,45,105_92_133_78_74_22_3_54_181_89,53.293129
smallest,1,46,74_105_111_56_22_93_70_143_107_27,51.284704
smallest,1,47,74_22_105_76_154_27_10_111_90_88,48.240627
smallest,1,48,74_121_111_101_113_177_148_63_12_22,50.018543
smallest,1,49,74_19_88_111_113_38_121_27_16_179,48.536901
smallest,1,50,124_48_74_179_88_22_56_25_43_161,49.197250
smallest,1,51,124_43_74_161_0_68_159_179_48_3,49.903521
smallest,1,52,159_25_124_30_43_179_74_48_88_68,48.722786
smallest,1,53,159_25_74_30_29_27_22_132_77_144,50.562630
smallest,1,54,159_25_27_74_29_88_32_132_56_76,48.192230
smallest,1,55,159_25_27_74_90_56_29_156_34_124,49.363407
smallest,1,56,159_25_27_74_30_56_3_59_143_6,50.239087
smallest,1,57,159_33_74_27_25_127_28_104_3_111,48.830227
smallest,1,58,159_33_41_12_146_74_25_111_27_105,49.587408
smallest,1,59,159_59_104_74_105_150_187_161_50_8,50.602771
smallest,1,60,105_159_74_150_121_10_29_104_173_111,49.777601
smallest,1,61,159_74_137_125_111_22_7_6_46_3,50.813475
smallest,1,62,159_6_127_74_67_175_143_3_15_151,50.689446
smallest,1,63,127_6_159_151_8_67_74_137_25_88,49.156932
smallest,1,64,127_159_6_74_151_132_27_56_0_105,50.140295
smallest,1,65,127_159_6_151_198_74_27_109_143_56,49.657326
smallest,1,66,127_151_159_133_74_103_3_198_27_130,49.299183
smallest,1,67,127_159_74_22_151_68_30_156_29_105,50.328034
smallest,1,68,74_127_159_111_169_113_27_165_16_43,47.439088
smallest,1,69,74_32_22_111_127_105_3_90_177_147,51.370218
smallest,1,70,74_177_65_22_140_111_196_98_127_56,51.804042
smallest,1,71,74_22_129_101_159_44_72_142_105_127,51.138383
smallest,1,72,74_22_89_70_93_56_64_6_43_50,51.165861
smallest,1,73,165_89_74_170_143_22_138_56_29_156,51.621104
smallest,1,74,74_22_56_68_143_27_6_111_30_62,50.891618
smallest,1,75,74_22_111_161_56_149_0_165_159_27,50.034566
smallest,1,76,74_159_22_111_161_56_19_127_27_24,49.899085
smallest,1,77,74_159_161_22_56_0_111_105_132_127,50.516162
smallest,1,78,74_56_159_111_161_22_27_105_113_0,49.486683
smallest,1,79,74_111_56_159_113_19_27_25_121_154,48.418741
smallest,1,80,74_159_111_113_56_27_19_88_177_25,48.587650
smallest,1,81,74_159_111_88_56_27_113_121_101_29,47.777148
smallest,1,82,74_88_56_111_27_121_113_159_29_110,48.221381
smallest,1,83,88_121_74_29_111_101_56_27_113_147,48.194044
smallest,1,84,88_74_29_56_111_121_27_156_127_113,47.568858
smallest,1,85,88_74_56_29_111_27_127_121_104_113,47.858585
smallest,1,86,74_88_56_111_29_27_93_127_38_10,49.186523
smallest,1,87,56_88_74_111_187_27_93_127_105_6,49.366045
smallest,1,88,74_56_88_27_111_127_6_10_29_112,49.319336
smallest,1,89,56_74_27_111_78_50_4_142_105_11,51.244696
smallest,1,90,170_7_4_56_89_74_27_133_125_111,50.196266
smallest,1,91,7_173_170_4_27_56_74_176_183_111,49.919594
smallest,1,92,74_56_27_111_127_114_159_2_170_105,49.352654
smallest,1,93,27_74_56_111_87_127_105_6_159_76,48.305257
smallest,1,94,74_27_56_199_111_159_127_113_73_6,48.810286
smallest,1,95,74_27_50_111_56_159_113_73_19_127,49.005560
smallest,1,96,74_27_56_111_159_105_127_22_20_192,50.240343
smallest,1,97,74_27_56_111_159_127_105_22_139_3,49.787466
smallest,1,98,74_27_56_159_111_127_22_151_105_25,49.350699
smallest,1,99,74_30_111_27_56_25_68_127_105_159,49.228387
smallest,1,100,74_111_127_56_27_30_105_159_6_25,49.276517
smallest,1,101,74_111_56_105_30_25_68_27_127_150,48.887185
smallest,1,102,74_111_56_105_10_27_159_42_22_113,50.122074
smallest,1,103,74_111_159_27_56_105_25_10_113_127,48.934872
smallest,1,104,74_111_56_27_159_105_132_18_88_25,48.800620
smallest,1,105,74_111_56_159_88_27_25_127_105_22,48.408693
smallest,1,106,74_111_88_56_159_127_27_22_121_151,47.900474
smallest,1,107,74_88_111_56_127_22_27_121_115_172,48.269300
smallest,1,108,74_88_111_56_27_121_127_22_101_109,48.101733
smallest,1,109,74_111_88_56_127_27_87_121_161_22,47.901747
smallest,1,110,74_111_88_56_127_27_105_113_149_89,48.621352
smallest,1,111,74_111_88_127_56_105_121_159_113_41,48.036786
smallest,1,112,74_88_111_127_121_56_105_151_113_29,48.471788
smallest,1,113,74_88_111_121_127_101_56_151_105_27,47.878551
smallest,1,114,74_127_88_111_151_198_91_121_22_56,48.414522
smallest,1,115,74_127_151_198_111_88_91_56_22_105,49.413022
smallest,1,116,74_127_111_88_151_22_56_159_198_152,48.983675
smallest,1,117,74_127_111_88_151_22_56_186_170_159,48.784769
smallest,1,118,74_111_88_127_175_151_51_186_67_121,49.130667
smallest,1,119,74_111_127_88_28_151_159_56_80_124,48.982849
smallest,1,120,74_111_127_124_88_179_43_151_113_48,48.399209
smallest,1,121,74_111_127_88_124_43_179_113_151_61,48.514447
smallest,1,122,74_111_127_43_124_88_179_113_159_27,47.502780
smallest,1,123,74_43_111_124_127_88_179_22_113_193,48.892529
smallest,1,124,74_43_124_111_88_127_165_179_22_121,48.200281
smallest,1,125,74_111_88_127_124_43_165_89_22_121,48.032672
smallest,1,126,74_111_43_127_124_88_22_179_113_103,48.709294
smallest,1,127,74_111_124_127_43_88_179_48_113_22,48.594629
smallest,1,128,74_111_127_124_88_179_43_48_22_113,48.603126
smallest,1,129,74_111_127_88_124_179_22_154_56_27,48.736080
smallest,1,130,74_111_127_88_124_22_179_72_150_27,48.458738
smallest,1,131,74_111_127_88_124_179_22_43_48_123,49.316876
smallest,1,132,74_111_88_127_124_43_179_22_121_151,48.320810
smallest,1,133,74_111_88_127_124_121_43_151_179_101,47.888809
smallest,1,134,74_111_127_88_121_193_113_10_27_22,48.075127
smallest,1,135,74_111_88_127_10_165_121_27_154_113,47.363195
smallest,1,136,74_111_88_127_121_27_165_10_113_89,47.615711
smallest,1,137,74_111_88_127_121_101_27_113_147_177,47.588635
smallest,1,138,74_111_88_127_121_113_27_101_53_82,47.462536
smallest,1,139,74_111_88_127_82_113_121_27_161_151,47.536974
smallest,1,140,74_111_88_127_121_113_161_27_151_25,47.105201
smallest,1,141,74_111_88_127_121_113_27_19_101_56,47.543318
smallest,1,142,74_111_88_127_121_27_101_113_195_56,47.597497
smallest,1,143,74_111_88_127_27_121_159_140_120_56,47.664381
smallest,1,144,74_111_88_127_121_27_59_124_6_22,48.389556
smallest,1,145,74_111_88_127_27_121_6_22_56_50,48.407991
smallest,1,146,74_111_88_127_6_121_27_22_136_113,47.553243
smallest,1,147,74_111_88_127_6_27_121_76_169_113,46.099799
smallest,1,148,74_111_88_127_6_27_76_121_169_136,46.150277
smallest,1,149,74_111_88_127_27_6_121_76_10_22,47.339237
smallest,1,150,74_88_111_127_27_121_6_101_159_34,47.388129
smallest,2,21,84_23_4_170_55_7_67_89_15_152,54.149089
smallest,2,22,157_132_44_116_63_62_41_20_12_42,57.153221
smallest,2,23,0_68_135_133_128_38_125_40_120_118,56.805259
smallest,2,24,183_82_47_138_187_93_185_56_27_76,51.269161
smallest,2,25,177_90_98_108_197_164_66_126_11_109,60.225055
smallest,2,26,158_24_61_95_188_174_181_80_192_112,57.401536
smallest,2,27,74_52_196_111_92_194_195_103_35_184,51.726395
smallest,2,28,86_43_100_28_159_83_51_85_50_29,52.662024
smallest,2,29,155_162_59_87_117_153_107_104_10_145,56.681110
smallest,2,30,151_167_127_161_58_22_136_18_3_65,51.026750
smallest,2,31,17_166_32_114_137_186_115_124_2_160,55.253474
