Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
independent,1,5,34_41_20_5_26_11_13_38_7_17_19_48_27_33_9_43,50.692968
independent,1,6,23_41_27_33_40_48_15_38_39_12_25_35_43_11_9_34,51.195477
independent,1,7,36_3_1_41_9_33_34_16_27_12_48_26_5_11_38_43,50.531175
independent,1,8,34_19_23_2_33_12_26_1_5_9_48_11_41_27_38_43,50.068135
independent,1,9,12_27_14_1_9_28_48_35_26_33_11_5_41_38_43_34,50.157845
independent,1,10,38_23_32_48_9_12_33_34_26_35_5_1_11_27_41_43,50.427953
independent,1,11,1_32_2_12_45_41_28_35_33_11_26_27_5_43_38_34,49.900898
independent,1,12,11_25_13_5_33_27_23_35_1_48_26_12_41_43_38_34,50.230401
independent,1,13,26_14_23_33_35_48_1_12_20_27_5_11_41_43_38_34,50.413848
independent,1,14,33_1_13_35_23_48_20_26_5_12_27_11_41_43_38_34,50.261413
independent,1,15,35_13_20_1_9_14_33_26_5_11_43_12_27_41_38_34,50.322561
independent,1,16,14_21_1_26_45_48_35_12_5_33_27_11_41_43_38_34,50.306031
independent,1,17,1_26_28_43_45_35_12_14_11_5_33_41_27_38_21_34,49.951530
independent,1,18,26_48_3_25_35_21_12_43_38_23_27_5_33_11_41_34,50.388574
independent,1,19,21_2_31_35_41_27_12_5_23_3_26_33_11_43_38_34,50.186631
independent,1,20,48_47_14_21_26_27_5_35_23_12_33_41_43_11_38_34,50.260471
independent,1,21,6_23_26_27_38_35_12_5_44_34_47_22_41_33_11_43,50.335039
independent,1,22,25_26_23_27_14_35_33_21_12_38_5_47_41_11_43_34,50.252153
independent,1,23,26_21_12_27_34_18_35_14_47_5_25_33_41_11_43_38,50.315565
independent,1,24,26_27_14_20_21_38_12_1_5_35_47_33_11_41_43_34,50.247341
independent,1,25,23_27_14_48_33_12_35_20_26_1_5_11_41_34_43_38,50.361431
independent,1,26,26_47_21_25_35_1_12_39_34_14_5_33_41_11_43_38,50.641820
independent,1,27,43_20_33_23_47_25_34_45_26_35_12_1_5_11_41_38,50.439477
independent,1,28,47_14_26_2_35_45_5_41_1_9_12_33_11_43_38_34,50.161618
independent,1,29,33_2_22_14_5_35_47_26_1_38_9_12_41_11_43_34,50.250225
independent,1,30,27_26_14_2_20_5_34_1_35_12_45_33_11_41_43_38,50.144852
independent,1,31,43_3_27_21_20_12_35_26_5_45_1_33_11_41_38_34,50.332283
independent,1,32,14_23_20_26_12_35_27_41_45_1_5_33_11_38_43_34,50.356400
independent,1,33,34_23_41_21_12_26_35_14_27_5_45_1_33_11_43_38,50.209266
independent,1,34,35_11_26_27_33_45_14_9_47_5_12_1_41_43_38_34,50.213837
