Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
smallest,1,5,0_31_33_1_30_49_32_12_14_34_11_2_15_10_16_21,54.243142
smallest,1,6,0_31_32_33_30_1_13_14_29_12_34_15_28_11_16_47,53.853714
smallest,1,7,32_31_33_13_14_0_46_12_15_30_49_34_11_47_48_1,54.035836
smallest,1,8,14_32_13_0_33_31_15_12_17_16_30_34_49_11_35_1,54.041570
smallest,1,9,32_31_33_0_30_14_13_1_34_29_3_2_12_27_15_28,54.120974
smallest,1,10,32_31_0_33_30_14_1_13_34_15_49_2_45_29_48_12,54.003142
smallest,1,11,32_31_0_33_30_14_13_1_49_15_29_34_2_12_48_4,54.128311
smallest,1,12,32_31_33_30_0_14_13_49_15_29_1_47_48_34_12_46,53.851970
smallest,1,13,31_14_32_15_13_30_33_0_16_29_1_12_2_3_49_28,54.017514
smallest,1,14,14_31_32_13_30_15_33_29_49_28_12_16_0_48_47_1,53.876329
smallest,1,15,14_31_32_15_13_30_33_29_0_16_1_12_49_34_28_2,53.983286
smallest,1,16,31_32_14_30_33_13_15_0_29_1_34_28_49_12_2_16,53.979174
smallest,1,17,31_32_14_30_33_13_0_15_29_1_34_12_2_35_28_27,53.998108
smallest,1,18,32_31_30_14_33_0_13_1_15_29_34_2_12_28_49_16,53.988144
smallest,1,19,32_31_14_30_33_0_13_1_15_29_34_2_12_28_3_16,53.961084
smallest,1,20,32_31_33_30_14_1_0_13_29_15_34_2_28_3_12_35,54.059077
smallest,1,21,32_31_33_30_0_1_14_29_34_13_2_15_28_27_3_46,53.916184
smallest,1,22,32_31_33_30_0_1_29_14_2_34_13_28_15_3_27_12,54.131923
smallest,1,23,32_31_33_1_30_0_14_29_2_13_34_15_28_27_26_3,53.984019
smallest,1,24,32_31_33_1_30_0_14_2_29_13_15_34_28_4_3_6,54.099882
smallest,1,25,32_31_33_30_1_2_0_14_29_13_3_15_34_4_7_28,54.146903
smallest,1,26,32_31_33_30_1_2_0_14_29_13_3_34_15_28_4_12,54.174534
smallest,1,27,32_31_33_1_30_2_0_14_3_29_13_34_15_4_5_28,53.925023
smallest,1,28,32_31_33_2_1_30_3_0_29_14_4_34_13_5_15_28,53.921390
smallest,1,29,32_31_33_2_3_1_30_4_0_29_14_5_34_6_13_28,53.866079
smallest,1,30,32_31_33_2_1_3_30_0_4_14_29_34_13_5_15_28,53.920352
smallest,1,31,32_31_33_2_3_1_30_4_0_29_14_5_34_13_6_15,53.923291
smallest,1,32,32_31_2_3_33_1_30_4_0_29_14_5_34_13_7_28,53.878502
smallest,1,33,32_31_33_2_3_1_30_4_0_29_14_5_34_6_13_28,53.844304
smallest,1,34,32_31_33_2_3_1_30_4_0_29_14_34_13_5_15_28,53.902304
smallest,1,35,32_31_33_2_3_1_30_4_0_29_14_34_5_13_15_28,53.925472
smallest,1,36,32_2_31_3_33_1_30_4_0_29_5_34_14_28_13_6,53.863569
smallest,1,37,32_31_3_2_33_1_4_30_0_29_5_34_14_28_6_42,53.880075
smallest,1,38,32_3_2_31_33_1_4_30_0_29_5_41_34_8_7_6,53.792473
smallest,1,39,32_31_2_3_33_1_4_30_0_29_5_34_14_28_6_9,53.944507
smallest,1,40,32_31_2_3_33_1_4_30_0_29_5_34_10_7_6_28,54.116604
smallest,1,41,32_31_3_2_33_4_1_30_0_5_29_34_6_8_7_28,54.047682
smallest,1,42,32_31_33_2_3_1_30_4_0_29_5_34_28_24_14_6,53.917848
smallest,1,43,32_2_31_33_3_23_1_4_30_25_0_26_22_5_29_27,54.008632
smallest,1,44,32_31_2_3_33_1_4_30_0_5_20_19_29_24_34_26,54.279516
smallest,1,45,32_31_2_3_33_1_4_30_0_5_29_34_28_6_14_27,53.949699
smallest,1,46,32_31_2_3_33_1_4_30_0_29_5_34_28_27_6_14,53.953561
smallest,1,47,32_2_31_3_33_1_4_30_0_5_29_34_28_6_14_27,53.961011
smallest,1,48,32_2_31_3_33_1_4_30_0_5_29_34_6_28_14_7,54.029945
smallest,1,49,32_2_3_31_33_1_4_30_0_5_29_34_6_28_14_45,53.884238
smallest,1,50,32_2_31_3_33_1_4_30_0_5_29_34_6_28_46_45,54.009441
smallest,1,51,32_2_31_3_33_1_4_30_0_5_29_34_6_28_47_14,53.800152
smallest,1,52,32_2_31_3_33_1_4_30_0_5_29_34_28_6_46_44,53.999424
smallest,1,53,32_31_2_33_3_1_4_30_0_45_44_46_5_29_34_43,53.697506
smallest,1,54,32_31_2_33_3_1_4_30_0_5_45_29_46_34_47_44,53.926911
