Algorithm,Repetition,Iteration,Selected_Modules,Expected_Minimum
cluster,1,8,9_38_22_21_11_5_0_2,55.699612
cluster,1,9,37_48_47_21_49_5_31_2,55.883064
cluster,1,10,15_40_20_21_49_5_34_2,56.000748
cluster,1,11,8_48_46_21_35_5_33_2,55.544083
cluster,1,12,10_39_23_21_7_5_4_2,55.757448
cluster,1,13,13_41_19_21_36_5_30_2,55.368014
cluster,1,14,27_18_25_21_28_5_30_2,55.508587
cluster,1,15,10_38_47_21_29_5_30_2,55.021307
cluster,1,16,9_39_47_21_49_5_3_2,55.480604
cluster,1,17,8_16_20_21_12_5_32_2,55.469460
cluster,1,18,10_48_46_21_11_5_4_2,55.946444
cluster,1,19,13_16_19_21_12_5_30_2,55.500685
cluster,1,20,10_38_24_21_11_5_3_2,55.799186
cluster,1,21,9_40_47_21_11_5_1_2,55.659509
cluster,1,22,10_38_19_21_12_5_30_2,55.531212
cluster,1,23,13_39_47_21_12_5_4_2,55.571871
cluster,1,24,9_17_26_21_49_5_31_2,55.559997
cluster,1,25,8_18_19_21_6_5_30_2,55.322282
cluster,1,26,10_38_20_21_49_5_4_2,56.018025
cluster,1,27,14_44_19_21_11_5_34_2,55.808899
cluster,1,28,42_41_19_21_29_5_3_2,55.365864
cluster,1,29,37_38_26_21_7_5_30_2,55.510855
cluster,1,30,9_16_47_21_11_5_4_2,55.877210
cluster,1,31,8_48_46_21_7_5_4_2,55.751630
cluster,1,32,10_48_47_21_49_5_3_2,55.702310
cluster,1,33,9_48_20_21_49_5_4_2,56.133874
cluster,1,34,13_48_47_21_49_5_3_2,55.609715
cluster,1,35,10_18_19_21_12_5_4_2,55.909579
cluster,1,36,15_17_19_21_28_5_3_2,55.705768
cluster,1,37,8_48_47_21_6_5_4_2,55.663103
cluster,1,38,14_16_46_21_29_5_4_2,55.421205
cluster,1,39,13_17_19_21_28_5_3_2,55.495985
cluster,1,40,10_48_47_21_36_5_3_2,55.584452
cluster,1,41,37_38_46_21_29_5_31_2,55.354583
cluster,1,42,9_39_26_21_29_5_30_2,55.031581
cluster,1,43,10_38_20_21_29_5_30_2,55.109370
cluster,1,44,9_38_47_21_35_5_32_2,55.189227
cluster,1,45,13_48_47_21_36_5_33_2,55.559534
cluster,1,46,37_38_47_21_35_5_34_2,55.605510
cluster,1,47,37_38_19_21_36_5_33_2,55.803767
cluster,1,48,10_18_19_21_12_5_31_2,55.759160
cluster,1,49,8_48_47_21_49_5_32_2,55.486423
cluster,1,50,13_45_46_21_11_5_31_2,55.616740
cluster,1,51,14_44_47_21_6_5_4_2,55.644248
